grid_index,noise_time,heat_variance,heat_step_from_previous,cumulative_log_weight_mean,cumulative_log_weight_std,increment_mean,increment_std,potential_mean,potential_std,potential_q10,potential_median,potential_q90,potential_min,potential_max,k4_ess_mean,k4_ess_min,k4_ess_fraction_mean,k4_ess_fraction_min,k4_entropy_ess_fraction_mean,k4_max_weight_mean,k4_max_weight_max,k4_log_weight_range_mean,k4_log_weight_range_max,k8_ess_mean,k8_ess_min,k8_ess_fraction_mean,k8_ess_fraction_min,k8_entropy_ess_fraction_mean,k8_max_weight_mean,k8_max_weight_max,k8_log_weight_range_mean,k8_log_weight_range_max,k16_ess_mean,k16_ess_min,k16_ess_fraction_mean,k16_ess_fraction_min,k16_entropy_ess_fraction_mean,k16_max_weight_mean,k16_max_weight_max,k16_log_weight_range_mean,k16_log_weight_range_max
79,0.6801619529724121,4.522352588473443,0.569035959418918,1745.4020849742624,282.94174106674234,184.2667576692017,27.515720128975286,360.38841247558594,53.48089729764582,294.6407745361328,354.75755310058594,430.7264678955078,232.41567993164062,500.22137451171875,1.0002739672105725,1.0,0.2500684918026431,0.25,0.2502685463898526,0.9998631661823032,1.0,453.7911983490707,734.140946534244,1.0002739672105725,1.0,0.12503424590132156,0.125,0.1251342731949263,0.9998631661823032,1.0,652.117167383903,1130.325153831234,1.0002739672105725,1.0,0.06251712295066078,0.0625,0.06256713659746314,0.9998631661823032,1.0,698.4415698051796,1130.325153831234
80,0.6666666865348816,4.000000715255812,0.5223518732176311,1958.3918430685035,313.58960092645236,212.9897580942411,31.350435560671237,455.1145808696747,66.56047458630866,373.4578826904297,447.42982482910156,541.4180419921875,294.6999816894531,630.3118286132812,1.0000079656531886,1.0,0.25000199141329715,0.25,0.2500113070309625,0.9999960173003009,1.0,506.1490749162019,807.611838514782,1.0000079656531886,1.0,0.12500099570664858,0.125,0.12500565351548126,0.9999960173003009,1.0,724.0788906835735,1250.4293568052037,1.0000079656531886,1.0,0.06250049785332429,0.0625,0.06250282675774063,0.9999960173003009,1.0,775.7409527672085,1250.4293568052037
81,0.6523604989051819,3.52141391804415,0.478586797211662,2206.038226630899,348.80682480132475,247.646383562395,35.93848486123927,579.7922949790955,83.63144063498837,476.71409912109374,570.2626647949219,689.806396484375,377.2052307128906,801.5624389648438,1.0000000494796184,1.0,0.2500000123699046,0.25,0.25000010165237657,0.9999999752601958,1.0,566.8699938920811,892.9094558078548,1.0000000494796184,1.0,0.1250000061849523,0.125,0.12500005082618829,0.9999999752601958,1.0,807.0307628342804,1388.5102941442724,1.0000000494796184,1.0,0.06250000309247615,0.0625,0.06250002541309414,0.9999999752601958,1.0,864.8420967503945,1388.5102941442724
82,0.6371681094169617,3.0838777852456554,0.43753613279849457,2495.977453415401,389.51294405111275,289.93922678450247,41.44864772500816,745.5347125530243,105.84062121673996,615.4771118164062,732.8444213867188,882.0843383789063,488.2076110839844,1029.6351318359375,1.0000000000429732,1.0,0.2500000000107433,0.25,0.2500000001261485,0.9999999999785134,1.0,637.5588561951874,992.5378005464868,1.0000000000429732,1.0,0.12500000000537165,0.125,0.12500000006307424,0.9999999999785134,1.0,903.1756569019268,1549.0478999893683,1.0000000000429732,1.0,0.06250000000268582,0.0625,0.06250000003153712,0.9999999999785134,1.0,969.4301369643067,1549.0478999893683
83,0.621004581451416,2.6848602693479657,0.39901751589768963,2838.015052157155,436.832722800686,342.0375987417534,48.08093251007435,968.8642053604126,135.16827989177176,802.2964416503906,952.3717651367188,1140.8940185546876,637.5368041992188,1335.88623046875,1.0000000000000018,1.0,0.25000000000000044,0.25,0.2500000000000075,0.9999999999999991,1.0,720.3942191047815,1108.1071695978803,1.0000000000000018,1.0,0.12500000000000022,0.125,0.12500000000000375,0.9999999999999991,1.0,1015.0577807449101,1736.9051711245065,1.0000000000000018,1.0,0.06250000000000011,0.0625,0.06250000000000187,0.9999999999999991,1.0,1091.7789687768388,1736.9051711245065
84,0.6037735939025879,2.321995639502398,0.3628646298455678,3244.675078423799,492.10548588297854,406.6600262666444,56.05933966110615,1272.5227627754211,173.83010645958814,1056.1450561523438,1256.8038940429688,1491.3797241210937,847.123291015625,1753.7303466796875,1.0,1.0,0.25,0.25,0.25,1.0,1.0,818.1461360320968,1243.5436353240657,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1146.7034019991065,1957.239158979913,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,1235.8078396905948,1957.239158979913
85,0.5853658318519592,1.993079226637708,0.32891641286469,3732.4988660138947,557.2083904978292,487.8237875900958,65.93121164496657,1693.725004196167,227.09482327716614,1408.6888549804687,1673.919189453125,1974.2420654296875,1131.4453125,2327.65478515625,1.0,1.0,0.25,0.25,0.25,1.0,1.0,934.6588429896083,1405.3991380660868,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1302.9013640191633,2218.0463660125047,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,1407.0136243491352,2218.0463660125047
86,0.5656565427780151,1.6960516040844584,0.29702762255324955,4323.841978230284,634.5498303601793,591.3431122163897,78.22837278588709,2288.0131731033325,299.6822603872499,1912.4827270507812,2265.6839599609375,2650.2289794921876,1544.55615234375,3139.357666015625,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1074.645825434524,1601.142389920069,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1489.4788758029767,2530.8132618346617,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,1611.87597909317,2530.8132618346617
87,0.5445026159286499,1.4289866345212705,0.2670649695631879,5049.001661822431,727.2947976830156,725.1596835921459,93.71295735103439,3142.5731353759766,402.17188913055986,2636.319384765625,3114.0771484375,3618.1931396484374,2147.3994140625,4313.76611328125,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1246.0187341802762,1841.8880610918195,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1718.418107737034,2910.404061160196,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,1862.038762252278,2910.404061160196
88,0.52173912525177,1.190082595188936,0.2389040393323345,5950.244781429556,839.6402353845219,901.2431196071253,113.46151400938287,4402.2396030426025,547.8094640411292,3716.46259765625,4359.81298828125,5038.557666015625,3037.55810546875,6045.0322265625,1.0,1.0,0.25,0.25,0.25000000000000006,1.0,1.0,1457.9418537407173,2137.4568606223847,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1999.6706028115987,3376.179711053848,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,2168.266838093399,3376.179711053848
89,0.5,1.0,0.190082595188936,6943.6336881540155,960.1212974889115,993.38890672446,121.6375245352379,6049.942047119141,732.1465166571611,5134.7091796875,6004.980224609375,6901.452783203124,4214.32861328125,8310.7939453125,1.0000000012959762,1.0,0.25000000032399405,0.25,0.250000003252529,0.9999999993520119,1.0,1690.59953064474,2454.5225649746226,1.0,1.0,0.125,0.125,0.125,1.0,1.0,2306.429842993125,3883.1355612487714,1.0,1.0,0.0625,0.0625,0.0625,1.0,1.0,2501.451251253864,3883.1355612487714
