arm,idea_id,family,key,role,solver,strength,theta,external_semantics,fid,sfid,inception_score,independent_top1,independent_target_probability,full_calls_per_image,prefix_calls_per_image,auxiliary_decoder_images_per_output,auxiliary_classifier_images_per_output,sum_batch_gpu_seconds,complete
b1_semantic_agreement_05,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,1.75,2.0,True,47.438478394932645,207.19779712219292,67.84434509277344,0.9070000052452087,0.8304533958435059,740.0,0.0,16.0,16.0,802.1220522955991,True
b1_semantic_agreement_06,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,2.25,1.0,True,50.38453338695342,207.0287233198776,70.08966827392578,0.9279999732971191,0.8618717193603516,740.0,0.0,16.0,16.0,800.6817426052876,True
b1_semantic_agreement_07,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,2.25,2.0,True,51.136699997596224,207.20353608359517,69.85591125488281,0.9229999780654907,0.8654771447181702,740.0,0.0,16.0,16.0,801.6765303988941,True
b1_semantic_agreement_08,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,2.75,1.0,True,53.66721017697597,207.92279780294518,69.17967987060547,0.9330000281333923,0.880408525466919,740.0,0.0,16.0,16.0,803.469827728346,True
b1_semantic_agreement_09,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,2.75,2.0,True,54.28259353637327,207.59133890656153,70.04874420166016,0.9369999766349792,0.880511999130249,740.0,0.0,16.0,16.0,802.2102407813072,True
b2_contrastive_hinge_00,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,0.75,0.25,False,48.69495438363117,210.68621447433043,51.91128158569336,0.7860000133514404,0.6770163774490356,996.0,0.0,0.0,0.0,762.0143425362185,True
b2_contrastive_hinge_01,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,0.75,1.0,False,48.715167262077614,210.6991392475145,51.785804748535156,0.7870000004768372,0.6761348843574524,996.0,0.0,0.0,0.0,747.7666816487908,True
b2_contrastive_hinge_02,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,1.25,0.25,False,45.499017401783476,208.2149885003064,63.07441329956055,0.8579999804496765,0.7782930731773376,996.0,0.0,0.0,0.0,673.9505531508476,True
b2_contrastive_hinge_03,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,1.25,1.0,False,45.51640901314647,208.23045418608365,62.9856071472168,0.8600000143051147,0.7785190343856812,996.0,0.0,0.0,0.0,671.7669088933617,True
b2_contrastive_hinge_04,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,1.75,0.25,False,47.52122505391321,207.25989723856867,67.98593139648438,0.9010000228881836,0.8313530087471008,996.0,0.0,0.0,0.0,674.4891503537074,True
b2_contrastive_hinge_05,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,1.75,1.0,False,47.52565660975739,207.35703405038873,68.09065246582031,0.9020000100135803,0.8312345147132874,996.0,0.0,0.0,0.0,673.9218305354007,True
b2_contrastive_hinge_06,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,2.25,0.25,False,51.02999738980213,207.31086517845551,70.42404174804688,0.921999990940094,0.8670642375946045,996.0,0.0,0.0,0.0,675.6832049055956,True
b2_contrastive_hinge_07,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,2.25,1.0,False,50.95612328767794,207.29072932955683,70.41686248779297,0.9229999780654907,0.866904616355896,996.0,0.0,0.0,0.0,676.7919400273822,True
b2_contrastive_hinge_08,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,2.75,0.25,False,53.97577883068544,207.7125022510752,70.2369155883789,0.9380000233650208,0.8833696842193604,996.0,0.0,0.0,0.0,676.6523109758273,True
b2_contrastive_hinge_09,B2,b2_contrastive_hinge,contrastive_hinge,candidate,heun64,2.75,1.0,False,54.04185860648977,207.72866900518943,70.11661529541016,0.9409999847412109,0.8834404945373535,996.0,0.0,0.0,0.0,673.5356446737424,True
b3_robust_future_00,B3,b3_robust_future,robust_future,candidate,heun64,0.75,0.005,False,48.67954390062101,210.64291555513273,52.06916046142578,0.7889999747276306,0.6775882840156555,1252.0,0.0,0.0,0.0,843.7212765761651,True
b3_robust_future_01,B3,b3_robust_future,robust_future,candidate,heun64,0.75,0.02,False,48.69427898049395,210.6329994696597,51.75871276855469,0.7879999876022339,0.6774272918701172,1252.0,0.0,0.0,0.0,838.3181590074673,True
b3_robust_future_02,B3,b3_robust_future,robust_future,candidate,heun64,1.25,0.005,False,45.50607414353021,208.16219964454797,63.1347770690918,0.859000027179718,0.7791930437088013,1252.0,0.0,0.0,0.0,839.603803541977,True
b3_robust_future_03,B3,b3_robust_future,robust_future,candidate,heun64,1.25,0.02,False,45.4921275947022,208.0590105508752,63.1912841796875,0.8600000143051147,0.7775259613990784,1252.0,0.0,0.0,0.0,840.1452102120966,True
b3_robust_future_04,B3,b3_robust_future,robust_future,candidate,heun64,1.75,0.005,False,47.532186985031274,207.28277513191767,68.10163116455078,0.9010000228881836,0.8318714499473572,1252.0,0.0,0.0,0.0,841.5444247322157,True
b3_robust_future_05,B3,b3_robust_future,robust_future,candidate,heun64,1.75,0.02,False,47.5218118576862,207.26207749242542,67.97676086425781,0.9020000100135803,0.8314884305000305,1252.0,0.0,0.0,0.0,839.173473907169,True
b3_robust_future_06,B3,b3_robust_future,robust_future,candidate,heun64,2.25,0.005,False,51.084229713493016,207.23802214003183,70.32564544677734,0.921999990940094,0.8670604228973389,1252.0,0.0,0.0,0.0,840.8420211733319,True
b3_robust_future_07,B3,b3_robust_future,robust_future,candidate,heun64,2.25,0.02,False,51.08249628978655,207.24363791385997,70.25402069091797,0.9240000247955322,0.8672789335250854,1252.0,0.0,0.0,0.0,845.3738793027587,True
b3_robust_future_08,B3,b3_robust_future,robust_future,candidate,heun64,2.75,0.005,False,53.90025897596797,207.6118237070075,70.33631896972656,0.9390000104904175,0.8832763433456421,1252.0,0.0,0.0,0.0,840.1314723067917,True
b3_robust_future_09,B3,b3_robust_future,robust_future,candidate,heun64,2.75,0.02,False,53.93705578330628,207.5848280563016,70.42964935302734,0.9359999895095825,0.8829609155654907,1252.0,0.0,0.0,0.0,837.5923399887979,True
