ambient_dim,heun_steps,condition,swd_2d,swd_fullD,mmd_2d,intrinsic_nll,intrinsic_swd,ambient_swd,intrinsic_mmd,off_subspace_rms,ridge_distance_mean,ridge_distance_median,ridge_distance_q90,reference_ridge_distance_mean,ridge_distance_excess,signed_ridge_mean,signed_ridge_std,signed_ridge_q10,signed_ridge_q50,signed_ridge_q90,reference_signed_ridge_mean,reference_signed_ridge_std,ridge_width_ratio,ridge_signed_bias_in_ref_std,conditional_ridge_w1,conditional_ridge_w1_worst_bin,conditional_ridge_valid_bins,arc_coverage_w1,arc_hist_tv,arc_hist_js,arc_empty_bin_fraction,ambient_surface_rms,ambient_surface_rms_q50,ambient_surface_rms_q90,ambient_surface_rms_q99,intrinsic_radius_mean,intrinsic_radius_std,intrinsic_radius_q10,intrinsic_radius_q90,reference_intrinsic_radius_mean,intrinsic_radius_mean_ratio
512,50,Reference_resample,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,0.04604120925068855,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,1.4064787023926328e-07,0.01914476603269577,0.01591239683330059,0.04006972163915634,0.019286004826426506,-0.00014123879373073578,-0.0006363979773595929,0.024103665724396706,-0.03167806938290596,-0.00035638900590129197,0.03086152672767639,-0.0006283149123191833,0.02406902238726616,1.0014393329555784,0.00033582854666747153,0.00288045597919567,0.004190215989176266,16.0,0.0026283784783855953,0.0355224609375,0.001055256255760411,0.0,1.4064787023926328e-07,1.0710893150189804e-07,2.7744442832045024e-07,5.08472851379338e-07,0.9187290668487549,0.39590561389923096,0.3709939420223236,1.4699078798294067,0.9177415370941162,1.0010760434334982
512,50,Bayes_exact,0.01837001434881029,0.02538622008393311,-3.147125244140625e-05,0.03010912425816059,0.01837001434881029,0.02538622008393311,-3.147125244140625e-05,0.0099722221493721,0.01913313940167427,0.01601473242044449,0.03908880054950714,0.019286004826426506,-0.0001528654247522354,0.00010881713387789205,0.0239214189350605,-0.029705632477998734,1.4932586054783314e-05,0.03104725480079651,-0.0006283149123191833,0.02406902238726616,0.9938674928366119,0.030625756829977036,0.0023054702525913905,0.003939162789639631,16.0,0.005950523486499984,0.03857421875,0.0012162697850741817,0.0,0.0099722221493721,0.009971775114536285,0.0103684663772583,0.010711735114455223,0.909372091293335,0.3962112069129944,0.3656618595123291,1.4646403789520264,0.9177415370941162,0.9908803890174985
512,100,Reference_resample,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,0.04604120925068855,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,1.4064787023926328e-07,0.01914476603269577,0.01591239683330059,0.04006972163915634,0.019286004826426506,-0.00014123879373073578,-0.0006363979773595929,0.024103665724396706,-0.03167806938290596,-0.00035638900590129197,0.03086152672767639,-0.0006283149123191833,0.02406902238726616,1.0014393329555784,0.00033582854666747153,0.00288045597919567,0.004190215989176266,16.0,0.0026283784783855953,0.0355224609375,0.001055256255760411,0.0,1.4064787023926328e-07,1.0710893150189804e-07,2.7744442832045024e-07,5.08472851379338e-07,0.9187290668487549,0.39590561389923096,0.3709939420223236,1.4699078798294067,0.9177415370941162,1.0010760434334982
512,100,Bayes_exact,0.01605849948482671,0.025989895058419425,-0.00010120868682861328,0.03281337395310402,0.01605849948482671,0.025989895058419425,-0.00010120868682861328,0.004986054264008999,0.019083719700574875,0.016067542135715485,0.03882310539484024,0.019286004826426506,-0.00020228512585163116,-0.00016596214845776558,0.023816194385290146,-0.03010443225502968,-0.00018807360902428627,0.03053283505141735,-0.0006283149123191833,0.02406902238726616,0.9894957095511376,0.019209453836083412,0.0022658640812018615,0.004402077648691705,16.0,0.002592287418846006,0.0404052734375,0.001339890582432437,0.0,0.004986054264008999,0.004985835403203964,0.0051841726526618,0.005355804692953825,0.9154675006866455,0.3966744840145111,0.36948996782302856,1.4696285724639893,0.9177415370941162,0.9975221385155225
512,200,Reference_resample,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,0.04604120925068855,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,1.4064787023926328e-07,0.01914476603269577,0.01591239683330059,0.04006972163915634,0.019286004826426506,-0.00014123879373073578,-0.0006363979773595929,0.024103665724396706,-0.03167806938290596,-0.00035638900590129197,0.03086152672767639,-0.0006283149123191833,0.02406902238726616,1.0014393329555784,0.00033582854666747153,0.00288045597919567,0.004190215989176266,16.0,0.0026283784783855953,0.0355224609375,0.001055256255760411,0.0,1.4064787023926328e-07,1.0710893150189804e-07,2.7744442832045024e-07,5.08472851379338e-07,0.9187290668487549,0.39590561389923096,0.3709939420223236,1.4699078798294067,0.9177415370941162,1.0010760434334982
512,200,Bayes_exact,0.0157971863708935,0.026793011910267957,-0.0001119375228881836,0.03385215252637863,0.0157971863708935,0.026793011910267957,-0.0001119375228881836,0.002493017353117466,0.0190696083009243,0.016122404485940933,0.03886527940630913,0.019286004826426506,-0.0002163965255022049,-9.065597259905189e-05,0.023799719288945198,-0.02995903231203556,-0.0002638429868966341,0.030648106709122658,-0.0006283149123191833,0.02406902238726616,0.9888112157615742,0.02233821153640747,0.0022781548083369617,0.004415851165975382,16.0,0.0019498549059868953,0.0408935546875,0.0014024507396747864,0.0,0.0024930171202868223,0.002492903731763363,0.002592078410089016,0.0026778862811625004,0.9173765182495117,0.3969007432460785,0.36975958943367004,1.4706006050109863,0.9177415370941162,0.9996022640036973
512,400,Reference_resample,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,0.04604120925068855,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,1.4064787023926328e-07,0.01914476603269577,0.01591239683330059,0.04006972163915634,0.019286004826426506,-0.00014123879373073578,-0.0006363979773595929,0.024103665724396706,-0.03167806938290596,-0.00035638900590129197,0.03086152672767639,-0.0006283149123191833,0.02406902238726616,1.0014393329555784,0.00033582854666747153,0.00288045597919567,0.004190215989176266,16.0,0.0026283784783855953,0.0355224609375,0.001055256255760411,0.0,1.4064787023926328e-07,1.0710893150189804e-07,2.7744442832045024e-07,5.08472851379338e-07,0.9187290668487549,0.39590561389923096,0.3709939420223236,1.4699078798294067,0.9177415370941162,1.0010760434334982
512,400,Bayes_exact,0.015568503582937718,0.02677142531234296,-0.00012576580047607422,0.03496895730495453,0.015568503582937718,0.02677142531234296,-0.00012576580047607422,0.001246507279574871,0.019068602472543716,0.01609860733151436,0.03885237127542496,0.019286004826426506,-0.0002174023538827896,1.5901459846645594e-05,0.023806249722838402,-0.02981036715209484,-0.0002864847192540765,0.030809639021754265,-0.0006283149123191833,0.02406902238726616,0.989082536872508,0.0267653726041317,0.0023280609934378167,0.004938054457393807,16.0,0.0018894330413448943,0.041015625,0.0014124232109266784,0.0,0.0012465071631595492,0.0012464514002203941,0.0012960369931533933,0.001338943256996572,0.9180982112884521,0.39701536297798157,0.3701136112213135,1.470678687095642,0.9177415370941162,1.0003886434033107
512,800,Reference_resample,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,0.04604120925068855,0.02259325034803832,0.04156033487984223,-0.00020968914031982422,1.4064787023926328e-07,0.01914476603269577,0.01591239683330059,0.04006972163915634,0.019286004826426506,-0.00014123879373073578,-0.0006363979773595929,0.024103665724396706,-0.03167806938290596,-0.00035638900590129197,0.03086152672767639,-0.0006283149123191833,0.02406902238726616,1.0014393329555784,0.00033582854666747153,0.00288045597919567,0.004190215989176266,16.0,0.0026283784783855953,0.0355224609375,0.001055256255760411,0.0,1.4064787023926328e-07,1.0710893150189804e-07,2.7744442832045024e-07,5.08472851379338e-07,0.9187290668487549,0.39590561389923096,0.3709939420223236,1.4699078798294067,0.9177415370941162,1.0010760434334982
512,800,Bayes_exact,0.01562927633553031,0.026864990531740934,-0.0001245737075805664,0.03379879519343376,0.01562927633553031,0.026864990531740934,-0.0001245737075805664,0.000623260042630136,0.019058335572481155,0.016101792454719543,0.0388193354010582,0.019286004826426506,-0.00022766925394535065,3.433055826462805e-05,0.02377171255648136,-0.02981925755739212,-0.0002932523493655026,0.03082335740327835,-0.0006283149123191833,0.02406902238726616,0.9876476150131428,0.027531050145626068,0.002321483276828497,0.00492434362574205,16.0,0.0018961249895333354,0.041259765625,0.001424071856762339,0.0,0.0006232599844224751,0.0006232312298379838,0.0006480226875282824,0.0006694768089801073,0.9182420969009399,0.39693331718444824,0.37017470598220825,1.4706971645355225,0.9177415370941162,1.0005454256853281
