frequency_cycles_per_pixel,strong_mean_psd,weak_mean_psd,difference_mean_psd,weak_over_strong_db,strong_energy_fraction,weak_energy_fraction,difference_energy_fraction
0.34765625,0.008231192199561577,0.0062530462015824954,0.01176668576927797,-1.1937110510426654,0.0009349603720260326,0.0006376233200343483,0.005288565084815089
0.35546875,0.007701391890378006,0.006001796581699667,0.011209616309252414,-1.0828795147480186,0.0008846495193082519,0.0006116977204569162,0.0050535024531842615
0.36328125,0.007191802777134977,0.005795157993497366,0.010740861209792238,-0.9377248846730436,0.0008528179056344116,0.0006117226731954711,0.004990721819077145
0.37109375,0.006664695429149132,0.005520620803795117,0.01015777998972826,-0.817923896435716,0.0008088114774118721,0.0005961243660220404,0.004837340376203111
0.37890625,0.006265286518705729,0.005367816662202212,0.009783004177826914,-0.6714326248218904,0.0007857651525338968,0.0006010162160130965,0.0048200294275914215
0.38671875,0.005875034276473233,0.005225753157956185,0.00938624672546924,-0.5086151306047054,0.000749792464282487,0.000596779401288308,0.004687206518904199
0.39453125,0.0055112713653616315,0.005007135594569786,0.009002326698474467,-0.4166244308378891,0.0007212234222678723,0.000581370284179902,0.004565612218519847
0.40234375,0.005166356754369422,0.0048889996434802975,0.008679490726849669,-0.23964386778573105,0.000674673903697206,0.0005664570658375862,0.004367442686577115
0.41015625,0.004819158768791832,0.004715156338262127,0.008277278954112281,-0.09475137499623186,0.0006631268612508789,0.0005677866672157127,0.004332932117590106
0.41796875,0.0045032376592100245,0.004521000174382717,0.007880100997066089,0.01709656245479972,0.000648212562226328,0.000566181643859038,0.004281109232051177
0.42578125,0.004222870623734346,0.004364824249177863,0.007514226374366683,0.14358985279198844,0.0005988082243425723,0.0005389644645411324,0.004024055758789378
0.43359375,0.003969155672805739,0.0041839386330768365,0.007193802503461762,0.22887173448540132,0.0005856817792858773,0.0005414973018559245,0.0040260995253189645
0.44140625,0.003718602186836304,0.0040223105737744345,0.006827636033284881,0.3409588028015215,0.0005546655134831423,0.0005211001658486535,0.0038357767126338143
0.44921875,0.003478091853738712,0.003880898355648689,0.006537604945678463,0.4759122110863313,0.0005323576121744439,0.0005218160658166379,0.0038115973820576883
0.45703125,0.0033006983975303193,0.0037627983937935563,0.006285946893263564,0.5690510763468882,0.0005090789469581127,0.0005035291316687979,0.003634723173693595
0.46484375,0.0030905048540257455,0.003622472908049531,0.006006692951458251,0.6897571608742904,0.0004860541121294465,0.0005028177997485644,0.003610430891847287
0.47265625,0.0029605217267939872,0.0035054025899960693,0.005832973778227603,0.7336965056076459,0.00045928476139462716,0.00047943712891852357,0.0034600151886047875
0.48046875,0.002799716252481316,0.0033943953563551283,0.005622904876230368,0.836484062254213,0.00046210690379134113,0.0004991175981499915,0.003580743386424836
0.48828125,0.0026996327142258113,0.003289791753782538,0.005438450735638327,0.8586372536849024,0.00043803614531329557,0.00047222570018103614,0.0033856565192019765
0.49609375,0.002609429251704771,0.0032089808983162657,0.0052913166806402324,0.8982160541696688,0.0004251156769799788,0.0004666036905325928,0.0033284373151868858
