name,display_name,group,hypothesis_id,kind,provider,amplitude,interval,band,order,gamma,rms_matched,reverse,depth,depths,num_samples,integrator,fid,sfid,inception_score,noise_sha256,label_sha256,total_nfe,elapsed_seconds,fid_improvement_vs_matched_baseline,fid_gain_vs_adaptive_baseline,matched_baseline_name,matched_baseline_fid,fid_gain_vs_integrator_baseline
screen_depth_schedule_native_fine_to_coarse,Depth 10->8->4,screen,idea1_time_varying_depth,depth_schedule,,,,,fine_to_coarse,0.4,False,,,"[4, 8, 10]",1000,dopri5,76.8734161309975,218.80613685233985,29.056591033935547,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,9148,70.608092133014,8.095288262838437,8.095288262838437,screen_baseline_adaptive,84.96870439383594,8.095288262838437
screen_depth_schedule_rms_fine_to_coarse,Depth 10->8->4 (RMS),screen,idea1_time_varying_depth,depth_schedule,,,,,fine_to_coarse,0.4,True,,,"[4, 8, 10]",1000,dopri5,77.1170064440679,217.18540912693584,28.69150924682617,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,8962,74.75921709602699,7.851697949768038,7.851697949768038,screen_baseline_adaptive,84.96870439383594,7.851697949768038
screen_spectral_anti_router_rms,Anti-router (RMS),screen,idea2_spectral_routing,spectral_router,,,,,,0.4,True,True,,[],1000,dopri5,77.19690996226785,211.10409603353605,30.4848575592041,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12190,133.85461834800662,7.771794431568082,7.7717944315680825,screen_baseline_adaptive,84.96870439383594,7.7717944315680825
screen_spectral_anti_router_native,Anti-router,screen,idea2_spectral_routing,spectral_router,,,,,,0.4,False,True,,[],1000,dopri5,79.06952843641398,217.4329043468914,29.817432403564453,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,11620,117.81128829199588,5.89917595742196,5.89917595742196,screen_baseline_adaptive,84.96870439383594,5.89917595742196
screen_static_depth10,screen_static_depth10,screen,idea1_time_varying_depth,static_depth,,,,,,0.4,False,,10.0,[],1000,dopri5,79.54117419359477,215.57965223542575,28.935800552368164,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,8044,57.60842549102381,5.427530200241165,5.427530200241165,screen_baseline_adaptive,84.96870439383594,5.427530200241165
screen_static_depth12,screen_static_depth12,screen,idea1_time_varying_depth,static_depth,,,,,,0.4,False,,12.0,[],1000,dopri5,83.97475665281411,220.34789325829115,29.446504592895508,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6688,49.3773507209844,0.9939477410218274,0.9939477410218274,screen_baseline_adaptive,84.96870439383594,0.9939477410218274
screen_full_depth12_x,Full depth-12 x gap,screen,successful_failed_control,full_gap,depth12_x,,,,,0.08,,,,[],1000,dopri5,84.78562010664882,222.628192937275,28.841480255126957,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,7132,55.057663387968205,0.1830842871871141,0.18308428718711411,screen_baseline_adaptive,84.96870439383594,0.18308428718711411
screen_spectral_delay_native_gamma0p8,"Spectral delay, gamma=0.8",screen,idea3_spectral_delay,spectral_delay,,,,,,0.8,False,,,[],1000,fixed_euler,84.8824773881733,218.5487956617137,29.256637573242188,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,85.22368493501563,0.9396742563578186,0.08622700566263575,screen_euler_baseline,85.82215164453112,0.9396742563578186
screen_baseline_adaptive,Baseline (Dopri5),screen,baseline,baseline,,,,,,0.0,,,,[],1000,dopri5,84.96870439383594,222.24807118471665,29.523860931396484,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6676,48.44030852103606,0.0,0.0,screen_baseline_adaptive,84.96870439383594,0.0
screen_spectral_delay_native_gamma0p4,screen_spectral_delay_native_gamma0p4,screen,idea3_spectral_delay,spectral_delay,,,,,,0.4,False,,,[],1000,fixed_euler,85.46156549884762,220.88598305185064,29.841236114501957,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,86.63170358201023,0.3605861456834986,-0.49286110501168423,screen_euler_baseline,85.82215164453112,0.36058614568349867
screen_spectral_delay_native_gamma0p2,screen_spectral_delay_native_gamma0p2,screen,idea3_spectral_delay,spectral_delay,,,,,,0.2,False,,,[],1000,fixed_euler,85.62396763147456,222.081317044084,29.75240707397461,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,90.02346022101119,0.1981840130565615,-0.6552632376386214,screen_euler_baseline,85.82215164453112,0.19818401305656153
screen_spectral_delay_native_gamma0p1,screen_spectral_delay_native_gamma0p1,screen,idea3_spectral_delay,spectral_delay,,,,,,0.1,False,,,[],1000,fixed_euler,85.62699373378246,222.54435041762724,29.192346572875977,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,88.64984687900869,0.1951579107486623,-0.6582893399465206,screen_euler_baseline,85.82215164453112,0.1951579107486623
screen_spectral_delay_rms_gamma0p1,screen_spectral_delay_rms_gamma0p1,screen,idea3_spectral_delay,spectral_delay,,,,,,0.1,True,,,[],1000,fixed_euler,85.81611930232953,222.73037305944692,29.101951599121094,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,92.94386394403408,0.0060323422015926,-0.8474149084935902,screen_euler_baseline,85.82215164453112,0.006032342201592655
screen_euler_baseline,Euler baseline,screen,idea3_spectral_delay,euler_baseline,,,,,,0.0,,,,[],1000,fixed_euler,85.82215164453112,223.1606200461108,28.833459854125977,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,73.89725094405003,0.0,-0.8534472506951829,screen_euler_baseline,85.82215164453112,0.0
screen_spectral_delay_rms_gamma0p2,screen_spectral_delay_rms_gamma0p2,screen,idea3_spectral_delay,spectral_delay,,,,,,0.2,True,,,[],1000,fixed_euler,85.95263470580255,222.55378091013768,29.751895904541016,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,98.67333144199802,-0.130483061271434,-0.983930311966617,screen_euler_baseline,85.82215164453112,-0.13048306127143405
screen_spectral_delay_rms_gamma0p4,"Spectral delay, RMS, gamma=0.4",screen,idea3_spectral_delay,spectral_delay,,,,,,0.4,True,,,[],1000,fixed_euler,89.4913779264669,222.9928943886488,28.779436111450195,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,89.89069845498307,-3.669226281935778,-4.522673532630961,screen_euler_baseline,85.82215164453112,-3.669226281935778
screen_spectral_delay_rms_gamma0p8,screen_spectral_delay_rms_gamma0p8,screen,idea3_spectral_delay,spectral_delay,,,,,,0.8,True,,,[],1000,fixed_euler,105.61213519402077,224.82139081920445,23.950897216796875,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,94.71389700897272,-19.789983549489648,-20.64343080018483,screen_euler_baseline,85.82215164453112,-19.789983549489648
screen_raw_compute_rms_fine_to_coarse,Raw-depth proxy (best RMS),screen,idea4_unresolved_computation,raw_compute_schedule,,,,,fine_to_coarse,0.4,True,,,"[4, 8, 10]",1000,dopri5,112.59265115960318,251.5273732051576,19.06872940063477,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6166,55.98121832904872,-27.623946765767244,-27.623946765767244,screen_baseline_adaptive,84.96870439383594,-27.623946765767244
screen_raw_compute_rms_coarse_to_fine,screen_raw_compute_rms_coarse_to_fine,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,True,,,"[4, 8, 10]",1000,dopri5,113.1726802038088,253.8649488469912,18.652978897094727,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6862,63.53040108300047,-28.20397580997286,-28.20397580997286,screen_baseline_adaptive,84.96870439383594,-28.20397580997286
screen_raw_compute_rms_static_h8,screen_raw_compute_rms_static_h8,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,True,,,"[8, 8, 8]",1000,dopri5,115.27252364368384,255.4200525565833,18.370744705200195,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6064,54.79886571399402,-30.30381924984789,-30.303819249847905,screen_baseline_adaptive,84.96870439383594,-30.303819249847905
screen_raw_compute_native_fine_to_coarse,screen_raw_compute_native_fine_to_coarse,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,fine_to_coarse,0.4,False,,,"[4, 8, 10]",1000,dopri5,373.89498191950366,351.6973703651413,2.233243465423584,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,16660,116.20135849597864,-288.92627752566773,-288.92627752566773,screen_baseline_adaptive,84.96870439383594,-288.92627752566773
screen_raw_compute_native_static_h8,screen_raw_compute_native_static_h8,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,False,,,"[8, 8, 8]",1000,dopri5,402.0656804227424,354.7863796191794,1.7488675117492676,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6748,52.56012800196186,-317.09697602890645,-317.09697602890645,screen_baseline_adaptive,84.96870439383594,-317.09697602890645
screen_raw_compute_native_coarse_to_fine,screen_raw_compute_native_coarse_to_fine,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,False,,,"[4, 8, 10]",1000,dopri5,407.2514055031652,388.8329580095809,1.5425833463668823,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,11392,83.5794584589894,-322.28270110932925,-322.28270110932925,screen_baseline_adaptive,84.96870439383594,-322.28270110932925
