direction,time_bin,time_low,time_high,samples,A_mean,A_se,B_mean,B_se,AB_mean,B2_mean,gamma_hat_mean,gamma_hat_sample_ls,predicted_reduction_gamma1_mean_residual,predicted_reduction_gamma1_sample_ls,B_positive_fraction,direction_rms,euclidean_B_mean,euclidean_cosine_mean,critic_seed
v_unique_to_x,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00015177542842091828,2.1596456785754608e-05,1.4457936371573068e-06,9.619129623643723e-07,-0.7594625080702432,1.5030399773421919,-5.802540420191622e-08,1.9296743119502185e-06,0.4116186693147964,5.059005670950059,-3.9592127981924015,-0.013252986376756003,seed1
v_unique_to_x,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-1.5953579251207057e-05,5.2822017951522264e-05,6.843361119126573e-07,2.770888938098566e-06,63.97460297839567,0.2469734901689207,3.2310691815621175e-08,-1.40221671427322e-06,0.5030181086519114,2.017879988927751,-0.9482328000870089,-0.004193223433115634,seed1
v_unique_to_x,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,4.1046068070179044e-05,2.760229561164801e-05,1.8230549510060266e-08,8.298556476406787e-07,8.775057582355752,0.021968338182538898,2.7883298128728872e-08,-7.933945486205719e-07,0.5211397058823529,3.8285341270731124,-2.8655378977932475,-0.01445768190249705,seed1
v_unique_to_x,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-4.896142215822501e-05,2.885335021391875e-05,-1.012978274217541e-07,8.482332925238746e-07,-8.807738199799026,-0.11942213105117298,-4.462540833941062e-08,-1.0508289473673711e-06,0.47885939036381514,5.152262657140502,-3.507104031309383,-0.011970472806190461,seed1
v_unique_to_x,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0002566519022114489,3.18758080139657e-05,3.02392003583023e-06,1.077873066905783e-06,0.8067048775814744,2.805450965122363,4.04054225851542e-08,4.969967004754658e-06,0.3430290872617854,4.962072502372843,-4.420390948563545,-0.014561227401094176,seed1
random_orthogonal_matched_v500,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,1.757193144480418e-05,1.1301560102617143e-05,8.208135573572858e-08,5.233437155585121e-07,-5.425152066227616,0.1568402434108364,-3.6590512880277184e-09,-3.591810040870589e-07,0.513671875,4.4044996113363615,-0.027546716140932404,-0.00010454153051991442,seed1
random_orthogonal_matched_v500,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,1.0910381525813779e-05,1.0483209340509486e-05,2.1746583353494072e-07,2.2881610450316177e-07,-27.409694292110082,0.9503956638329003,-6.6445404649182164e-09,2.0611556256655995e-07,0.5100864553314121,3.350184694884855,-0.004148168154740769,-7.493092680091126e-05,seed1
random_orthogonal_matched_v500,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,2.445839963315473e-05,2.027159654091978e-05,-5.787419678560191e-08,8.278156550904087e-07,4.712808248326043,-0.06991193803804213,5.040315955286708e-09,-9.43564048661613e-07,0.5173783515392254,5.2774561795594765,-0.051735284615237756,-0.000135151896430026,seed1
random_orthogonal_matched_v500,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,1.2648890664591008e-06,1.118984768161886e-05,4.638947659475148e-07,1.2433780224421668e-07,-806.8880708546653,3.7309229982717658,-2.5835519651655927e-09,8.034517296508226e-07,0.5181086519114688,2.2468839423057725,0.03917330795790348,0.00015008790545108382,seed1
random_orthogonal_matched_v500,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,1.972253180577568e-05,1.7261419042874635e-05,-7.672363908164643e-09,3.2426778873605834e-07,18.262442894863877,-0.023660579849975955,1.3818408290666763e-08,-3.396125165524232e-07,0.5027573529411765,4.106758343093047,-0.04372679614735877,-0.0002805087937664287,seed1
random_orthogonal_matched_v500,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,2.2915851291829506e-05,2.6661726046563526e-05,1.6925559505098623e-07,7.227463341949456e-07,18.81838831853654,0.23418395506566914,1.9239299144638503e-08,-3.8423514409296024e-07,0.5270403146509341,5.3980750225073475,0.02922016812988439,0.00014834304453965912,seed1
random_orthogonal_matched_v500,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,2.6031891772701123e-05,3.062788427763913e-05,-2.895602532528137e-07,9.349926855324205e-07,-7.953411268083812,-0.30969253314310907,-1.1457067034281653e-08,-1.5141131920380445e-06,0.5075225677031093,5.151508770118032,-0.13431471835825604,-0.0004243337970982,seed1
v180_high_noise_only,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-2.294008807979253e-05,2.968542564193876e-05,-1.683767393328412e-06,3.6091405568900657e-06,4.155624854351108,-0.46652862829462244,3.8475279127607664e-09,-6.976675343546828e-06,0.2451171875,3.9523222122231534,-4.286360104877531,-0.01446441463388934,seed1
v180_high_noise_only,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.513093216850634e-05,5.840407769816222e-05,-3.312541423185964e-06,7.100403324217919e-06,6.6262806430913255,-0.46652862829462255,2.4956029550735887e-08,-1.3725486170590028e-05,0.48222862632084534,5.543600873420876,-8.432723818241291,-0.028456408424789022,seed1
v180_high_noise_only,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_high_noise_only,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-3.3475067004905985e-05,0.00010910564457245285,-6.822384053068151e-06,1.1821833965938392e-05,30.489077095223244,-0.5771003105546157,6.721032667928289e-08,-2.54666020720743e-05,0.4879275653923541,3.5134504752730393,-4.939360301304511,-0.023877134091151636,seed1
v180_high_noise_only,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-5.5779764863927994e-05,5.0606069404228935e-05,-1.0593887345903903e-07,2.786890403381382e-06,-6.457209199855186,-0.03801329012813047,-4.329307329077777e-08,-2.9987681502995132e-06,0.47702205882352944,6.894206922063025,-11.62427100191331,-0.03264004692445406,seed1
v180_high_noise_only,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_high_noise_only,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_low_noise_only,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-7.85672609007193e-05,1.9777143560273072e-05,-5.870210869380948e-07,1.6078723078034594e-06,1.2133603627324194,-0.36509185716372833,8.806882360829242e-09,-2.7819144816796032e-06,0.220947265625,6.780134870251803,-9.248003142987727,-0.0159898015125083,seed1
v180_low_noise_only,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_low_noise_only,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00015978723964714313,4.014690051257734e-05,-1.1938621509922727e-06,3.2700322605575816e-06,-0.7213826822875913,-0.36509185716372844,-6.236859235101331e-08,-5.657756562542151e-06,0.4493545183714002,9.669156149238823,-18.80825266816173,-0.03251947715751441,seed1
v180_low_noise_only,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_low_noise_only,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed1
v180_low_noise_only,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-8.714992590541627e-06,5.400413615051716e-05,-2.585485463311691e-07,2.9631858200012647e-06,-49.48247331013323,-0.08725357167477898,-7.592447242715398e-09,-3.4802829126635794e-06,0.5014749262536873,9.936142716975663,-18.91528119280158,-0.033114832363441704,seed1
v180_low_noise_only,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.00031389002325452904,5.914812891400192e-05,-2.1479383154259144e-06,3.5830340961100133e-06,0.6596015356201737,-0.5994747071365754,3.145010398616823e-08,-7.878910726961843e-06,0.39618856569709127,9.388995002098834,-18.69907713199451,-0.03191217901866981,seed1
v180,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00010038761348329928,4.282343093849537e-05,-4.332502808903696e-06,7.519678014864886e-06,-0.9857516216877268,-0.5761553620167262,-2.994583782947906e-08,-1.6184683632672206e-05,0.471923828125,7.847998453620958,-13.534363247865258,-0.030454216146397647,seed2
v180,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,0.00011345883512316029,6.413770282397678e-05,-3.8076342043938938e-06,8.57336799314751e-06,-0.08800649223406275,-0.44412350052362687,-1.513870609443936e-08,-1.6188636401935587e-05,0.5196926032660903,5.543600873420876,-8.432723818241291,-0.028456408424789022,seed2
v180,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.000321454299679252,5.606343873857059e-05,-4.8750928955915825e-06,6.430411612290696e-06,-0.6581897094151966,-0.7581307682191957,-2.393581259032124e-07,-1.618059740347399e-05,0.4225422045680238,9.669156149238823,-18.80825266816173,-0.03251947715751441,seed2
v180,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.00015918385470212813,0.0001224054541475732,-6.758768453565494e-06,1.4903553038235954e-05,1.3961825050808567,-0.4535004798000497,4.541763245415415e-08,-2.8421089945367822e-05,0.5251509054325956,3.5134504752730393,-4.939360301304511,-0.023877134091151636,seed2
v180,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,7.168432275046358e-05,5.0616745246888484e-05,-1.1114692745441058e-06,2.7900923177633937e-06,-3.099081175177519,-0.3983629027139456,-3.6988780299104483e-08,-5.01303086685161e-06,0.5147058823529411,6.894206922063025,-11.62427100191331,-0.03264004692445406,seed2
v180,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0001953909166854135,6.147465924283692e-05,-1.496730621455599e-06,3.8777774790104444e-06,-0.6706485810659565,-0.3859764077637441,-8.938513070660703e-08,-6.871238721921648e-06,0.44346116027531957,9.936142716975663,-18.91528119280158,-0.033114832363441704,seed2
v180,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.00045004653689563495,9.416569904842543e-05,-8.321225726881748e-06,9.03425204714126e-06,-0.6526720936650268,-0.9210752238769851,-4.669287581326433e-07,-2.567670350090486e-05,0.4012036108324975,9.388995002098834,-18.69907713199451,-0.03191217901866981,seed2
v240,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00012781275469508913,3.927620310348832e-05,4.926801224085778e-06,6.333365533540131e-06,-0.7742361317897888,0.7779120276564658,-4.163209841466585e-08,3.520236914631488e-06,0.47802734375,7.078485099081674,-13.187096007060973,-0.03214640908057684,seed2
v240,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,0.00010917511132188499,5.479823935935833e-05,-1.6036642875966328e-06,6.260843888690921e-06,-0.09145961905834685,-0.25614187417983086,-1.409945681729086e-08,-9.46817246388486e-06,0.5292987512007685,5.002349347244012,-7.95457434988832,-0.028917695993653198,seed2
v240,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0003728021971217724,5.580710825091117e-05,1.167775911650026e-05,6.408335774143931e-06,-0.5675339730549991,1.8222764112356855,-2.9673489916258657e-07,1.694718245885652e-05,0.42502482621648463,8.719704415400775,-18.596286717206684,-0.03548413532038569,seed2
v240,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.0002261854739388388,0.00010292863770671415,-1.662665033152328e-06,1.0571304197559836e-05,0.9825994090431348,-0.15728097518337608,4.937944472637735e-08,-1.389663426386474e-05,0.5462776659959758,3.164073116562262,-4.3417916408172195,-0.022895099120818642,seed2
v240,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,2.274099886910656e-06,4.622640874896761e-05,-1.5497610329253442e-06,2.3227946726838412e-06,-97.68943592583679,-0.6671967398369715,-1.015579285205915e-09,-5.422316738534533e-06,0.5137867647058824,6.2240368353506605,-11.255223258727176,-0.03441995821019506,seed2
v240,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0001895126635892108,5.4856634187970705e-05,-1.5741929110836116e-06,3.0933133691244387e-06,-0.6914505793253454,-0.5089018548189271,-8.558201344942523e-08,-6.241699191291694e-06,0.4464110127826942,8.925859008141243,-18.474385836307277,-0.03590445257545545,seed2
v240,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0005597685517883874,9.754268602990222e-05,2.5195547694286423e-05,9.789858127107644e-06,-0.5247397599310122,2.573637673514509,-6.421856170418508e-07,4.060123726146511e-05,0.40320962888665995,8.504267043801184,-18.720632951785113,-0.03505538642529448,seed2
v270,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.0001868421023991651,3.8799302174528074e-05,4.428756957791678e-06,6.199465023827173e-06,-0.5296303751555579,0.7143772794539669,-7.188873354624664e-08,2.6580488917563126e-06,0.460205078125,6.740280359463033,-12.79533518935932,-0.03296414447824442,seed2
v270,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,2.6707120880864638e-05,5.4865881200456934e-05,-3.652360782454447e-06,6.265074568623161e-06,-0.37387459834004183,-0.5829716378391175,-1.246617603881784e-09,-1.3569796133532314e-05,0.5072046109510087,4.771979125549452,-7.726143888957391,-0.02989898805547468,seed2
v270,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0004076015278554818,5.4437927550997795e-05,1.2782722764739255e-05,6.131640261034102e-06,-0.5190802723663218,2.084715055116989,-3.386179659718522e-07,1.943380526844439e-05,0.4116186693147964,8.297954241455628,-18.03568091301216,-0.03613279178321293,seed2
v270,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,7.116138304869672e-05,0.00010422786042056234,-6.3214742556367475e-06,1.0792466702070698e-05,3.123178661021187,-0.585730253346427,2.6567251484872115e-08,-2.343541521334421e-05,0.5201207243460765,3.041533686291012,-4.228058380125394,-0.024363808343421892,seed2
v270,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-1.3906423783496661e-05,4.4252374933266965e-05,-1.2138508630213502e-06,2.128835799646276e-06,15.975029860297552,-0.5701946872666467,5.985389413993559e-09,-4.556537525688987e-06,0.4954044117647059,5.926590930227493,-10.922005098313093,-0.034955944520346435,seed2
v270,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00019821210159177708,5.2943929349651696e-05,-1.921765736218794e-06,2.887196646678035e-06,-0.6611031313220548,-0.6656165032714167,-9.123492607330838e-08,-6.730728119115617e-06,0.43756145526057033,8.483493749408456,-17.88399008068832,-0.03656994395811759,seed2
v270,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0006211913438135437,9.535017534422833e-05,2.778218595979877e-05,9.441168000051274e-06,-0.4728540061088413,2.942664081356024,-7.50807250372133e-07,4.612320391954631e-05,0.38515546639919757,8.104317564041827,-18.190414690818926,-0.035686870256755515,seed2
v300,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00014951026839948867,3.9445061181740995e-05,7.594237659701528e-06,6.39381644778701e-06,-0.6618759624195912,1.187747211969152,-5.1943571205863375e-08,8.794658871616023e-06,0.464599609375,6.406663926674144,-12.242971227427915,-0.03338000383489387,seed2
v300,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,8.95814834195499e-05,5.0545698108798123e-05,-3.907047189554215e-06,5.324704312164912e-06,-0.11146404045786432,-0.7337585263895514,-9.813804836623987e-09,-1.3138798691273703e-05,0.5144092219020173,4.562072890038922,-7.402549257575321,-0.030451650498334495,seed2
v300,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0003966746315013945,6.039148221480165e-05,1.9483847915982788e-05,7.499025716091485e-06,-0.5333789844219181,2.598183904633658,-3.252059439059184e-07,3.146867011587408e-05,0.4131082423038729,7.871550716775797,-17.24682353191307,-0.03640722908152575,seed2
v300,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.00021142663338374564,9.520467423742988e-05,-7.045564353085059e-06,9.045183707982561e-06,1.0511907107892813,-0.7789299344873674,4.927779588738468e-08,-2.313631241415313e-05,0.5291750503018109,2.919190655444354,-3.931793890563655,-0.025097180617660135,seed2
v300,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-2.1736603955827485e-05,4.208449591390433e-05,-1.039688678019603e-06,1.925663393559449e-06,10.220342406880553,-0.5399119500827266,9.185333818564351e-09,-4.0050407495986415e-06,0.5009191176470589,5.6605169404592335,-10.573441568981199,-0.03534350992975943,seed2
v300,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00017772602251235893,5.0029183654201505e-05,-1.1383518206268877e-06,2.574552463657584e-06,-0.7373070030818742,-0.4421552237508758,-7.816449200881454e-08,-4.851256104911351e-06,0.4464110127826942,8.04309112222529,-17.154367016128383,-0.03696479624293895,seed2
v300,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0006200153891160877,0.00011039298961858292,4.0519732702474305e-05,1.2522284791041613e-05,-0.47375084657353905,3.235809868456429,-7.486568145157034e-07,6.851718061390695e-05,0.3791374122367101,7.692629082292264,-17.34113474209665,-0.035838477022190514,seed2
v400,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00015653203596488474,3.883770489555454e-05,1.0860731337061851e-05,6.20126646004768e-06,-0.6321853042959354,1.7513731117721307,-5.5482238788270496e-08,1.5520196214076007e-05,0.45751953125,5.319000997571289,-9.832972320211411,-0.03127220744411146,seed2
v400,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,1.5417103341396718e-05,4.92519859385239e-05,-2.160300007645094e-06,5.048240332482534e-06,-0.6476647312430616,-0.4279312919681738,-5.455701471080004e-10,-9.368840347773189e-06,0.49855907780979825,3.891959355715456,-6.162058252229299,-0.027670898528129213,seed2
v400,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0003342868065883594,6.0143376029361386e-05,2.432140028427132e-05,7.393222963320094e-06,-0.6329233099429178,3.2896884626551617,-2.53203078217554e-07,4.124957760522248e-05,0.41509433962264153,6.471475827566379,-13.62782986218696,-0.034995109709789224,seed2
v400,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,5.3865190069594334e-05,9.543393857609483e-05,-3.652753773420185e-06,9.046784634422057e-06,4.126035993547886,-0.4037626539181494,2.1041587368930922e-08,-1.635229218126255e-05,0.5050301810865191,2.5616197381024075,-3.0160536100447057,-0.01978640729241188,seed2
v400,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-1.9709181776092653e-05,3.58209033498378e-05,-7.967898576630726e-07,1.3951584978061663e-06,11.271677217000816,-0.5711106364731996,8.36855580501834e-09,-2.9887382131322984e-06,0.49264705882352944,4.794897472712229,-9.036257346283973,-0.03487419291076069,seed2
v400,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00011977257321991856,4.0648389736799685e-05,-4.812721805877454e-07,1.6930737229016006e-06,-1.0940621672012047,-0.28425943541486076,-4.573513975010992e-08,-2.6556180840770914e-06,0.464110127826942,6.606383193020587,-13.563896950836144,-0.03554937590939934,seed2
v400,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0005531042342069195,0.00011381391991396617,4.962161883669024e-05,1.3207718226615591e-05,-0.5310623157740673,3.757016767415209,-6.308540218352588e-07,8.603551944676478e-05,0.3650952858575727,6.330901019120593,-13.693045279282027,-0.03442972483014681,seed2
v500,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00012022693726576605,2.9932962263116727e-05,6.890826430333532e-06,3.683501747660287e-06,-0.8230871969213882,1.8707270696180602,-3.824917129030306e-08,1.0098151113006708e-05,0.4560546875,4.404499605723321,-7.74513122425742,-0.02936247895146568,seed2
v500,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,5.6986371082678765e-05,4.326812613497016e-05,7.419884837208579e-07,3.899151514830317e-06,-0.17521933582444288,0.19029485797069565,-4.385477323089309e-09,-2.4151745473888816e-06,0.5115273775216138,3.350184692979558,-5.129990408724884,-0.02592487496663745,seed2
v500,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.00030342361451574725,4.0906913134467255e-05,1.3247271616454475e-05,3.460570856275975e-06,-0.6973020621147858,3.8280596371635243,-2.2046135952562e-07,2.3033972376632875e-05,0.3987090367428004,5.2774561712825,-10.448568750542792,-0.03291614900926725,seed2
v500,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.0001519139685323695,8.44881877164974e-05,2.2103081213357177e-06,7.111363940408032e-06,1.4629972159478402,0.31081352886137,4.44478179868011e-08,-2.690747697736695e-06,0.528169014084507,2.2468839673533747,-2.497636219310449,-0.017095373802719555,seed2
v500,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-2.9739761146174715e-05,2.977345220272525e-05,-5.994726557912502e-07,9.644647951389104e-07,7.469983840804519,-0.6215599146933186,1.2329251714748888e-08,-2.163410106721409e-06,0.4963235294117647,4.106758327598729,-7.534916938392117,-0.03399153319911391,seed2
v500,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.0001174355911411427,3.307774551687342e-05,-4.106203847708132e-07,1.125434562521375e-06,-1.115834133033462,-0.3648549622031129,-4.456831860963848e-08,-1.9466753320630152e-06,0.4385447394296952,5.398075015804064,-10.493120716824292,-0.03379868302438221,seed2
v500,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0004931425912178263,7.497898494332988e-05,2.717914339704236e-05,5.842550405672591e-06,-0.5956346515456903,4.6519313501606865,-5.32893938778398e-07,4.8515736388412005e-05,0.35807422266800404,5.151508760154289,-10.403123063774203,-0.03201591120247497,seed2
v600,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.00015591366901146486,2.486960212062021e-05,-4.928700887949278e-07,2.5570547361520485e-06,-0.6346926053112527,-0.1927491350993202,-5.5166648899723876e-08,-3.54279491374186e-06,0.433837890625,3.705995722410634,-6.3670177473759395,-0.028890035632863645,seed2
v600,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,2.595278035923728e-05,4.1450859679346344e-05,-3.7918826295911367e-06,3.5761931583427977e-06,-0.384741594308536,-1.0603125898681292,-1.191829754165915e-09,-1.1159958417525416e-05,0.5014409221902018,2.979350691220693,-4.478229705934966,-0.02601498802373237,seed2
v600,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.00034392059432914205,2.623241588099684e-05,2.9175291713528914e-06,1.5035064764692582e-06,-0.615194075565205,1.9404832749402163,-2.638133777537657e-07,4.331551866236462e-06,0.36395233366434954,4.3308541442065165,-8.319578175518991,-0.031862155355908,seed2
v600,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,0.00013486221677974926,8.162666326462098e-05,-7.153388606685646e-06,6.634459588140562e-06,1.647976122099582,-1.0782172250280484,4.1758360440070725e-08,-2.0941236801512442e-05,0.5412474849094567,2.0518580162757702,-1.8206988632139305,-0.016807282935850574,seed2
v600,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-7.354720107641429e-05,2.673153116472034e-05,-7.208008821353084e-07,7.821519531782963e-07,3.0205844945818594,-0.9215611866803041,2.726864484773308e-08,-2.223753717448909e-06,0.4650735294117647,3.624882857627772,-6.9061577001120895,-0.034427174473506725,seed2
v600,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.00013487454291333852,2.7324535466850694e-05,-4.494945879407874e-07,7.76767464620931e-07,-0.971559481854525,-0.5786732946650186,-5.353869595142228e-08,-1.6757566405024908e-06,0.4277286135693215,4.457751918549118,-8.573900343496774,-0.03334043434272995,seed2
v600,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.0005571601472778604,4.407000380449872e-05,6.3520960351459445e-06,2.2448240041019056e-06,-0.5271963849486919,2.8296632713918477,-6.377398671836815e-07,1.0459368066189929e-05,0.29889669007021064,4.197460048869031,-8.060154258935837,-0.0303542218257195,seed2
x800,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.001332157024813263,0.00012152956797081365,1.3461298572013608e-06,6.225548231311107e-05,-0.07428347480462706,0.021622671726018648,-2.0382955376762303e-06,-5.956322259870845e-05,0.44677734375,10.785729470595298,-30.45666591396366,-0.0602833345166431,seed2
x800,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-7.088909917733868e-05,6.121768815010676e-05,-1.2619001731243982e-05,7.803791982007551e-06,0.14085542358456404,-1.6170346109094649,-3.6095928958233197e-09,-3.304179544449601e-05,0.4903938520653218,5.503681791564009,-15.01172457724867,-0.04881321672014962,seed2
x800,low_noise,0.5,1.0,2014,0.00021157791209615241,0.00039079053490576217,-0.0026360099648202115,0.00023545319647855803,1.5782775322515752e-05,0.00011854566069908801,-0.08026445837452782,0.1331366768673058,-8.063991503874077e-06,-8.698011005405648e-05,0.4016881827209533,14.327542735705986,-46.423084912494254,-0.07214072540656337,seed2
x800,q0,0.0,0.25,994,0.00022224971302644439,0.0018428180848009445,1.3422959337938087e-05,0.0001143254119482395,-2.503940450927623e-05,1.29789878942521e-05,16.55743025297612,-1.9292262781418594,5.786321884256799e-09,-6.305779691280489e-05,0.5160965794768612,3.371640890585633,-6.349925874239602,-0.03700780886215609,seed2
x800,q1,0.25,0.5,1088,-0.00022215553519131122,0.00032209465583170604,-0.00014791684381353822,5.3003952072998246e-05,-1.271685222637318e-06,3.0757177754164855e-06,1.5018947772530706,-0.4134596590108525,4.384169851865369e-08,-5.61908822069113e-06,0.46691176470588236,6.897696099529732,-22.92516934819629,-0.05959867206100033,seed2
x800,q2,0.5,0.75,1017,0.00013103864102824908,0.00034182759183006006,-0.000170730375922894,7.180680813507155e-05,-1.8981837904546538e-06,5.267866038922506e-06,-0.7675180255412154,-0.36033258561049325,-7.389341414912897e-08,-9.064233619831806e-06,0.4552605703048181,10.38012149902028,-47.129916312420264,-0.07819988108418623,seed2
x800,q3,0.75,1.0,997,0.00029373281548236875,0.0007084515968141848,-0.005150743507356392,0.00045650768532409076,3.381841766744144e-05,0.00023409582837149353,-0.05702726510509673,0.1444639911044207,-2.9556043463060678e-05,-0.0001664589930366108,0.34704112337011034,17.45756397739208,-45.70207434707324,-0.06596002197211757,seed2
internal_depth4,overall,0.0,1.0,4096,9.895725278852296e-05,0.0004940433991829331,-0.001975139636094525,0.0001634706510737947,-1.8589118885844868e-05,0.00011333044373946957,-0.05010139586089858,-0.16402581929863952,-4.292085366594888e-06,-0.0001505086815111593,0.393310546875,23.76726602233176,-6.0249023445067,-0.003716963570657373,seed2
internal_depth4,high_noise,0.0,0.5,2082,-9.985114092152211e-06,0.0008955434595256308,-0.0007849800506171455,0.00021403667448003513,1.7748232200870612e-05,9.595033726463218e-05,0.01272021382492713,0.18497310907746758,-6.005174491359451e-07,-6.0453872862891367e-05,0.44812680115273773,15.806370501298556,-4.0615850476893405,-0.003220035712787668,seed2
