case,method,weight_rule,omega,baseline_score_risk,score_risk,alignment,correction_energy,mean,variance,low_density_mass,kl_true_to_potential
exact_gaussian,density,oracle_capped_3,0,0.0,0.0,0.0,0.006817607945478047,-2.2659825404947043e-16,0.9999999999999991,0.0024120085699061893,-3.621586580485665e-18
exact_gaussian,log,fixed_1,1.0,0.0,1.0181554143608764e-24,0.0,1.0181554144280048e-24,-2.2659825404947043e-16,0.9999999999999991,0.0024120085699061893,-3.621579691285902e-18
exact_gaussian,log,oracle_capped_3,0,0.0,0.0,0.0,1.0181554144280048e-24,-2.2659825404947043e-16,0.9999999999999991,0.0024120085699061893,-3.621586580485665e-18
exact_gaussian,moment,fixed_1,1.0,0.0,4.197458947711139e-23,0.0,4.197458946364482e-23,3.605948005469539e-15,0.9999999999998627,0.002412008569904899,2.908245996582884e-16
exact_gaussian,moment,oracle_capped_3,0,0.0,0.0,0.0,4.197458946364482e-23,-2.2659825404947043e-16,0.9999999999999991,0.0024120085699061893,-3.621586580485665e-18
exact_gaussian,band,fixed_1,1.0,0.0,5.463092166627358e-24,0.0,5.463092166627486e-24,-2.3006770100142404e-16,0.9999999999999991,0.00241200856990619,-4.5318874149874035e-18
exact_gaussian,band,oracle_capped_3,0,0.0,0.0,0.0,5.463092166627486e-24,-2.2659825404947043e-16,0.9999999999999991,0.0024120085699061893,-3.621586580485665e-18
gaussian_variance_inflation,density,fixed_1,1.0,0.11111111111111112,0.08737787271068045,-0.012578616352229975,0.0014239943040292857,-3.90729115729016e-14,1.4196428571427004,0.010879781091626363,0.027403923324187333
gaussian_variance_inflation,density,oracle_capped_3,3,0.11111111111111112,0.04845536173399483,-0.012578616352229975,0.0014239943040292857,-6.596806434444602e-14,1.282258064515744,0.0073734932935734885,0.014248425225803782
gaussian_variance_inflation,log,fixed_1,1.0,0.11111111111111112,0.11111111111111108,-1.9919681804191732e-17,4.525135112143332e-25,1.5727003033205733e-14,1.4999999999999647,0.013234834708603826,0.03606588738741547
gaussian_variance_inflation,log,oracle_capped_3,3,0.11111111111111112,0.111111111111111,-1.9919681804191732e-17,4.525135112143332e-25,1.5834555888716295e-14,1.499999999999962,0.013234834708603777,0.036065887387415445
gaussian_variance_inflation,moment,fixed_1,1.0,0.11111111111111112,0.1111111111110509,-3.0111328789437264e-14,1.4078092852622875e-22,-1.5643736306358846e-14,1.4999999999997522,0.01323483470859798,0.03606588738739447
gaussian_variance_inflation,moment,oracle_capped_3,3,0.11111111111111112,0.11111111111093046,-3.0111328789437264e-14,1.4078092852622875e-22,-3.313061630594305e-14,1.4999999999992386,0.0132348347085842,0.03606588738734193
gaussian_variance_inflation,band,fixed_1,1.0,0.11111111111111112,0.11111111111111122,4.1706655443248415e-17,2.4280409425803024e-24,1.5828484356550376e-14,1.499999999999953,0.013234834708603684,0.036065887387415126
gaussian_variance_inflation,band,oracle_capped_3,0,0.11111111111111112,0.11111111111111112,4.1706655443248415e-17,2.4280409425803024e-24,1.619017420129154e-14,1.4999999999999678,0.01323483470860387,0.0360658873874155
unequal_mixture,density,fixed_1,1.0,0.33654678580368647,0.13186083497661275,-0.12998495001836102,0.05528394920964838,0.6470748348288696,1.7648049992289063,0.002908434974396322,0.004691061522506706
unequal_mixture,density,oracle_capped_3,2.3512240329544967,0.33654678580368647,0.03092304739812692,-0.12998495001836102,0.05528394920964838,0.6173757012069654,1.7420925948655068,0.001317284600076105,0.002334130265178372
unequal_mixture,log,fixed_1,1.0,0.33654678580368647,0.24805525976361306,-0.05844191743541873,0.02839230883076408,0.6281792125692589,1.89856491470233,0.005935114401402511,0.012834871038805866
unequal_mixture,log,oracle_capped_3,2.0583714337488055,0.33654678580368647,0.2162516124211143,-0.05844191743541873,0.02839230883076408,0.5849069037248811,1.998168231157924,0.0065310632859986225,0.015069983279439394
unequal_mixture,moment,fixed_1,1.0,0.33654678580368647,0.16658262262336954,-0.10645870058636334,0.04295323799240977,0.6489396778178931,1.8282150878667776,0.0037960375293776853,0.007312372279529047
unequal_mixture,moment,oracle_capped_3,2.478479052153776,0.33654678580368647,0.07269112648087403,-0.10645870058636334,0.04295323799240977,0.6161356345103172,1.8770860225030963,0.002318191015005363,0.0058088874818143805
unequal_mixture,band,fixed_1,1.0,0.33654678580368647,0.2763418189806458,-0.0382666841472875,0.016328401471534335,0.6341045237337801,1.8937851332332876,0.005958454507407215,0.01381778237284687
unequal_mixture,band,oracle_capped_3,2.343565854501964,0.33654678580368647,0.2468662914710919,-0.0382666841472875,0.016328401471534335,0.5883255863739782,2.0153068784258013,0.00677541677163469,0.017000301447683025
