construction,step,time,sigma,samples,alpha_star_global_mean,alpha_star_median,positive_alpha_star_fraction,target_direction_cosine_mean,target_direction_cosine_median,model_gap_cosine_mean,pred_oracle_direction_cosine_mean,direction_rms_mean,state_perturbation_relative_rms_mean,noise_preservation_rms_error_max,relative_mse_change_alpha_m0p5_mean,relative_mse_change_alpha_m0p5_improved_fraction,relative_mse_change_alpha_0p25_mean,relative_mse_change_alpha_0p25_improved_fraction,relative_mse_change_alpha_0p5_mean,relative_mse_change_alpha_0p5_improved_fraction,relative_mse_change_alpha_1_mean,relative_mse_change_alpha_1_improved_fraction
oracle_clean_axis,85,0.5853658318519592,1.0,32,0.11258917277801096,0.11199930722085624,1.0,0.1402665842036245,0.13884909298050035,0.28235494192499827,0.9471502286321571,0.4242118165194248,0.29202434412129336,5.7136745267894795e-08,0.5753814268889659,0.0,0.011891495473221684,0.25,0.22350446355824644,0.0,1.2458948175637052,0.0
oracle_clean_axis,95,0.2962962985038757,0.35,32,0.3490815510313713,0.3474183088190833,1.0,0.19611501911710635,0.19980648459870326,0.16888616747513663,0.9633518410445936,0.13237423400333959,0.17585217579382648,1.3177619400858054e-07,0.18990572295790648,0.0,-0.03535536234821754,1.0,-0.030979058609278003,1.0,0.09696854713007232,0.0
oracle_clean_axis,95,0.2962962985038757,0.7,32,0.10361317416832896,0.1035532831204351,1.0,0.15467312153203178,0.15570253032311845,0.20597230341334524,0.9769781487201232,0.35234819968439696,0.38138698274684724,1.3189601618439413e-07,0.7961524969103742,0.0,0.025202168542887992,0.09375,0.3325899484178261,0.0,1.7939223421638524,0.0
oracle_clean_axis,95,0.2962962985038757,1.0,32,0.0718560607931777,0.07178027335127629,1.0,0.13845164346435215,0.13856556863652536,0.21334748780103613,0.9814297815919043,0.4547055359869643,0.46631247807177856,1.324115529644495e-07,1.208450241709619,0.0,0.10133387630894367,0.0,0.673040417393723,0.0,3.227571493890788,0.0
oracle_clean_axis,98,0.1403508782386779,0.35,32,0.14505485490149528,0.14577116782377675,1.0,0.1628651964655865,0.16252784468457676,0.13884770529472762,0.9781038298596859,0.16493461712828938,0.18848125910845706,3.274088271179069e-07,0.5033429809021817,0.0,-0.011861766218836734,0.84375,0.13614961705049583,0.0,0.9117918320536693,0.0
oracle_clean_axis,98,0.1403508782386779,0.7,32,0.04935516313970854,0.04962370308111205,1.0,0.13253905306999123,0.1321077343553485,0.15737689331763766,0.9867728479121354,0.39483791418141245,0.40879231396215937,3.259365317649934e-07,2.1909592581457455,0.0,0.27972695450177665,0.0,1.4762582980533197,0.0,6.619734152305704,0.0
oracle_clean_axis,98,0.1403508782386779,1.0,32,0.03628290361089775,0.036782983763688895,1.0,0.12097018577574888,0.11939222762313831,0.16304076926584546,0.9892130622733399,0.48993160816185577,0.49983454352352785,3.263855895895389e-07,3.227096082346215,0.0,0.503326325758368,0.0,2.417902229471053,0.0,10.480802770759373,0.0
predicted_clean_axis,30,0.9491525292396544,0.35,32,0.639800158562818,0.5443146729000921,0.59375,0.016910961662802225,0.03709419629138985,0.40515701053657843,0.65822182085992,0.026480425291278104,0.002818784984494925,4.5788235955005426e-08,0.0012728794943744001,0.40625,-0.00020031863653453434,0.59375,-0.00010988986596722053,0.59375,0.000943209896472695,0.53125
predicted_clean_axis,30,0.9491525292396544,0.7,32,0.15195410972284884,0.10188528424489196,0.5625,0.007124418085535959,0.01852083390161785,0.44539447880000615,0.7524206651475999,0.09070643240169622,0.0068213584691636684,4.579764985787661e-08,0.006594502418599631,0.3125,0.0018226133602689085,0.4375,0.007058469766916988,0.40625,0.027769911719350567,0.28125
predicted_clean_axis,30,0.9491525292396544,1.0,32,0.07701850168475075,0.036786342301439,0.53125,0.004765907500017463,0.011133375347017551,0.4610518962026179,0.808761226970198,0.14297779123852863,0.009205481410580897,4.58150760595576e-08,0.015198066124502675,0.21875,0.004356884971814809,0.375,0.01668438196634044,0.3125,0.06525121202352399,0.21875
predicted_clean_axis,50,0.8888888955116272,0.35,32,0.028732862264852263,0.00781439326950405,0.5,0.0038017497526421024,0.00084690487209945,0.3480788678226622,0.7126525587002472,0.061882207505519565,0.012099413796815313,4.7373062689793844e-08,0.00418887255233375,0.125,0.0005813726658269874,0.34375,0.0029466179596498126,0.1875,0.013028726431283225,0.09375
predicted_clean_axis,50,0.8888888955116272,0.7,32,-0.008969819920113494,-0.0234261853885617,0.40625,-0.0027658624155934655,-0.0075730310433509505,0.4093968714259271,0.8095179557861613,0.18223882665461655,0.027397495553566995,4.7363067260147426e-08,0.030295922919943884,0.0,0.00809697455949375,0.09375,0.03169057313196465,0.0,0.12536764231583794,0.0
predicted_clean_axis,50,0.8888888955116272,1.0,32,-0.004749466838842033,-0.00336235250022625,0.46875,-0.002470180782073547,-0.0019858892677161,0.42209165782356844,0.8586470076202907,0.26026012421253125,0.03494203305731366,4.7317119671456776e-08,0.06182896900742807,0.0,0.01624142391301835,0.0,0.06392012010385831,0.0,0.25358932931900324,0.0
predicted_clean_axis,70,0.774193525314331,0.35,32,0.03799296853287867,0.022814794131282103,0.65625,0.00848420425878788,0.0043831633937158,0.2631588458708342,0.8339975845824695,0.09136618013196916,0.038481334594436485,4.95601810407454e-08,0.013543919979738781,0.0,0.0019371219253499611,0.1875,0.009680298460846285,0.0,0.04258481536227781,0.0
predicted_clean_axis,70,0.774193525314331,0.7,32,-0.0015251659258998533,-0.0063326668188157,0.4375,-0.0012167053152627718,-0.0039941290367368,0.3234834895660237,0.8840972620923039,0.2838084077010928,0.084702660494724,4.969189365258373e-08,0.11177568797532413,0.0,0.028646569932423153,0.0,0.11364941581156991,0.0,0.45272393541003414,0.0
predicted_clean_axis,70,0.774193525314331,1.0,32,-0.002070330621330053,-0.00493744306572195,0.3125,-0.0021352041463129313,-0.0040157894584355504,0.34133426993573535,0.9054306648858708,0.3796422252551918,0.10519645361404167,4.9697008514054384e-08,0.20064042733535456,0.0,0.05177822988885273,0.0,0.2049554221487257,0.0,0.8155066937815318,0.0
predicted_clean_axis,85,0.5853658318519592,0.35,32,-0.029057957646754923,-0.02894324824534515,0.125,-0.008256769845660185,-0.0087531031566994,0.20240810773426887,0.9089906481624411,0.09458508608094177,0.09098661773694029,5.6320643957604245e-08,0.017380287120044274,0.0,0.0061107845754782755,0.0,0.022088854574623586,0.0,0.08364685084391511,0.0
predicted_clean_axis,85,0.5853658318519592,0.7,32,-0.009488762692794387,-0.00986215955637155,0.0625,-0.008698083273581193,-0.0086356911018537,0.26821270118825247,0.9371373408816052,0.3060187223449477,0.19895650446103222,5.657419930805861e-08,0.19947523274853174,0.0,0.05588979214334299,0.0,0.21553118996509202,0.0,0.8460688026438079,0.0
predicted_clean_axis,85,0.5853658318519592,1.0,32,-0.005276677991958603,-0.0055737525988071,0.15625,-0.006716018073623535,-0.006577879751488699,0.28774271833422493,0.9471502286321571,0.41810443575259265,0.24535087444803874,5.609958766220157e-08,0.3799287995358491,0.0,0.10143229404812812,0.0,0.3971290506402914,0.0,1.5713159514567234,0.0
predicted_clean_axis,95,0.2962962985038757,0.35,32,-0.013544570824392031,-0.01240805689959205,0.0625,-0.007542930625367891,-0.006733860472003949,0.18204862523572354,0.9633518410445936,0.1282573396495668,0.16020059772454182,1.2951912583342114e-07,0.0704437897826442,0.0,0.02076940147475436,0.0,0.07886633386022641,0.0,0.30704279136332363,0.0
predicted_clean_axis,95,0.2962962985038757,0.7,32,-0.005072206183132084,-0.00546489899503355,0.09375,-0.0076558861887873,-0.00826132407338845,0.21376040567674864,0.9769781487201232,0.3483149140628977,0.3491324747886911,1.2808176679438145e-07,0.5400734980494789,0.0,0.14371110339164708,0.0,0.5632541083942185,0.0,2.2298358232321345,0.0
predicted_clean_axis,95,0.2962962985038757,1.0,32,-0.0034358928597785407,-0.0034077501791834,0.09375,-0.006715068365130269,-0.00658424463191995,0.2190317025037589,0.9814297815919043,0.4522245745491801,0.4289098136939086,1.2806126100163842e-07,0.9174439101608265,0.0,0.23923268184281046,0.0,0.9437684549677702,0.0,3.748749275064137,0.0
predicted_clean_axis,98,0.1403508782386779,0.35,32,-0.009606945435267206,-0.009913170677135551,0.125,-0.010815007631599632,-0.0109416979717484,0.15350590892026128,0.9781038298596859,0.1619130594701609,0.1816148457028274,3.233539725811109e-07,0.29598267075664003,0.0,0.08316430309191017,0.0,0.32043236516397383,0.0,1.2572797662485617,0.0
predicted_clean_axis,98,0.1403508782386779,0.7,32,-0.0038104668837598407,-0.00359288120830385,0.1875,-0.010434550189159935,-0.009320010726022052,0.16948735267363282,0.9867728479121354,0.39158567778402753,0.3947963975188696,3.235764363218497e-07,1.7752233406293167,0.0,0.4653126349554428,0.0,1.83257480675762,0.0,7.272947760902176,0.0
predicted_clean_axis,98,0.1403508782386779,1.0,32,-0.002865418548554369,-0.0028121949953255,0.25,-0.009786838931925433,-0.00959521562252835,0.1744007345641251,0.9892130622733399,0.48690845650239956,0.4837474060647136,3.248153412537381e-07,2.7547695110175203,0.0,0.7138264371278056,0.0,2.821793669346655,0.0,11.220150519057485,0.0
