direction,state,alpha,m,profile,q,h,predicted_norm,raw_error,corrected_error
1,0,0.25,2,one_step,1.0,0.01,0.17915477266963875,1.7942398334091232e-05,5.7706819839216925e-08
1,0,0.25,2,one_step,1.0,0.005,0.17915477266963875,4.48220017057425e-06,7.198143600587678e-09
1,0,0.25,2,four_equal,0.25,0.08,0.09328991936336264,0.0006028935598836537,2.5657310232352067e-05
1,0,0.25,2,four_equal,0.25,0.04,0.09328991936336264,0.0001498411248300323,3.1417860449745787e-06
1,0,0.25,2,four_equal,0.25,0.02,0.09328991936336264,3.7378831485124e-05,3.888633030841031e-07
1,0,0.25,2,four_equal,0.25,0.01,0.09328991936336264,9.33627671254736e-06,4.8373589195834055e-08
1,0,0.25,2,four_equal,0.25,0.005,0.09328991936336264,2.33312299721813e-06,6.0322673868889556e-09
1,0,0.25,2,four_unequal,0.30000000000000004,0.08,0.09876474015075941,0.0006397665562884349,2.6736035346362433e-05
1,0,0.25,2,four_unequal,0.30000000000000004,0.04,0.09876474015075941,0.0001588293508507086,3.272519917146747e-06
1,0,0.25,2,four_unequal,0.30000000000000004,0.02,0.09876474015075941,3.959726257263592e-05,4.04935254412829e-07
1,0,0.25,2,four_unequal,0.30000000000000004,0.01,0.09876474015075941,9.887317373039454e-06,5.036533058994951e-08
1,0,0.25,2,four_unequal,0.30000000000000004,0.005,0.09876474015075941,2.4704380597414196e-06,6.2801448729147936e-09
1,0,0.5,1,one_step,1.0,0.08,0.3407629772695983,0.002217866524072243,5.668020471021591e-05
1,0,0.5,1,one_step,1.0,0.04,0.3407629772695983,0.0005496133992144644,6.954141684666092e-06
1,0,0.5,1,one_step,1.0,0.02,0.3407629772695983,0.00013684005801010803,8.612735522318987e-07
1,0,0.5,1,one_step,1.0,0.01,0.3407629772695983,3.414227378474556e-05,1.0716529361341305e-07
1,0,0.5,1,one_step,1.0,0.005,0.3407629772695983,8.527266483372952e-06,1.3364970743973952e-08
1,0,0.5,1,four_equal,0.25,0.08,0.13968188144818916,0.0009148424310536756,4.3449298302005544e-05
1,0,0.5,1,four_equal,0.25,0.04,0.13968188144818916,0.00022585297230727947,5.289846908167217e-06
1,0,0.5,1,four_equal,0.25,0.02,0.13968188144818916,5.615286706970249e-05,6.527182409615909e-07
1,0,0.5,1,four_equal,0.25,0.01,0.13968188144818916,1.4002268380725401e-05,8.106762858799435e-08
1,0,0.5,1,four_equal,0.25,0.005,0.13968188144818916,3.4962490541467607e-06,1.0101126195514252e-08
1,0,0.5,1,four_unequal,0.30000000000000004,0.08,0.15279260601064262,0.0010021534043433836,4.6496949805528325e-05
1,0,0.5,1,four_unequal,0.30000000000000004,0.04,0.15279260601064262,0.0002472547074702735,5.666810732334636e-06
1,0,0.5,1,four_unequal,0.30000000000000004,0.02,0.15279260601064262,6.145015992135051e-05,6.995624179693478e-07
1,0,0.5,1,four_unequal,0.30000000000000004,0.01,0.15279260601064262,1.5319961148461934e-05,8.690505622933178e-08
1,0,0.5,1,four_unequal,0.30000000000000004,0.005,0.15279260601064262,3.8248443667895884e-06,1.0829648222146335e-08
1,0,0.5,2,one_step,1.0,0.08,0.3760217739213851,0.002434278514649178,6.677111990222141e-05
1,0,0.5,2,one_step,1.0,0.04,0.3760217739213851,0.0006047534379304822,8.211730169966963e-06
1,0,0.5,2,one_step,1.0,0.02,0.3760217739213851,0.00015077705570545582,1.0184665468896148e-06
1,0,0.5,2,one_step,1.0,0.01,0.3760217739213851,3.764688868253551e-05,1.2682100236106397e-07
1,0,0.5,2,one_step,1.0,0.005,0.3760217739213851,9.406050344128088e-06,1.5822557966789235e-08
1,0,0.5,2,four_equal,0.25,0.08,0.1771487349301163,0.0011423736456345817,5.458867038234914e-05
1,0,0.5,2,four_equal,0.25,0.04,0.1771487349301163,0.0002841451236734799,6.695036320313322e-06
1,0,0.5,2,four_equal,0.25,0.02,0.1771487349301163,7.092532467432443e-05,8.294796750083321e-07
1,0,0.5,2,four_equal,0.25,0.01,0.1771487349301163,1.772171131957527e-05,1.0324178755552023e-07
1,0,0.5,2,four_equal,0.25,0.005,0.1771487349301163,4.429486769373873e-06,1.2878120317391054e-08
1,0,0.5,2,four_unequal,0.30000000000000004,0.08,0.19002556363329667,0.0012284103012749684,5.721993993364502e-05
1,0,0.5,2,four_unequal,0.30000000000000004,0.04,0.19002556363329667,0.0003051991921054978,7.014008164314352e-06
1,0,0.5,2,four_unequal,0.30000000000000004,0.02,0.19002556363329667,7.613229023297983e-05,8.686908739711907e-07
1,0,0.5,2,four_unequal,0.30000000000000004,0.01,0.19002556363329667,1.9016412452994443e-05,1.0810075504057135e-07
1,0,0.5,2,four_unequal,0.30000000000000004,0.005,0.19002556363329667,4.752284049470215e-06,1.3482803799102864e-08
1,0,1.0,1,one_step,1.0,0.08,0.6815259545391966,0.004439169219650449,0.00011518036350660298
1,0,1.0,1,one_step,1.0,0.04,0.6815259545391966,0.0010996502132337895,1.4125271991806796e-05
1,0,1.0,1,one_step,1.0,0.02,0.6815259545391966,0.00027373270238691594,1.7490385731204472e-06
1,0,1.0,1,one_step,1.0,0.01,0.6815259545391966,6.829110092451618e-05,2.176032964029632e-07
1,0,1.0,1,one_step,1.0,0.005,0.6815259545391966,1.7055350932416443e-05,2.713663444682784e-08
1,0,1.0,1,four_equal,0.25,0.08,0.17038148863479916,0.0011507243723754682,7.830710997243297e-05
1,0,1.0,1,four_equal,0.25,0.04,0.17038148863479916,0.00027966063809297824,9.453224992004147e-06
1,0,1.0,1,four_equal,0.25,0.02,0.17038148863479916,6.900404798740289e-05,1.1613789055342428e-06
1,0,1.0,1,four_equal,0.25,0.01,0.17038148863479916,1.7142732261768023e-05,1.4392641805999537e-07
1,0,1.0,1,four_equal,0.25,0.005,0.17038148863479916,4.2724951496240425e-06,1.7913594631478458e-08
1,0,1.0,1,four_unequal,0.30000000000000004,0.08,0.20445778636175901,0.0013738016457101234,8.65591600599191e-05
1,0,1.0,1,four_unequal,0.30000000000000004,0.04,0.20445778636175901,0.00033480210799201614,1.0489540074772761e-05
1,0,1.0,1,four_unequal,0.30000000000000004,0.02,0.20445778636175901,8.271171859156989e-05,1.2911518477690478e-06
1,0,1.0,1,four_unequal,0.30000000000000004,0.01,0.20445778636175901,2.055998869292806e-05,1.6016047319435824e-07
1,0,1.0,1,four_unequal,0.30000000000000004,0.005,0.20445778636175901,5.125604837963354e-06,1.9943560372045853e-08
1,0,1.0,2,one_step,1.0,0.08,0.8237150588909141,0.005311254625521495,0.0001598820748493072
1,0,1.0,2,one_step,1.0,0.04,0.8237150588909141,0.0013219452132802476,1.97296448855776e-05
1,0,1.0,2,one_step,1.0,0.02,0.8237150588909141,0.0003299289259169599,2.451464644727205e-06
1,0,1.0,2,one_step,1.0,0.01,0.8237150588909141,8.242332776061495e-05,3.055484750950199e-07
1,0,1.0,2,one_step,1.0,0.005,0.8237150588909141,2.0599134061472346e-05,3.81393870590562e-08
1,0,1.0,2,four_equal,0.25,0.08,0.31670927272216115,0.0020378917701964197,0.00012154582382683505
1,0,1.0,2,four_equal,0.25,0.04,0.31670927272216115,0.0005070993569680799,1.4944441876236767e-05
1,0,1.0,2,four_equal,0.25,0.02,0.31670927272216115,0.00012666823021359087,1.8545183614461145e-06
1,0,1.0,2,four_equal,0.25,0.01,0.31670927272216115,3.166523378091776e-05,2.3102928386062382e-07
1,0,1.0,2,four_equal,0.25,0.005,0.31670927272216115,7.916787020301206e-06,2.8831417649087263e-08
1,0,1.0,2,four_unequal,0.30000000000000004,0.08,0.3501354435277316,0.002257829092092005,0.00012953725793499903
1,0,1.0,2,four_unequal,0.30000000000000004,0.04,0.3501354435277316,0.0005613272116585164,1.5922548414202527e-05
1,0,1.0,2,four_unequal,0.30000000000000004,0.02,0.3501354435277316,0.00014013153151116973,1.975315272785833e-06
1,0,1.0,2,four_unequal,0.30000000000000004,0.01,0.3501354435277316,3.5019426409198435e-05,2.460323002860363e-07
1,0,1.0,2,four_unequal,0.30000000000000004,0.005,0.3501354435277316,8.753886366396264e-06,3.070060647918074e-08
1,0,1.5,1,one_step,1.0,0.08,1.0222889318087949,0.006663785111452848,0.00017552518165800184
1,0,1.5,1,one_step,1.0,0.04,1.0222889318087949,0.0016501032379297256,2.152264535391874e-05
1,0,1.5,1,one_step,1.0,0.02,1.0222889318087949,0.0004106774964756942,2.664795256378219e-06
1,0,1.5,1,one_step,1.0,0.01,1.0222889318087949,0.00010244645453237496,3.315218315210394e-07
1,0,1.5,1,one_step,1.0,0.005,1.0222889318087949,2.5584251678991376e-05,4.134220355269289e-08
1,0,1.5,1,four_equal,0.25,0.08,0.12247876264094217,0.0008947473531713445,0.0001139237244619767
1,0,1.5,1,four_equal,0.25,0.04,0.12247876264094217,0.00020926372578315241,1.3641183391616389e-05
1,0,1.5,1,four_equal,0.25,0.02,0.12247876264094217,5.061950811525255e-05,1.6685666559713306e-06
1,0,1.5,1,four_equal,0.25,0.01,0.12247876264094217,1.2449268945520179e-05,2.0631265774726695e-07
1,0,1.5,1,four_equal,0.25,0.005,0.12247876264094217,3.087012376507437e-06,2.564883851898428e-08
1,0,1.5,1,four_unequal,0.30000000000000004,0.08,0.17389719591782365,0.0012382271552308615,0.0001258190586597971
1,0,1.5,1,four_unequal,0.30000000000000004,0.04,0.17389719591782365,0.00029329846376480254,1.515699847362501e-05
1,0,1.5,1,four_unequal,0.30000000000000004,0.02,0.17389719591782365,7.140495103962704e-05,1.8598134046818714e-06
1,0,1.5,1,four_unequal,0.30000000000000004,0.01,0.17389719591782365,1.7618196721925828e-05,2.303278720675357e-07
1,0,1.5,1,four_unequal,0.30000000000000004,0.005,0.17389719591782365,4.375847477778421e-06,2.86575350961573e-08
1,0,1.5,2,one_step,1.0,0.08,1.3443955566509749,0.008638467093215134,0.00028288837074000734
1,0,1.5,2,one_step,1.0,0.04,1.3443955566509749,0.0021535940434907496,3.501238928433209e-05
1,0,1.5,2,one_step,1.0,0.02,1.3443955566509749,0.0005379727858305765,4.356904902575243e-06
1,0,1.5,2,one_step,1.0,0.01,1.3443955566509749,0.00013445986250106126,5.434470239192916e-07
1,0,1.5,2,one_step,1.0,0.005,1.3443955566509749,3.36120229048658e-05,6.785983347463199e-08
1,0,1.5,2,four_equal,0.25,0.08,0.41904564434456754,0.0027009097559362264,0.00019662979652821717
1,0,1.5,2,four_equal,0.25,0.04,0.41904564434456754,0.0006709494945856452,2.4178331812406833e-05
1,0,1.5,2,four_equal,0.25,0.02,0.41904564434456754,0.00016756243655624353,3.0014687364619867e-06
1,0,1.5,2,four_equal,0.25,0.01,0.41904564434456754,4.189048964473507e-05,3.7400746182855577e-07
1,0,1.5,2,four_equal,0.25,0.005,0.41904564434456754,1.0473941862320737e-05,4.66812342070665e-08
1,0,1.5,2,four_unequal,0.30000000000000004,0.08,0.4805762610526875,0.003099616747671203,0.00021432979997411587
1,0,1.5,2,four_unequal,0.30000000000000004,0.04,0.4805762610526875,0.0007700032197912359,2.6373574446138376e-05
1,0,1.5,2,four_unequal,0.30000000000000004,0.02,0.4805762610526875,0.00019224962865167677,3.2742903496155018e-06
1,0,1.5,2,four_unequal,0.30000000000000004,0.01,0.4805762610526875,4.80528766937802e-05,4.0799560485348886e-07
1,0,1.5,2,four_unequal,0.30000000000000004,0.005,0.4805762610526875,1.2013370204551803e-05,5.092211060900365e-08
1,0,2.0,1,one_step,1.0,0.08,1.3630519090783932,0.00889158910389916,0.00023772242813183453
1,0,2.0,1,one_step,1.0,0.04,1.3630519090783932,0.0022009652052765757,2.9154080252983423e-05
1,0,2.0,1,one_step,1.0,0.02,1.3630519090783932,0.0005476740016590129,3.6099007438827034e-06
1,0,2.0,1,one_step,1.0,0.01,1.3630519090783932,0.00013660830766052241,4.4911294550527614e-07
1,0,2.0,1,one_step,1.0,0.005,1.3630519090783932,3.4113967053065566e-05,5.6007044818643514e-08
1,0,2.0,1,four_equal,0.25,0.08,0.20934138060881952,0.0012879399318628986,0.00017271954534297385
1,0,2.0,1,four_equal,0.25,0.04,0.20934138060881952,0.000328083144542245,2.0722628292306263e-05
1,0,2.0,1,four_equal,0.25,0.02,0.20934138060881952,8.286069984683537e-05,2.5368465161804466e-06
1,0,2.0,1,four_equal,0.25,0.01,0.20934138060881952,2.0823705703449406e-05,3.137871230009514e-07
1,0,2.0,1,four_equal,0.25,0.005,0.20934138060881952,5.2196762231152e-06,3.9016738189016395e-08
1,0,2.0,1,four_unequal,0.30000000000000004,0.08,0.18213923895398662,0.0012306110201275849,0.0001781538752553162
1,0,2.0,1,four_unequal,0.30000000000000004,0.04,0.18213923895398662,0.0002986468638004944,2.143229363453719e-05
1,0,2.0,1,four_unequal,0.30000000000000004,0.02,0.18213923895398662,7.370666360974973e-05,2.627585943458839e-06
1,0,2.0,1,four_unequal,0.30000000000000004,0.01,0.18213923895398662,1.8317159093791646e-05,3.252611522060661e-07
1,0,2.0,1,four_unequal,0.30000000000000004,0.005,0.18213923895398662,4.566193069727778e-06,4.045936976075442e-08
1,0,2.0,2,one_step,1.0,0.08,1.93898518486154,0.012421522580312887,0.00043720028225292074
1,0,2.0,2,one_step,1.0,0.04,1.93898518486154,0.003101166536476059,5.422623210248609e-05
1,0,2.0,2,one_step,1.0,0.02,1.93898518486154,0.0007752783323660178,6.754592508561176e-06
1,0,2.0,2,one_step,1.0,0.01,1.93898518486154,0.00019384893317930238,8.429194289578326e-07
1,0,2.0,2,one_step,1.0,0.005,1.93898518486154,4.846780441633407e-05,1.0527931275754035e-07
1,0,2.0,2,four_equal,0.25,0.08,0.484746296215385,0.003147490384298176,0.00027413664848639796
1,0,2.0,2,four_equal,0.25,0.04,0.484746296215385,0.0007781889936942785,3.360288570854274e-05
1,0,2.0,2,four_equal,0.25,0.02,0.484746296215385,0.0001940378995410957,4.166261573294112e-06
1,0,2.0,2,four_equal,0.25,0.01,0.484746296215385,4.8480674144206045e-05,5.188723991264828e-07
1,0,2.0,2,four_equal,0.25,0.005,0.484746296215385,1.2118707846657299e-05,6.474636239387293e-08
1,0,2.0,2,four_unequal,0.30000000000000004,0.08,0.5816955554584621,0.00376584752050796,0.0003070093357116592
1,0,2.0,2,four_unequal,0.30000000000000004,0.04,0.5816955554584621,0.0009330253193801555,3.773799507153811e-05
1,0,2.0,2,four_unequal,0.30000000000000004,0.02,0.5816955554584621,0.0002327814143157916,4.683516928707617e-06
1,0,2.0,2,four_unequal,0.30000000000000004,0.01,0.5816955554584621,5.817102848959764e-05,5.835119831059601e-07
1,0,2.0,2,four_unequal,0.30000000000000004,0.005,0.5816955554584621,1.454186509498304e-05,7.282396131484426e-08
1,1,0.25,1,one_step,1.0,0.08,0.09000352631609136,0.0005558735788729693,3.350256706353503e-05
1,1,0.25,1,one_step,1.0,0.04,0.09000352631609136,0.0001413383490977508,4.249488123571257e-06
1,1,0.25,1,one_step,1.0,0.02,0.09000352631609136,3.5658786718407464e-05,5.35099108483225e-07
1,1,0.25,1,one_step,1.0,0.01,0.09000352631609136,8.956951716798128e-06,6.713355849378505e-08
1,1,0.25,1,one_step,1.0,0.005,0.09000352631609136,2.2446273282497634e-06,8.407126653564631e-09
1,1,0.25,1,four_equal,0.25,0.08,0.0456725648711991,0.00026540447528263005,2.724215622559422e-05
1,1,0.25,1,four_equal,0.25,0.04,0.0456725648711991,6.962940352472147e-05,3.478175320985203e-06
1,1,0.25,1,four_equal,0.25,0.02,0.0456725648711991,1.7832969654864386e-05,4.393974145775306e-07
1,1,0.25,1,four_equal,0.25,0.01,0.0456725648711991,4.512424514434704e-06,5.521573270484842e-08
1,1,0.25,1,four_equal,0.25,0.005,0.0456725648711991,1.1349398532096766e-06,6.92021611853683e-09
1,1,0.25,1,four_unequal,0.30000000000000004,0.08,0.047965609725515224,0.00028026860856499627,2.7664700822611916e-05
1,1,0.25,1,four_unequal,0.30000000000000004,0.04,0.047965609725515224,7.331417606102802e-05,3.5287067766280747e-06
1,1,0.25,1,four_unequal,0.30000000000000004,0.02,0.047965609725515224,1.875173228865651e-05,4.455757593971072e-07
1,1,0.25,1,four_unequal,0.30000000000000004,0.01,0.047965609725515224,4.741895531286411e-06,5.597953944432007e-08
1,1,0.25,1,four_unequal,0.30000000000000004,0.005,0.047965609725515224,1.1922851663480615e-06,7.015165575561421e-09
1,1,0.25,2,one_step,1.0,0.08,0.09401197327616803,0.0005751289962057099,3.754614509774847e-05
1,1,0.25,2,one_step,1.0,0.04,0.09401197327616803,0.0001469331549588902,4.7777814158794415e-06
1,1,0.25,2,one_step,1.0,0.02,0.09401197327616803,3.7158650752987825e-05,6.025955989848435e-07
1,1,0.25,2,one_step,1.0,0.01,0.09401197327616803,9.344783638035636e-06,7.566282711928732e-08
1,1,0.25,2,one_step,1.0,0.005,0.09401197327616803,2.3432073176141968e-06,9.479077862065054e-09
1,1,0.25,2,four_equal,0.25,0.08,0.051504140978686094,0.00029774951374897965,3.1897149142897186e-05
1,1,0.25,2,four_equal,0.25,0.04,0.051504140978686094,7.832460367248852e-05,4.082574219810198e-06
1,1,0.25,2,four_equal,0.25,0.02,0.051504140978686094,2.0085292879293197e-05,5.16378486169473e-07
1,1,0.25,2,four_equal,0.25,0.01,0.051504140978686094,5.085485910148246e-06,6.492855631318801e-08
1,1,0.25,2,four_equal,0.25,0.005,0.051504140978686094,1.2794635521608896e-06,8.139979060259067e-09
1,1,0.25,2,four_unequal,0.30000000000000004,0.08,0.05365433756904341,0.00031142401239365655,3.2239637568603124e-05
1,1,0.25,2,four_unequal,0.30000000000000004,0.04,0.05365433756904341,8.174781266035092e-05,4.123399361363327e-06
1,1,0.25,2,four_unequal,0.30000000000000004,0.02,0.05365433756904341,2.0942880136156258e-05,5.213624983712183e-07
1,1,0.25,2,four_unequal,0.30000000000000004,0.01,0.05365433756904341,5.300173209242879e-06,6.55442581913884e-08
1,1,0.25,2,four_unequal,0.30000000000000004,0.005,0.05365433756904341,1.3331756482495124e-06,8.216489734325745e-09
1,1,0.5,1,one_step,1.0,0.08,0.18000705263218275,0.0011119423661159747,6.69353520901109e-05
1,1,0.5,1,one_step,1.0,0.04,0.18000705263218275,0.00028269980008319606,8.490176219462528e-06
1,1,0.5,1,one_step,1.0,0.02,0.18000705263218275,7.132036919820486e-05,1.0691006755360055e-06
1,1,0.5,1,one_step,1.0,0.01,0.18000705263218275,1.7914246843416782e-05,1.3413030987396823e-07
1,1,0.5,1,one_step,1.0,0.005,0.18000705263218275,4.489297194709808e-06,1.6797183663934368e-08
1,1,0.5,1,four_equal,0.25,0.08,0.07437681036429009,0.0004280581550316572,4.991294599455386e-05
1,1,0.5,1,four_equal,0.25,0.04,0.07437681036429009,0.00011282149981898017,6.3811424351379025e-06
1,1,0.5,1,four_equal,0.25,0.02,0.07437681036429009,2.8966530083942676e-05,8.066891321911399e-07
1,1,0.5,1,four_equal,0.25,0.01,0.07437681036429009,7.338941962697339e-06,1.0140643319432983e-07
1,1,0.5,1,four_equal,0.25,0.005,0.07437681036429009,1.8470333523543947e-06,1.2711594115213098e-08
1,1,0.5,1,four_unequal,0.30000000000000004,0.08,0.08057590123227197,0.0004677496505308165,5.169467692501516e-05
1,1,0.5,1,four_unequal,0.30000000000000004,0.04,0.08057590123227197,0.0001227232126765919,6.600099625196731e-06
1,1,0.5,1,four_unequal,0.30000000000000004,0.02,0.08057590123227197,3.1442950817047486e-05,8.338283700123169e-07
1,1,0.5,1,four_unequal,0.30000000000000004,0.01,0.08057590123227197,7.958382001868093e-06,1.0478456871776042e-07
1,1,0.5,1,four_unequal,0.30000000000000004,0.005,0.08057590123227197,2.001947873944672e-06,1.3132972888741351e-08
1,1,0.5,2,one_step,1.0,0.08,0.19651245049307828,0.0011919430687657656,8.385298535341014e-05
1,1,0.5,2,one_step,1.0,0.04,0.19651245049307828,0.0003058284515256293,1.0698580999735335e-05
1,1,0.5,2,one_step,1.0,0.02,0.19651245049307828,7.750780423458027e-05,1.351130583502982e-06
1,1,0.5,2,one_step,1.0,0.01,0.19651245049307828,1.9512650854409368e-05,1.6976144482901923e-07
1,1,0.5,2,one_step,1.0,0.005,0.19651245049307828,4.8953967166170916e-06,2.1274775480379137e-08
1,1,0.5,2,four_equal,0.25,0.08,0.09714993713068715,0.0005527754195955212,6.898802082166865e-05
1,1,0.5,2,four_equal,0.25,0.04,0.09714993713068715,0.00014658182460604866,8.858343299233849e-06
1,1,0.5,2,four_equal,0.25,0.02,0.09714993713068715,3.773789359727274e-05,1.1222279322491885e-06
1,1,0.5,2,four_equal,0.25,0.01,0.09714993713068715,9.57380287562735e-06,1.412195719979305e-07
1,1,0.5,2,four_equal,0.25,0.005,0.09714993713068715,2.4110412690733717e-06,1.7711496281786826e-08
1,1,0.5,2,four_unequal,0.30000000000000004,0.08,0.10272570181338729,0.0005873204138808665,7.0480237582348e-05
1,1,0.5,2,four_unequal,0.30000000000000004,0.04,0.10272570181338729,0.00015534714212232884,9.04212934798558e-06
1,1,0.5,2,four_unequal,0.30000000000000004,0.02,0.10272570181338729,3.994796269368232e-05,1.1450358956399085e-06
1,1,0.5,2,four_unequal,0.30000000000000004,0.01,0.10272570181338729,1.0128805640167372e-05,1.4406040005537235e-07
1,1,0.5,2,four_unequal,0.30000000000000004,0.005,0.10272570181338729,2.5501109981022934e-06,1.806596895501124e-08
1,1,1.0,1,one_step,1.0,0.08,0.3600141052643655,0.0022246659791421686,0.0001335946533686323
1,1,1.0,1,one_step,1.0,0.04,0.3600141052643655,0.0005654920322732707,1.6945499383708493e-05
1,1,1.0,1,one_step,1.0,0.02,0.3600141052643655,0.00014265192292529146,2.133852061334304e-06
1,1,1.0,1,one_step,1.0,0.01,0.3600141052643655,3.582986741759968e-05,2.677183403458932e-07
1,1,1.0,1,one_step,1.0,0.005,0.3600141052643655,8.978764547819578e-06,3.352669779121113e-08
1,1,1.0,1,four_equal,0.25,0.08,0.09000352631609138,0.0005241205573718206,7.549960188748168e-05
1,1,1.0,1,four_equal,0.25,0.04,0.09000352631609138,0.00013695803809623294,9.683752990058625e-06
1,1,1.0,1,four_equal,0.25,0.02,0.09000352631609138,3.508631967032753e-05,1.2264598285557872e-06
1,1,1.0,1,four_equal,0.25,0.01,0.09000352631609138,8.883859358788848e-06,1.5432455372517703e-07
1,1,1.0,1,four_equal,0.25,0.005,0.09000352631609138,2.235395655462065e-06,1.9354672485922673e-08
1,1,1.0,1,four_unequal,0.30000000000000004,0.08,0.10800423157930968,0.0006347736299011252,8.412558978866711e-05
1,1,1.0,1,four_unequal,0.30000000000000004,0.04,0.10800423157930968,0.00016516461533826987,1.0763970552717496e-05
1,1,1.0,1,four_unequal,0.30000000000000004,0.02,0.10800423157930968,4.221067961846831e-05,1.3615580564124035e-06
1,1,1.0,1,four_unequal,0.30000000000000004,0.01,0.10800423157930968,1.0674339675376818e-05,1.7121464466542212e-07
1,1,1.0,1,four_unequal,0.30000000000000004,0.005,0.10800423157930968,2.6842082782943366e-06,2.1466058590326355e-08
1,1,1.0,2,one_step,1.0,0.08,0.42935505292388304,0.0025656854955376056,0.00020626657981424364
1,1,1.0,2,one_step,1.0,0.04,0.42935505292388304,0.0006632841604723425,2.6420112141217364e-05
1,1,1.0,2,one_step,1.0,0.02,0.42935505292388304,0.00016872486981201973,3.3430350282743934e-06
1,1,1.0,2,one_step,1.0,0.01,0.42935505292388304,4.255482903672939e-05,4.204325846976252e-07
1,1,1.0,2,one_step,1.0,0.005,0.42935505292388304,1.0686071320448732e-05,5.2714261333162965e-08
1,1,1.0,2,four_equal,0.25,0.08,0.17120950302231214,0.0009414023439560855,0.00015434233785996667
1,1,1.0,2,four_equal,0.25,0.04,0.17120950302231214,0.00025399644177017007,1.9940137041958e-05
1,1,1.0,2,four_equal,0.25,0.02,0.17120950302231214,6.59504992330356e-05,2.533816669801819e-06
1,1,1.0,2,four_equal,0.25,0.01,0.17120950302231214,1.6801709944608215e-05,3.1933335249822094e-07
1,1,1.0,2,four_equal,0.25,0.005,0.17120950302231214,4.240170869026719e-06,4.008032343907604e-08
1,1,1.0,2,four_unequal,0.30000000000000004,0.08,0.187381632776347,0.0010377311627826945,0.00016208121698568778
1,1,1.0,2,four_unequal,0.30000000000000004,0.04,0.187381632776347,0.0002789408168098957,2.0909943352211308e-05
1,1,1.0,2,four_unequal,0.30000000000000004,0.02,0.187381632776347,7.230107225764531e-05,2.655172580311814e-06
1,1,1.0,2,four_unequal,0.30000000000000004,0.01,0.187381632776347,1.8404026832594813e-05,3.3451016541018456e-07
1,1,1.0,2,four_unequal,0.30000000000000004,0.005,0.187381632776347,4.642605379424253e-06,4.19778558882481e-08
1,1,1.5,1,one_step,1.0,0.08,0.5400211578965484,0.0033381716424146324,0.00019998410617565358
1,1,1.5,1,one_step,1.0,0.04,0.5400211578965484,0.0008483767450203971,2.5366667980616906e-05
1,1,1.5,1,one_step,1.0,0.02,0.5400211578965484,0.00021399466412926302,3.194336369913325e-06
1,1,1.5,1,one_step,1.0,0.01,0.5400211578965484,5.374686190415022e-05,4.00774042601934e-07
1,1,1.5,1,one_step,1.0,0.005,0.5400211578965484,1.3468402070277228e-05,5.018976572082059e-08
1,1,1.5,1,four_equal,0.25,0.08,0.1098781128581484,0.0007346787005708674,6.841365584952319e-05
1,1,1.5,1,four_equal,0.25,0.04,0.1098781128581484,0.00017918966401261075,8.744590132281476e-06
1,1,1.5,1,four_equal,0.25,0.02,0.1098781128581484,4.433822286314835e-05,1.1070778614996993e-06
1,1,1.5,1,four_equal,0.25,0.01,0.1098781128581484,1.103386494661379e-05,1.3931945561523305e-07
1,1,1.5,1,four_equal,0.25,0.005,0.1098781128581484,2.752562646258027e-06,1.7475185202507587e-08
