seed,ambient_dim,hidden_dim,condition,time,rollout_bayes_velocity_mse,state_swd_2d,state_intrinsic_swd,state_off_subspace_rms,true_off_subspace_rms,gate_mean,gate_std
20260831,2,128,D0_safe_schedule,0.9,0.1240020245313644,0.0205409879162079,0.0205409879162079,5.1693852753942344e-08,5.2573049913462455e-08,0.1000000238418579,0.0
20260831,2,128,D0_safe_schedule,0.97,0.2745405435562134,0.0200061960153665,0.0200061960153665,5.6057814390442224e-08,5.5274526289395e-08,0.0299999713897705,0.0
20260831,2,128,D0_safe_schedule,0.99,0.0725237652659416,0.0230275330825025,0.0230275330825025,5.6590316432902916e-08,5.650083778618865e-08,0.0099999904632568,0.0
20260831,2,128,D3_oracle_bayes_gate,0.01,0.0002875135396607,0.0292615005339756,0.0292615005339756,5.4322448761467974e-08,5.482566933778799e-08,0.9980313181877136,0.0058758598752319
20260831,2,128,D3_oracle_bayes_gate,0.03,0.000201905349968,0.0311063539767482,0.0311063539767482,5.28471773009187e-08,5.3512387410137314e-08,0.99271422624588,0.0163071006536483
20260831,2,128,D3_oracle_bayes_gate,0.1,0.0002245512150693,0.0236756105668509,0.0236756105668509,5.0695422970648e-08,4.8166953092732e-08,0.961616277694702,0.0960656479001045
20260831,2,128,D3_oracle_bayes_gate,0.3,0.0003021248849108,0.0235118385977737,0.0235118385977737,4.098699690757712e-08,3.9727964917801735e-08,0.7882877588272095,0.3111843466758728
20260831,2,128,D3_oracle_bayes_gate,0.5,0.0008080283878371,0.0200749025000977,0.0200749025000977,3.9444991273285275e-08,3.732086995000827e-08,0.5746742486953735,0.3522554039955139
20260831,2,128,D3_oracle_bayes_gate,0.7,0.0023422087542712,0.0184266866723852,0.0184266866723852,4.279883114577388e-08,4.2173606829010175e-08,0.3887749314308166,0.3404932618141174
20260831,2,128,D3_oracle_bayes_gate,0.9,0.0764930248260498,0.0183650029668392,0.0183650029668392,5.1282633251048544e-08,5.2573049913462455e-08,0.1425442844629287,0.2391157299280166
20260831,2,128,D3_oracle_bayes_gate,0.97,0.0558199919760227,0.0168678875718152,0.0168678875718152,5.5778457408450783e-08,5.5274526289395e-08,0.1196984201669693,0.1708492338657379
20260831,2,128,D3_oracle_bayes_gate,0.99,0.0153595618903636,0.0222292364231996,0.0222292364231996,5.7317805612910895e-08,5.650083778618865e-08,0.0127983838319778,0.0467487648129463
20260831,2,128,D1_scaled_gate,0.01,0.0090443631634116,0.0294148023813968,0.0294148023813968,5.2908177394783706e-08,5.482566933778799e-08,0.9542465209960938,0.0337997898459434
20260831,2,128,D1_scaled_gate,0.03,0.0015998281305655,0.0315178860790368,0.0315178860790368,5.2780940507091145e-08,5.3512387410137314e-08,0.937602996826172,0.0449575595557689
20260831,2,128,D1_scaled_gate,0.1,0.0004310798249207,0.0239770363012744,0.0239770363012744,5.001957958938875e-08,4.8166953092732e-08,0.9212313294410706,0.0520570464432239
20260831,2,128,D1_scaled_gate,0.3,0.0006545953219756,0.0238753823296646,0.0238753823296646,4.084915516955334e-08,3.9727964917801735e-08,0.8576400876045227,0.0647327676415443
20260831,2,128,D1_scaled_gate,0.5,0.000992291024886,0.0209110189405669,0.0209110189405669,3.8839061744511134e-08,3.732086995000827e-08,0.6161950826644897,0.0741099193692207
20260831,2,128,D1_scaled_gate,0.7,0.0036069576162844,0.018144601722221,0.018144601722221,4.2964657609445573e-08,4.2173606829010175e-08,0.2280051112174987,0.0722032189369201
20260831,2,128,D1_scaled_gate,0.9,0.1185213848948478,0.0193914084074436,0.0193914084074436,5.285191306825254e-08,5.2573049913462455e-08,0.0148620530962944,0.0161717627197504
20260831,2,128,D1_scaled_gate,0.97,0.2707338035106659,0.0187226284888724,0.0187226284888724,5.5598761150577054e-08,5.5274526289395e-08,0.0178711749613285,0.0175986345857381
20260831,2,128,D1_scaled_gate,0.99,0.0806236416101455,0.0217568319289768,0.0217568319289768,5.6817878402171125e-08,5.650083778618865e-08,0.0281080175191164,0.0238086674362421
20260831,2,128,D2_velocity_gate,0.01,0.0008250492974184,0.029314096399106,0.029314096399106,5.442372952302321e-08,5.482566933778799e-08,0.9982227087020874,0.0018838278483599
