base,k,variant,delta_u_resnet_top1,delta_u_resnet_top1_lo,delta_u_resnet_top1_hi,delta_u_convnext_top1,delta_u_convnext_top1_lo,delta_u_convnext_top1_hi,reduction_write_rms,reduction_write_rms_lo,reduction_write_rms_hi,reduction_agreement_rms,reduction_agreement_rms_lo,reduction_agreement_rms_hi,n
cfg_high,40,local_fit,0.0,0.0,0.0,0.0,0.0,0.0,0.1332045582588429,0.07496789725230972,0.18992250264544727,0.022495963233577027,0.01729200645222572,0.02818413320197529,64
cfg_high,40,local_radius,-0.015625,-0.046875,0.0,-0.015625,-0.046875,0.0,0.07270224458316148,-0.0259266737407335,0.16386720531262405,0.023384473411806134,0.010927628776470903,0.033782028487937106,64
cfg_high,40,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
cfg_high,40,write_fit,0.0,0.0,0.0,0.0,0.0,0.0,0.4231667996875461,0.41515448141280886,0.43144397118310107,0.01690155710316351,-0.0010666211978808597,0.029302191137636217,64
cfg_high,40,write_radius,0.0,0.0,0.0,0.0,0.0,0.0,0.2859375278840574,0.258405622636135,0.31085394333603705,0.02481976665060287,0.00454421252104059,0.03946635587137593,64
cfg_tuned,8,agreement_fit,0.0,0.0,0.0,0.015625,0.0,0.046875,0.03122829850108186,0.019769156032560072,0.044904931224698054,0.03570398251171675,0.027663166752467588,0.04465919147809742,64
cfg_tuned,8,agreement_radius,0.078125,0.015625,0.140625,0.015625,-0.03125,0.0625,0.07630616332514455,0.030671766766594877,0.12502155300046253,0.11504429171183514,0.08589279941527724,0.14453552112978857,64
cfg_tuned,8,cfg_radius,0.078125,0.015625,0.140625,0.015625,-0.03125,0.0625,0.17407195227193956,0.14336669468431174,0.20683402974668952,0.06254395454985195,0.022680902670593795,0.10274721986081987,64
cfg_tuned,8,cycle_radius,0.0,0.0,0.0,0.0,-0.046875,0.046875,-0.020422875113247044,-0.05632647904575339,0.012343486810705948,-0.004605543198226626,-0.0327429578116493,0.021628797074964005,64
cfg_tuned,8,fsg_capped,0.0625,0.015625,0.125,0.046875,0.0,0.109375,0.09495758813093019,0.07026836664950722,0.12281579881028903,0.028663580396545173,0.0030292626942368004,0.0541576405208297,64
cfg_tuned,8,fsg_radius,0.0625,0.015625,0.125,0.046875,0.0,0.109375,0.09495758606844454,0.07026835941898982,0.12281580046603406,0.028663580960295382,0.0030292830438866216,0.054157633932933234,64
cfg_tuned,8,full_inverse_capped,0.03125,0.0,0.09375,-0.03125,-0.09375,0.0,0.0955814052778625,0.07857163655022151,0.11394635312123982,0.0012401157907619698,-0.015281155407168153,0.018266475585506838,32
cfg_tuned,8,full_inverse_oracle,0.46875,0.3125,0.625,0.375,0.21875,0.53125,0.9990381719244943,0.9986162490746772,0.9993705957946889,0.19958872183044654,0.14207623020941035,0.25855176315707223,32
cfg_tuned,8,guided_write_fit,0.03125,0.0,0.078125,0.015625,-0.03125,0.078125,0.08614142534905173,0.0714854236647861,0.10336759762788032,0.011868839795086268,-0.009758680548941244,0.031898275957799746,64
cfg_tuned,8,guided_write_radius,0.078125,0.015625,0.140625,0.0,-0.046875,0.046875,0.1777368558843194,0.146989162116788,0.20946912400845563,0.06607030724266504,0.02786552344299401,0.10470304862821574,64
cfg_tuned,8,local_fit,0.015625,0.0,0.046875,0.0,-0.046875,0.046875,0.01516800092962748,0.005214709909652729,0.02611689027898559,0.012892977343270861,0.005662351035399737,0.021036981533285735,64
cfg_tuned,8,local_radius,0.046875,0.0,0.109375,0.0,-0.046875,0.046875,0.02578077672195183,-0.023256231921394324,0.07691427669768315,0.056605924548408335,0.025710428706632406,0.09033726764983764,64
cfg_tuned,8,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
cfg_tuned,8,write_fit,0.03125,0.0,0.078125,0.0,-0.046875,0.046875,0.09088234640661197,0.0760413555059883,0.1073155542122522,0.022694119160187896,0.005186826449993327,0.039390036351824094,64
cfg_tuned,8,write_radius,0.109375,0.03125,0.1875,0.015625,-0.03125,0.0625,0.17663947082353887,0.14621028679130205,0.2076317068190973,0.0698532336176223,0.03244027466667952,0.10736737862451794,64
cfg_tuned,24,agreement_fit,0.015625,0.0,0.046875,0.0,0.0,0.0,0.012433052494957787,-0.0028028598644288115,0.027500759380129945,0.030331476797774003,0.023361063589505928,0.03967561643629246,64
cfg_tuned,24,agreement_radius,0.046875,-0.015625,0.125,0.015625,0.0,0.046875,0.022522429670968975,-0.03721382069275732,0.0790687914897525,0.06576822539405844,0.05230151718422376,0.08172149251841555,64
cfg_tuned,24,cfg_radius,0.078125,0.015625,0.15625,0.0625,0.015625,0.125,0.26146269134309397,0.2403304660162383,0.2818203996669585,0.021834296404200634,0.002880142961523966,0.0406587691715987,64
cfg_tuned,24,cycle_radius,-0.015625,-0.0625,0.03125,0.015625,0.0,0.046875,-0.015296669000066682,-0.031061427064767385,-2.529308957449429e-05,-0.017845886537889714,-0.02719208125338106,-0.008620033566806986,64
cfg_tuned,24,fsg_capped,0.0625,0.0,0.140625,0.046875,0.0,0.109375,0.11345585357844135,0.09067042841780952,0.13271017355549444,-0.01244359939878865,-0.024310819485686225,-0.0010878753571007822,64
cfg_tuned,24,fsg_radius,0.046875,-0.015625,0.125,0.046875,0.0,0.109375,0.11345589508227186,0.09067048881034713,0.13271017522492579,-0.012443568558886151,-0.02431080148113345,-0.001087850737577522,64
cfg_tuned,24,full_inverse_capped,0.09375,0.0,0.1875,0.0625,0.0,0.15625,0.16219728423680177,0.14851173052382433,0.17688042013551872,-0.014887679382173929,-0.02979762708083881,-0.0014589826332582028,32
cfg_tuned,24,full_inverse_oracle,0.40625,0.25,0.59375,0.21875,0.09375,0.375,0.9990771298953911,0.9985589000845283,0.9994843743610531,0.04047663750095597,-0.0018594888251807305,0.08155825335526824,32
cfg_tuned,24,guided_write_fit,0.078125,0.015625,0.15625,0.046875,0.0,0.109375,0.21448381059197885,0.1992741104976597,0.22963244449231363,0.003148701223477237,-0.011744976966809807,0.01758732864119938,64
cfg_tuned,24,guided_write_radius,0.078125,0.015625,0.15625,0.0625,0.015625,0.125,0.2559738136697176,0.22529661762026626,0.2799010149397587,0.02489095686689701,0.005014207465887901,0.044148003691383435,64
cfg_tuned,24,local_fit,0.03125,0.0,0.078125,0.015625,0.0,0.046875,0.03097067070797771,0.012631448782445825,0.05025385907609835,0.003643592232860723,-0.0034663977853439457,0.00955663755260163,64
cfg_tuned,24,local_radius,0.03125,0.0,0.078125,0.015625,-0.03125,0.078125,0.04463649909493701,-0.009758975287184916,0.09697242802194271,0.02567822404832165,0.0115399411560971,0.040037795035180235,64
cfg_tuned,24,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
cfg_tuned,24,write_fit,0.078125,0.015625,0.15625,0.046875,0.0,0.109375,0.2328263838918841,0.2157096046757592,0.24959529567586541,0.010151601338757213,-0.005877756381899194,0.025923469578177982,64
cfg_tuned,24,write_radius,0.078125,0.015625,0.15625,0.0625,0.015625,0.125,0.2513138984710309,0.21985141399024674,0.2758307572701826,0.02628975624959905,0.0061807284493844835,0.04568408062020862,64
cfg_tuned,40,agreement_fit,-0.015625,-0.046875,0.0,0.0,0.0,0.0,0.03819186322579933,0.008034968396963162,0.0684207753338216,0.01246529852812921,0.010818084442139681,0.014191207319752298,64
cfg_tuned,40,agreement_radius,0.0,0.0,0.0,0.0,0.0,0.0,0.0964822350183449,0.03598253810471041,0.15731313141987202,0.016564692270024772,0.009937919870298802,0.021511078005633715,64
cfg_tuned,40,cfg_radius,0.0,0.0,0.0,0.015625,0.0,0.046875,0.3460509242914921,0.33752824106360313,0.35440587673432283,0.010106126817823314,0.0027705983135688913,0.01579484392406758,64
cfg_tuned,40,cycle_radius,0.0,0.0,0.0,0.015625,0.0,0.046875,-0.12061082630520349,-0.1368195127516489,-0.1046054802309656,-0.010058891896369581,-0.01992714846624057,-0.003783487508594499,64
cfg_tuned,40,fsg_capped,0.0,0.0,0.0,0.015625,0.0,0.046875,0.07934836718429789,0.06280458307871298,0.09638048201494641,0.0002732620108963947,-0.002439062218861827,0.0030083595547156544,64
cfg_tuned,40,fsg_radius,0.0,0.0,0.0,0.015625,0.0,0.046875,0.07934834147075887,0.06280454298471153,0.0963804854102045,0.0002732874180904465,-0.002439041445596174,0.0030084132131566223,64
cfg_tuned,40,full_inverse_capped,0.0,0.0,0.0,0.03125,0.0,0.09375,0.2837498917970448,0.26692306624368883,0.29955766827755287,0.0060588061294510505,0.001841812948057564,0.009805971747083244,32
cfg_tuned,40,full_inverse_oracle,0.0,0.0,0.0,0.0625,0.0,0.15625,0.9972316808330608,0.9948079806995571,0.9986813556663948,0.023825628625325265,0.008810313987594832,0.03793875349652351,32
cfg_tuned,40,guided_write_fit,0.0,0.0,0.0,0.0,0.0,0.0,0.3421330678132001,0.33327198413723974,0.35063385179603973,0.00977751387959546,0.004585538996951653,0.014371786854667355,64
cfg_tuned,40,guided_write_radius,0.0,0.0,0.0,0.015625,0.0,0.046875,0.3409071939256154,0.3325327406637936,0.348977258144889,0.010654906233668746,0.003094810690828962,0.016465846554331448,64
cfg_tuned,40,local_fit,0.0,0.0,0.0,0.0,0.0,0.0,0.10927184884842117,0.07070188413083663,0.14467090257957085,0.009437082968193724,0.006954515671367396,0.012052155787172024,64
cfg_tuned,40,local_radius,0.0,0.0,0.0,0.0,0.0,0.0,0.14084598160764633,0.07175704647799586,0.20631227583958006,0.016407446063522325,0.011541086522186283,0.021732151663502425,64
cfg_tuned,40,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
cfg_tuned,40,write_fit,0.0,0.0,0.0,0.015625,0.0,0.046875,0.34328136455837566,0.33494083983962514,0.35151935565180203,0.009445092776789584,0.003733675136006386,0.014369549945937634,64
cfg_tuned,40,write_radius,0.0,0.0,0.0,0.015625,0.0,0.046875,0.34097173273555403,0.3327086383163494,0.3489069688474476,0.010689258232775818,0.003146640593229885,0.01650249382023438,64
