output_row,sample_id,label,source_row,paired_X_row,v2_vector_row,step_index,domain,t,R_F,R_W,R_B,C_W,Q_W,Q_W_zero,R_W_minus_R_F,identity_W_residual,identity_W_allowed_bound,oracle_C_over_Q_W_descriptive,delta_W_fp32_minus_fp64_max_abs,delta_W_fp32_minus_fp64_rms,C_B,Q_B,Q_B_zero,R_B_minus_R_F,identity_B_residual,identity_B_allowed_bound,oracle_C_over_Q_B_descriptive,delta_B_fp32_minus_fp64_max_abs,delta_B_fp32_minus_fp64_rms
68,4,4,356051,4,132,97,teacher,0.1983470916748047,0.0416886696128795,0.3410174954710048,0.05850259869224606,0.0003614001701610463,0.2986060255178032,False,0.2993288258581253,5.551115123125783e-17,6.9865765171625044e-12,0.0012102909495357763,0.0,0.0,-0.00231148262621867,0.021436894331803902,False,0.01681392907936656,0.0,1.428737886636078e-12,-0.10782730886485459,0.0,0.0
69,5,5,843767,5,133,97,teacher,0.1983470916748047,0.038887432913446755,0.3205765722427147,0.05272110462295998,0.00020554761740540755,0.2812780440944571,False,0.2816891393292679,0.0,6.6337827865853576e-12,0.0007307631069006644,0.0,0.0,-0.0018357582867219576,0.01750518828295714,False,0.013833671709513225,3.469446951953614e-18,1.3501037656591427e-12,-0.10486938255381303,0.0,0.0
70,6,6,756795,6,134,97,teacher,0.1983470916748047,0.03471210609009642,0.26813156518717407,0.04609040404958168,0.0018000875425856627,0.22981928401190632,False,0.23341945909707765,0.0,5.6683891819415525e-12,0.007832621837305894,0.0,0.0,-0.0011567984480027743,0.013691894855490806,False,0.011378297959485258,0.0,1.2738378971098161e-12,-0.08448782730309005,0.0,0.0
71,7,7,67027,7,135,97,teacher,0.1983470916748047,0.031977079162855075,0.2690344698226916,0.04373449018484423,0.001837539857310346,0.23338231094521583,False,0.2370573906598365,-2.7755575615628914e-17,5.741147813196729e-12,0.007873518133693046,0.0,0.0,-0.0014745772142487129,0.014706565450486582,False,0.011757411021989156,0.0,1.2941313090097316e-12,-0.10026659312218442,0.0,0.0
72,0,0,985579,0,144,99,teacher,0.07476635277271271,0.009719240974364409,0.33566030337673447,0.022012776968390827,0.0008593590058830402,0.324222344390604,False,0.3259410624023701,0.0,7.518821248047401e-12,0.0026505236938504616,0.0,0.0,-0.0016478448782318205,0.01558922575049006,False,0.012293535994026418,-1.734723475976807e-18,1.3117845150098012e-12,-0.105704087207796,0.0,0.0
73,1,1,801642,1,145,99,teacher,0.07476635277271271,0.010409561513870142,0.37096192325110017,0.025764664575940434,0.0011425325662697229,0.3582672966046906,False,0.36055236173723004,0.0,8.2110472347446e-12,0.003189050681146554,0.0,0.0,-0.0019478928322305654,0.019250888726531423,False,0.015355103062070292,0.0,1.3850177745306283e-12,-0.1011845665881386,0.0,0.0
74,2,2,769290,2,146,99,teacher,0.07476635277271271,0.010171202873238151,0.35656132781821975,0.02468918732885102,0.0009037999117970548,0.3445825251213875,False,0.3463901249449816,0.0,7.927802498899632e-12,0.0026228837677670087,0.0,0.0,-0.0020192950105370564,0.01855657447668698,False,0.01451798445561287,0.0,1.3711314895337395e-12,-0.10881830658314333,0.0,0.0
75,3,3,1066283,3,147,99,teacher,0.07476635277271271,0.010133486916693102,0.35888139012131376,0.02408190559953385,-0.00010565620396298797,0.3489592156125466,False,0.3487479032046207,5.551115123125783e-17,7.979184312250931e-12,-0.00030277522196261254,0.0,0.0,-0.0018810897022208195,0.017710598087282387,False,0.013948418682840748,0.0,1.3542119617456477e-12,-0.10621265825977899,0.0,0.0
76,4,4,356051,4,148,99,teacher,0.07476635277271271,0.012351283885631064,0.4031584481459597,0.03392659299657519,0.0016010125178055265,0.38760513922471757,False,0.39080716426032863,0.0,8.816143285206573e-12,0.0041305244842930865,0.0,0.0,-0.0025341749678577333,0.02664365904665959,False,0.021575309110944123,0.0,1.5328731809331918e-12,-0.09511362397408595,0.0,0.0
77,5,5,843767,5,149,99,teacher,0.07476635277271271,0.011215080582212095,0.3847987817034689,0.028784086932917733,0.0015906059561261697,0.3704024892090044,False,0.3735837011212568,0.0,8.471674022425134e-12,0.0042942636792828075,0.0,0.0,-0.002425620772761066,0.02242024789622777,False,0.017569006350705636,0.0,1.4484049579245553e-12,-0.10818884715227342,0.0,0.0
78,6,6,756795,6,150,99,teacher,0.07476635277271271,0.009980499095374525,0.3306471482011599,0.023221564086579632,0.001448192763377423,0.31777026357903054,False,0.3206666491057854,0.0,7.413332982115707e-12,0.004557357718329275,0.0,0.0,-0.0017109261470745936,0.0166629172853543,False,0.013241064991205108,-3.469446951953614e-18,1.3332583457070859e-12,-0.10267866771314976,0.0,0.0
79,7,7,67027,7,151,99,teacher,0.07476635277271271,0.009903762810821079,0.3360024596204229,0.02327352529254229,0.0022045570929132285,0.3216895826237754,False,0.32609869680960185,0.0,7.521973936192036e-12,0.006853057145750092,0.0,0.0,-0.0018204748311543004,0.01701071214402981,False,0.01336976248172121,0.0,1.3402142428805962e-12,-0.10701931910553351,0.0,0.0
