arm,idea_id,family,key,role,solver,strength,theta,external_semantics,fid,full_calls_per_image,prefix_calls_per_image,auxiliary_decoder_images_per_output,auxiliary_classifier_images_per_output,sum_batch_gpu_seconds,priority_batch_traces_audited,complete
i08_conditional_anchor_11,8,i08_conditional_anchor,conditional_anchor,candidate,heun64,2.75,10.0,False,54.7432462999638,580.0,0.0,0.0,0.0,406.15829793643206,0,True
i09_renoise_contract_00,9,i09_renoise_contract,renoise_contract,candidate,heun64,0.5,0.25,False,54.20745076302802,400.0,0.0,0.0,0.0,282.97438431717455,0,True
i09_renoise_contract_01,9,i09_renoise_contract,renoise_contract,candidate,heun64,0.5,0.5,False,54.131957420501635,400.0,0.0,0.0,0.0,282.8383422512561,0,True
i09_renoise_contract_02,9,i09_renoise_contract,renoise_contract,candidate,heun64,0.5,0.75,False,53.97843986004932,400.0,0.0,0.0,0.0,284.03204636089504,0,True
i09_renoise_contract_03,9,i09_renoise_contract,renoise_contract,candidate,heun64,1.25,0.25,False,45.730221282201285,400.0,0.0,0.0,0.0,282.2929008784704,0,True
i09_renoise_contract_04,9,i09_renoise_contract,renoise_contract,candidate,heun64,1.25,0.5,False,45.70395282100901,400.0,0.0,0.0,0.0,286.8188794548623,0,True
i09_renoise_contract_05,9,i09_renoise_contract,renoise_contract,candidate,heun64,1.25,0.75,False,45.774013019484926,400.0,0.0,0.0,0.0,283.0786995184608,0,True
i09_renoise_contract_06,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.0,0.25,False,49.67205030183118,400.0,0.0,0.0,0.0,284.27442056965083,0,True
i09_renoise_contract_07,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.0,0.5,False,49.67390493131927,400.0,0.0,0.0,0.0,280.8944331384264,0,True
i09_renoise_contract_08,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.0,0.75,False,49.952720384088366,400.0,0.0,0.0,0.0,287.80042840447277,0,True
i09_renoise_contract_09,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.75,0.25,False,54.93498356105306,400.0,0.0,0.0,0.0,283.08086264971644,0,True
i09_renoise_contract_10,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.75,0.5,False,54.95857241424824,400.0,0.0,0.0,0.0,285.8697670432739,0,True
i09_renoise_contract_11,9,i09_renoise_contract,renoise_contract,candidate,heun64,2.75,0.75,False,55.034838464765244,400.0,0.0,0.0,0.0,280.89940621564165,0,True
i10_condition_continuum_00,10,i10_condition_continuum,condition_continuum,candidate,heun64,0.5,0.25,False,54.3036085914589,708.0,0.0,0.0,0.0,484.1520818034187,0,True
i10_condition_continuum_01,10,i10_condition_continuum,condition_continuum,candidate,heun64,0.5,0.5,False,54.2764502134969,708.0,0.0,0.0,0.0,484.2367862779647,0,True
i10_condition_continuum_02,10,i10_condition_continuum,condition_continuum,candidate,heun64,0.5,0.75,False,54.31559520587473,708.0,0.0,0.0,0.0,483.0100354659371,0,True
i10_condition_continuum_03,10,i10_condition_continuum,condition_continuum,candidate,heun64,1.25,0.25,False,45.63414106214668,708.0,0.0,0.0,0.0,483.68758332310244,0,True
i10_condition_continuum_04,10,i10_condition_continuum,condition_continuum,candidate,heun64,1.25,0.5,False,45.71619065900711,708.0,0.0,0.0,0.0,479.8815100081265,0,True
i10_condition_continuum_05,10,i10_condition_continuum,condition_continuum,candidate,heun64,1.25,0.75,False,45.665314179791494,708.0,0.0,0.0,0.0,484.150949313771,0,True
i10_condition_continuum_06,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.0,0.25,False,49.78621284051866,708.0,0.0,0.0,0.0,482.36579061532393,0,True
i10_condition_continuum_07,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.0,0.5,False,49.77802933451187,708.0,0.0,0.0,0.0,482.68634727038443,0,True
i10_condition_continuum_08,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.0,0.75,False,49.88015641514187,708.0,0.0,0.0,0.0,479.61920001357794,0,True
i10_condition_continuum_09,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.75,0.25,False,54.9002477079016,708.0,0.0,0.0,0.0,483.4538266984746,0,True
i10_condition_continuum_10,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.75,0.5,False,54.88814676349796,708.0,0.0,0.0,0.0,481.82685386762023,0,True
i10_condition_continuum_11,10,i10_condition_continuum,condition_continuum,candidate,heun64,2.75,0.75,False,55.01787647191554,708.0,0.0,0.0,0.0,482.18814858142287,0,True
i11_semantic_bernoulli_00,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,0.5,0.0,True,54.96844921266904,676.0,0.0,16.0,16.0,697.3805300733075,0,True
i11_semantic_bernoulli_01,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,0.5,0.1,True,54.45209412117367,676.0,0.0,16.0,16.0,694.9988624104299,0,True
i11_semantic_bernoulli_02,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,0.5,1.0,True,54.28873184875749,676.0,0.0,16.0,16.0,697.0485146259889,0,True
i11_semantic_bernoulli_03,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,1.25,0.0,True,45.58522683322104,676.0,0.0,16.0,16.0,695.0062685939483,0,True
i11_semantic_bernoulli_04,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,1.25,0.1,True,45.58587569003697,676.0,0.0,16.0,16.0,697.049330722075,0,True
i11_semantic_bernoulli_05,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,1.25,1.0,True,45.640508944019416,676.0,0.0,16.0,16.0,695.8034931877628,0,True
i11_semantic_bernoulli_06,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.0,0.0,True,49.66168092113355,676.0,0.0,16.0,16.0,703.2966826152988,0,True
i11_semantic_bernoulli_07,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.0,0.1,True,49.86142373321866,676.0,0.0,16.0,16.0,698.4954981524497,0,True
i11_semantic_bernoulli_08,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.0,1.0,True,49.952984219459665,676.0,0.0,16.0,16.0,701.3754085516557,0,True
i11_semantic_bernoulli_09,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.75,0.0,True,54.3407279689485,676.0,0.0,16.0,16.0,698.6303481590003,0,True
i11_semantic_bernoulli_10,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.75,0.1,True,54.806842326716094,676.0,0.0,16.0,16.0,696.6677127312869,0,True
i11_semantic_bernoulli_11,11,i11_semantic_bernoulli,semantic_bernoulli,candidate,heun64,2.75,1.0,True,54.895341532030216,676.0,0.0,16.0,16.0,698.5852135736495,0,True
i12_semantic_distribution_00,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,0.5,0.5,True,53.997093842455854,484.0,0.0,16.0,16.0,572.8673196006566,0,True
i12_semantic_distribution_01,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,0.5,1.0,True,53.94045575067639,484.0,0.0,16.0,16.0,571.5344756226987,0,True
i12_semantic_distribution_02,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,0.5,2.0,True,54.11591053929146,484.0,0.0,16.0,16.0,571.3900181418285,0,True
i12_semantic_distribution_03,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,1.25,0.5,True,45.70174335535137,484.0,0.0,16.0,16.0,571.0306551065296,0,True
i12_semantic_distribution_04,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,1.25,1.0,True,45.756985079502215,484.0,0.0,16.0,16.0,572.3465366903692,0,True
i12_semantic_distribution_05,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,1.25,2.0,True,45.716646837721896,484.0,0.0,16.0,16.0,575.281885009259,0,True
i12_semantic_distribution_06,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.0,0.5,True,50.082821363281425,484.0,0.0,16.0,16.0,573.7129946607165,0,True
i12_semantic_distribution_07,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.0,1.0,True,49.900286310277295,484.0,0.0,16.0,16.0,572.5736087942496,0,True
i12_semantic_distribution_08,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.0,2.0,True,49.95778078614961,484.0,0.0,16.0,16.0,571.1185801541433,0,True
i12_semantic_distribution_09,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.75,0.5,True,55.10724664931473,484.0,0.0,16.0,16.0,570.0288488911465,0,True
i12_semantic_distribution_10,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.75,1.0,True,54.900688578245365,484.0,0.0,16.0,16.0,573.4778095791116,0,True
i12_semantic_distribution_11,12,i12_semantic_distribution,semantic_distribution,candidate,heun64,2.75,2.0,True,54.88719433254687,484.0,0.0,16.0,16.0,571.7739650448784,0,True
i13_semantic_margin_00,13,i13_semantic_margin,semantic_margin,candidate,heun64,0.5,0.5,True,53.54436944667185,356.0,0.0,8.0,8.0,370.92728949710727,0,True
i13_semantic_margin_01,13,i13_semantic_margin,semantic_margin,candidate,heun64,0.5,1.0,True,53.49668187128276,356.0,0.0,8.0,8.0,372.4721263474785,0,True
i13_semantic_margin_02,13,i13_semantic_margin,semantic_margin,candidate,heun64,0.5,2.0,True,53.45303652176227,356.0,0.0,8.0,8.0,374.3130245292559,0,True
i13_semantic_margin_03,13,i13_semantic_margin,semantic_margin,candidate,heun64,1.25,0.5,True,45.723046101748764,356.0,0.0,8.0,8.0,372.91760991094634,0,True
i13_semantic_margin_04,13,i13_semantic_margin,semantic_margin,candidate,heun64,1.25,1.0,True,45.7485290484513,356.0,0.0,8.0,8.0,370.73468435462564,0,True
i13_semantic_margin_05,13,i13_semantic_margin,semantic_margin,candidate,heun64,1.25,2.0,True,45.76909953791301,356.0,0.0,8.0,8.0,370.5878381500952,0,True
i13_semantic_margin_06,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.0,0.5,True,50.037469680690094,356.0,0.0,8.0,8.0,372.9163418239914,0,True
i13_semantic_margin_07,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.0,1.0,True,50.095062952448245,356.0,0.0,8.0,8.0,373.6366021139547,0,True
i13_semantic_margin_08,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.0,2.0,True,50.12806083880025,356.0,0.0,8.0,8.0,369.6874143634923,0,True
i13_semantic_margin_09,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.75,0.5,True,54.8877500308177,356.0,0.0,8.0,8.0,370.6832607504912,0,True
i13_semantic_margin_10,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.75,1.0,True,54.91517495128636,356.0,0.0,8.0,8.0,371.156838635914,0,True
i13_semantic_margin_11,13,i13_semantic_margin,semantic_margin,candidate,heun64,2.75,2.0,True,54.84221719890115,356.0,0.0,8.0,8.0,371.3200057162903,0,True
i14_semantic_teacher_00,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,0.5,0.0,True,53.454431719874606,388.0,0.0,10.0,10.0,422.6774252988398,0,True
i14_semantic_teacher_01,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,0.5,0.5,True,53.443703778128395,388.0,0.0,10.0,10.0,421.55116718309,0,True
i14_semantic_teacher_02,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,0.5,1.0,True,53.664390856961234,388.0,0.0,10.0,10.0,422.1556292963214,0,True
i14_semantic_teacher_03,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,1.25,0.0,True,45.68308482081437,388.0,0.0,10.0,10.0,420.86627466231585,0,True
i14_semantic_teacher_04,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,1.25,0.5,True,45.64252092263558,388.0,0.0,10.0,10.0,422.49301678780466,0,True
i14_semantic_teacher_05,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,1.25,1.0,True,45.72483078308733,388.0,0.0,10.0,10.0,423.6138661480509,0,True
i14_semantic_teacher_06,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.0,0.0,True,50.321239762886535,388.0,0.0,10.0,10.0,422.9665233953856,0,True
i14_semantic_teacher_07,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.0,0.5,True,50.13591144607983,388.0,0.0,10.0,10.0,422.51019068062305,0,True
i14_semantic_teacher_08,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.0,1.0,True,49.776219678593804,388.0,0.0,10.0,10.0,421.4418036597781,0,True
i14_semantic_teacher_09,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.75,0.0,True,55.4254276706576,388.0,0.0,10.0,10.0,421.15069255791605,0,True
i14_semantic_teacher_10,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.75,0.5,True,55.39600316005931,388.0,0.0,10.0,10.0,421.24041601782665,0,True
i14_semantic_teacher_11,14,i14_semantic_teacher,semantic_teacher,candidate,heun64,2.75,1.0,True,55.30107053841459,388.0,0.0,10.0,10.0,421.85854133358225,0,True
i15_contrastive_future_00,15,i15_contrastive_future,contrastive_future,candidate,heun64,0.5,0.1,False,54.184832617093434,708.0,0.0,0.0,0.0,489.08441383205354,0,True
i15_contrastive_future_01,15,i15_contrastive_future,contrastive_future,candidate,heun64,0.5,0.5,False,54.17952030339438,708.0,0.0,0.0,0.0,490.1203534696251,0,True
i15_contrastive_future_02,15,i15_contrastive_future,contrastive_future,candidate,heun64,0.5,2.0,False,54.240061976366576,708.0,0.0,0.0,0.0,488.7463351143524,0,True
i15_contrastive_future_03,15,i15_contrastive_future,contrastive_future,candidate,heun64,1.25,0.1,False,45.65414874279645,708.0,0.0,0.0,0.0,490.7297037434764,0,True
i15_contrastive_future_04,15,i15_contrastive_future,contrastive_future,candidate,heun64,1.25,0.5,False,45.64631782354792,708.0,0.0,0.0,0.0,493.6337207304314,0,True
i15_contrastive_future_05,15,i15_contrastive_future,contrastive_future,candidate,heun64,1.25,2.0,False,45.68613430501142,708.0,0.0,0.0,0.0,490.8878242787905,0,True
i15_contrastive_future_06,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.0,0.1,False,49.86608930099294,708.0,0.0,0.0,0.0,490.6945545449853,0,True
i15_contrastive_future_07,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.0,0.5,False,49.85781721569106,708.0,0.0,0.0,0.0,495.2919677440077,0,True
i15_contrastive_future_08,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.0,2.0,False,49.77709248655185,708.0,0.0,0.0,0.0,492.4618323906325,0,True
i15_contrastive_future_09,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.75,0.1,False,54.94190722882962,708.0,0.0,0.0,0.0,492.4671153705567,0,True
i15_contrastive_future_10,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.75,0.5,False,55.078078392965836,708.0,0.0,0.0,0.0,489.6065718908794,0,True
i15_contrastive_future_11,15,i15_contrastive_future,contrastive_future,candidate,heun64,2.75,2.0,False,55.0641517774954,708.0,0.0,0.0,0.0,492.7604473698884,0,True
i16_multi_rival_future_00,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,0.5,0.1,False,54.34598406097086,1156.0,0.0,0.0,0.0,793.2060113213956,0,True
i16_multi_rival_future_01,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,0.5,0.5,False,54.3078851448077,1156.0,0.0,0.0,0.0,793.6962969563901,0,True
i16_multi_rival_future_02,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,0.5,1.0,False,54.30115508677096,1156.0,0.0,0.0,0.0,783.9683917248622,0,True
i16_multi_rival_future_03,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,1.25,0.1,False,45.682803835351365,1156.0,0.0,0.0,0.0,790.9607449048199,0,True
i16_multi_rival_future_04,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,1.25,0.5,False,45.67907811227468,1156.0,0.0,0.0,0.0,787.1343641886488,0,True
i16_multi_rival_future_05,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,1.25,1.0,False,45.6457973462866,1156.0,0.0,0.0,0.0,785.8374170484021,0,True
i16_multi_rival_future_06,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.0,0.1,False,49.90995731568756,1156.0,0.0,0.0,0.0,784.5770295658149,0,True
i16_multi_rival_future_07,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.0,0.5,False,49.82197761653197,1156.0,0.0,0.0,0.0,786.0248482059687,0,True
i16_multi_rival_future_08,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.0,1.0,False,49.80419635785546,1156.0,0.0,0.0,0.0,786.2817169260234,0,True
i16_multi_rival_future_09,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.75,0.1,False,54.9435841993685,1156.0,0.0,0.0,0.0,789.2486185408197,0,True
i16_multi_rival_future_10,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.75,0.5,False,54.990341776056084,1156.0,0.0,0.0,0.0,786.2359436717816,0,True
i16_multi_rival_future_11,16,i16_multi_rival_future,multi_rival_future,candidate,heun64,2.75,1.0,False,54.894898589592856,1156.0,0.0,0.0,0.0,786.9274547141977,0,True
i17_whitened_root_00,17,i17_whitened_root,whitened_root,candidate,heun64,0.5,0.01,False,54.21662988486031,484.0,0.0,0.0,0.0,345.2654501493089,0,True
i17_whitened_root_01,17,i17_whitened_root,whitened_root,candidate,heun64,0.5,0.1,False,54.21217448004461,484.0,0.0,0.0,0.0,344.3344031381421,0,True
i17_whitened_root_02,17,i17_whitened_root,whitened_root,candidate,heun64,0.5,1.0,False,54.1803614075377,484.0,0.0,0.0,0.0,344.95237179426476,0,True
i17_whitened_root_03,17,i17_whitened_root,whitened_root,candidate,heun64,1.25,0.01,False,45.64439081689886,484.0,0.0,0.0,0.0,344.7535931598395,0,True
i17_whitened_root_04,17,i17_whitened_root,whitened_root,candidate,heun64,1.25,0.1,False,45.647184413943876,484.0,0.0,0.0,0.0,343.41936336876824,0,True
i17_whitened_root_05,17,i17_whitened_root,whitened_root,candidate,heun64,1.25,1.0,False,45.64615370149585,484.0,0.0,0.0,0.0,343.0581350168213,0,True
i17_whitened_root_06,17,i17_whitened_root,whitened_root,candidate,heun64,2.0,0.01,False,49.96205569905692,484.0,0.0,0.0,0.0,347.2334466725588,0,True
i17_whitened_root_07,17,i17_whitened_root,whitened_root,candidate,heun64,2.0,0.1,False,49.946603195631724,484.0,0.0,0.0,0.0,345.1215635519475,0,True
i17_whitened_root_08,17,i17_whitened_root,whitened_root,candidate,heun64,2.0,1.0,False,49.93370702010236,484.0,0.0,0.0,0.0,345.7763159587048,0,True
i17_whitened_root_09,17,i17_whitened_root,whitened_root,candidate,heun64,2.75,0.01,False,54.92258728204337,484.0,0.0,0.0,0.0,346.5592604074627,0,True
i17_whitened_root_10,17,i17_whitened_root,whitened_root,candidate,heun64,2.75,0.1,False,54.93857248122549,484.0,0.0,0.0,0.0,344.0772794880904,0,True
i17_whitened_root_11,17,i17_whitened_root,whitened_root,candidate,heun64,2.75,1.0,False,54.93100131675476,484.0,0.0,0.0,0.0,347.7166155381128,0,True
i18_coarse_detail_root_00,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,0.5,0.0,False,53.953822028866966,484.0,0.0,0.0,0.0,343.30838216189295,0,True
i18_coarse_detail_root_01,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,0.5,0.25,False,54.16305373869125,484.0,0.0,0.0,0.0,342.66486198827624,0,True
i18_coarse_detail_root_02,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,0.5,1.0,False,54.213337453317024,484.0,0.0,0.0,0.0,343.1783548123203,0,True
i18_coarse_detail_root_03,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,1.25,0.0,False,45.61585370898496,484.0,0.0,0.0,0.0,341.5256362739019,0,True
i18_coarse_detail_root_04,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,1.25,0.25,False,45.60033778090366,484.0,0.0,0.0,0.0,345.697110039182,0,True
i18_coarse_detail_root_05,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,1.25,1.0,False,45.65778180963537,484.0,0.0,0.0,0.0,344.87035579420626,0,True
i18_coarse_detail_root_06,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.0,0.0,False,49.85242129743574,484.0,0.0,0.0,0.0,343.83221219899133,0,True
i18_coarse_detail_root_07,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.0,0.25,False,49.947418643839114,484.0,0.0,0.0,0.0,344.8760036393069,0,True
i18_coarse_detail_root_08,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.0,1.0,False,49.887853260733664,484.0,0.0,0.0,0.0,341.6395436441526,0,True
i18_coarse_detail_root_09,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.75,0.0,False,54.95043236932844,484.0,0.0,0.0,0.0,345.7184545057826,0,True
i18_coarse_detail_root_10,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.75,0.25,False,54.97487224816052,484.0,0.0,0.0,0.0,347.91044357419014,0,True
i18_coarse_detail_root_11,18,i18_coarse_detail_root,coarse_detail_root,candidate,heun64,2.75,1.0,False,54.96776617021601,484.0,0.0,0.0,0.0,347.92048528417945,0,True
i19_patch_bottleneck_00,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,0.5,0.5,False,54.143550675500705,484.0,0.0,0.0,0.0,346.5826780470088,0,True
i19_patch_bottleneck_01,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,0.5,2.0,False,54.193211185794155,484.0,0.0,0.0,0.0,347.6605785754509,0,True
i19_patch_bottleneck_02,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,0.5,8.0,False,54.244980818926365,484.0,0.0,0.0,0.0,344.61619668779895,0,True
i19_patch_bottleneck_03,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,1.25,0.5,False,45.711510724181665,484.0,0.0,0.0,0.0,346.16678328160197,0,True
i19_patch_bottleneck_04,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,1.25,2.0,False,45.65973119673578,484.0,0.0,0.0,0.0,346.1921178442426,0,True
i19_patch_bottleneck_05,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,1.25,8.0,False,45.61423029278353,484.0,0.0,0.0,0.0,346.29727812251076,0,True
i19_patch_bottleneck_06,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,2.0,0.5,False,49.865814400821876,484.0,0.0,0.0,0.0,345.32987984176725,0,True
i19_patch_bottleneck_07,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,2.0,2.0,False,49.7255745190663,484.0,0.0,0.0,0.0,342.0935778571293,0,True
i19_patch_bottleneck_08,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,2.0,8.0,False,49.706184748669784,484.0,0.0,0.0,0.0,343.622659960296,0,True
i19_patch_bottleneck_09,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,2.75,0.5,False,55.06356046139558,484.0,0.0,0.0,0.0,340.17091970471665,0,True
i19_patch_bottleneck_10,19,i19_patch_bottleneck,patch_bottleneck,candidate,heun64,2.75,2.0,False,54.927704840589115,484.0,0.0,0.0,0.0,348.00511398306116,0,True
i53_finite_semantic_control_00,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,0.5,0.05,True,53.0777308913203,516.0,0.0,18.0,18.0,629.1853172155097,125,True
i53_finite_semantic_control_01,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,0.5,0.15,True,53.05053634887412,516.0,0.0,18.0,18.0,625.7592740091495,125,True
i53_finite_semantic_control_02,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,0.5,0.3,True,53.04542008402569,516.0,0.0,18.0,18.0,625.1835396620445,125,True
i53_finite_semantic_control_03,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,1.25,0.05,True,45.73069134018732,516.0,0.0,18.0,18.0,626.6908521582372,125,True
i53_finite_semantic_control_04,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,1.25,0.15,True,45.777006589598386,516.0,0.0,18.0,18.0,625.6349475570023,125,True
i53_finite_semantic_control_05,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,1.25,0.3,True,45.79513034703308,516.0,0.0,18.0,18.0,626.1597067248076,125,True
i53_finite_semantic_control_06,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.0,0.05,True,50.59999937977983,516.0,0.0,18.0,18.0,623.9999228906818,125,True
i53_finite_semantic_control_07,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.0,0.15,True,50.70505380831537,516.0,0.0,18.0,18.0,624.183151525911,125,True
i53_finite_semantic_control_08,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.0,0.3,True,50.75022349729363,516.0,0.0,18.0,18.0,625.3242868678644,125,True
i53_finite_semantic_control_09,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.75,0.05,True,55.25037489667102,516.0,0.0,18.0,18.0,627.0269946400076,125,True
i53_finite_semantic_control_10,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.75,0.15,True,55.24064551744118,516.0,0.0,18.0,18.0,624.8299660952762,125,True
i53_finite_semantic_control_11,53,i53_finite_semantic_control,finite_semantic_control,candidate,heun64,2.75,0.3,True,55.20537430548029,516.0,0.0,18.0,18.0,623.3438678616658,125,True
i52_verified_semantic_step_00,52,i52_verified_semantic_step,verified_semantic_step,candidate,heun64,0.5,1.0,True,53.3226960630318,488.0,0.0,12.0,12.0,517.4294858155772,125,True
i52_verified_semantic_step_01,52,i52_verified_semantic_step,verified_semantic_step,candidate,heun64,0.5,1.5,True,53.483656313669144,488.0,0.0,12.0,12.0,516.2161852340214,125,True
i52_verified_semantic_step_02,52,i52_verified_semantic_step,verified_semantic_step,candidate,heun64,0.5,2.0,True,53.69535657024693,488.0,0.0,12.0,12.0,515.9507739036344,125,True
i52_verified_semantic_step_03,52,i52_verified_semantic_step,verified_semantic_step,candidate,heun64,1.25,1.0,True,45.740021719930155,488.0,0.0,12.0,12.0,518.7275562044233,125,True
i52_verified_semantic_step_04,52,i52_verified_semantic_step,verified_semantic_step,candidate,heun64,1.25,1.5,True,45.69853326119761,488.0,0.0,12.0,12.0,520.4399151592515,125,True
