step_index,t,s,samples,official_empirical_squared_mean_gap,official_offdiagonal_cross_statistic,official_first1024_empirical_squared_mean_gap,official_second1024_empirical_squared_mean_gap,candidate_empirical_squared_mean_gap,candidate_offdiagonal_cross_statistic,candidate_first1024_empirical_squared_mean_gap,candidate_second1024_empirical_squared_mean_gap,control_empirical_squared_mean_gap,control_offdiagonal_cross_statistic,control_first1024_empirical_squared_mean_gap,control_second1024_empirical_squared_mean_gap
85,0.5853658318519592,0.5656565427780151,100,2.0224899975674482e-07,1.286305504876411e-07,3.2664414615463605e-07,7.785385335885357e-08,1.113034984990229e-07,3.7196343165808616e-08,1.3706611595617845e-07,8.554088104186736e-08,1.1173623392900326e-07,3.764136855314295e-08,1.3764532694816471e-07,8.582714090984181e-08
86,0.5656565427780151,0.5445026159286499,100,2.5158002676932405e-07,1.6617995317448623e-07,4.044667141960396e-07,9.86933393426085e-08,1.319919078380964e-07,4.625347548250109e-08,1.6267518060431892e-07,1.0130863507187388e-07,1.3016312208341723e-07,4.4464826032139056e-08,1.6315108853100295e-07,9.717515563583153e-08
87,0.5445026159286499,0.52173912525177,100,3.1780663687000854e-07,2.153417490505352e-07,5.11747837083017e-07,1.2386543665700012e-07,1.6037784627275803e-07,5.745111025455655e-08,1.9337781930901438e-07,1.273778732365017e-07,1.5570714146359727e-07,5.277359568382278e-08,1.9244894133477328e-07,1.1896534159242124e-07
88,0.52173912525177,0.4971751570701599,100,3.787892387864038e-07,2.5604197697650763e-07,5.921179774329395e-07,1.6546050013986808e-07,1.9621588199524458e-07,7.268194586351608e-08,2.217186897119621e-07,1.707130742785271e-07,1.904486143406951e-07,6.695558789355602e-08,2.1905519273637294e-07,1.6184203594501724e-07
89,0.4971751570701599,0.47058823704719543,100,4.98947308379177e-07,3.5076658820299046e-07,7.813752656704791e-07,2.1651935108787505e-07,2.460189978902138e-07,9.711902890211876e-08,2.8737123886812227e-07,2.0466675691230528e-07,2.2967780165691518e-07,8.082507357084941e-08,2.8047421857394325e-07,1.7888138473988713e-07
90,0.47058823704719543,0.4417177736759186,100,7.100834292871977e-07,5.114578041728609e-07,1.0559054312996348e-06,3.6426142727476044e-07,3.3476338682870666e-07,1.3478442500548415e-07,3.4664490079831815e-07,3.228818728590951e-07,3.094843142369256e-07,1.0958845770823602e-07,3.447314646818814e-07,2.742371637919699e-07
91,0.4417177736759186,0.41025641560554504,100,8.78810752225993e-07,6.405451458928861e-07,1.354682229742325e-06,4.02939274709661e-07,4.113390755669043e-07,1.7022878561651166e-07,4.5299675152612045e-07,3.696813996076881e-07,3.9182954766421913e-07,1.5061980067939192e-07,4.434207210346046e-07,3.402383742938336e-07
92,0.41025641560554504,0.3758389353752136,100,1.2897955990488524e-06,9.665767372388216e-07,1.938078181370635e-06,6.415130167270699e-07,5.735060127119467e-07,2.4534631324237803e-07,6.320330284499082e-07,5.149789969739852e-07,5.4219454714775e-07,2.1385118374239513e-07,6.128068193874368e-07,4.715822749080632e-07
93,0.3758389353752136,0.3380281627178192,100,1.7685068898552212e-06,1.3507179515671227e-06,2.5743593457797862e-06,9.626544339306564e-07,8.116699394434914e-07,3.8515398690789527e-07,8.418294165489169e-07,7.81510462338066e-07,7.756291141371254e-07,3.479664327348999e-07,8.367885077200121e-07,7.144697205542387e-07
94,0.3380281627178192,0.29629629850387573,100,2.802149140305687e-06,2.1849172715942327e-06,4.051411331309936e-06,1.5528869493014389e-06,1.2766154069861966e-06,6.434279912421812e-07,1.3831532025163043e-06,1.170077611456089e-06,1.2215778628883112e-06,5.878676400880282e-07,1.349680108944637e-06,1.0934756168319857e-06
95,0.29629629850387573,0.25,100,5.349120058032753e-06,4.348885350877313e-06,6.387230742872033e-06,4.311009373193473e-06,2.648011828116489e-06,1.6075231321651178e-06,2.1340501794008882e-06,3.1619734768320903e-06,2.6170839124649207e-06,1.5744761588034008e-06,2.10038583485266e-06,3.1337819900771813e-06
96,0.25,0.1983470916748047,100,1.1377410580731228e-05,9.73966115534585e-06,1.1330989638694767e-05,1.1423831522767687e-05,6.213269670496403e-06,4.517118959783138e-06,4.1343580283919335e-06,8.292181312600873e-06,6.211876082455453e-06,4.5117879466122005e-06,4.036028159031113e-06,8.387724005879793e-06
97,0.1983470916748047,0.14035087823867798,100,3.5803867274108726e-05,3.184813587815019e-05,2.4108669490975387e-05,4.7499065057242065e-05,2.2341131762814823e-05,1.826892234251982e-05,9.193368418732111e-06,3.5488895106897535e-05,2.2450961835769637e-05,1.8370540286053153e-05,9.074099380777008e-06,3.582782429076227e-05
98,0.14035087823867798,0.07476635277271271,100,0.0001600308854157728,0.0001471475226264847,6.564178170011283e-05,0.00025441998913143277,0.00011817241666754966,0.00010485647214923793,2.865074320578785e-05,0.00020769409012931148,0.00011918467362087561,0.00010582169058129861,2.7787433298880825e-05,0.00021058191394287038
99,0.07476635277271271,0.0,100,0.0006046877683163973,0.0005857466358909138,5.655636784738156e-05,0.001152819168785413,0.0006129148004591783,0.0005881234619176145,9.491620943352851e-05,0.0011309133914848282,0.0006750385983837341,0.0006502271402336594,9.251404941247715e-05,0.0012575631473549912
