family,relation,time,cosine_mean_mean,cosine_mean_std,coefficient_mean_mean,coefficient_mean_std,orthogonal_energy_fraction_mean_mean,orthogonal_energy_fraction_mean_std,change_over_nominal_rms_mean_mean,change_over_nominal_rms_mean_std,anchor_change_over_nominal_rms_mean_mean,anchor_change_over_nominal_rms_mean_std,state_shift_rms_mean_mean,state_shift_rms_mean_std,effective_secant_gain_mean_mean,effective_secant_gain_mean_std
v500,frozen,0.8999999761581421,0.835093943431275,0.005004611746069802,0.8456922452314757,0.004945701523631113,0.2944026505902002,0.007054921557320793,0.5596202977758367,0.0073635551344744124,2.5170606513274834,0.03497986039213289,0.10044860292327935,0.0021498357559297764,0.4334571676008636,4.662460131334778e-05
v500,frozen,0.949999988079071,0.8453654305194505,0.005574729819811856,0.8583821460197214,0.004981568203600661,0.27763576335200923,0.008031492035749535,0.5428542406443739,0.00920884234715159,2.8116132417926565,0.058271472955436006,0.10852253686607574,0.002294518586284375,0.2917017071231385,0.0011237575220276505
v500,frozen,0.9700000286102296,0.8629459756775759,0.0057344007681715365,0.8778953297296539,0.00407309029092934,0.2481894224401912,0.00847302367095526,0.5101731110771652,0.01078344751680425,3.2564380641561,0.07820326009227624,0.11136359852753225,0.002360047525735142,0.20690356140403304,0.0013446260031179365
v500,frozen,0.9900000095367432,0.9174209277698537,0.004458651492683912,0.9324662826693384,0.000821721691359511,0.15373861753687373,0.007323789176458936,0.39142537106818054,0.011843184644778177,4.359333142521791,0.10547900914159423,0.1139792418653087,0.002419382344745432,0.10450304708865585,0.0012786793612334358
v500,replay,0.0199999995529651,0.9998070631409064,2.1929532131525476e-07,0.9995072819874622,0.00019460327714933994,0.00038582756855015,4.304762436858662e-07,0.01967829071327285,2.395214352962164e-05,0.0457280392893153,0.001035422386236801,0.00031592969482115,3.100087077190251e-06,0.9897785712382756,0.0026341348149475407
v500,replay,0.050000000745058,0.9997149389237165,1.3538028722736994e-05,0.9995476432377473,0.00045614480472131765,0.0005699969765372999,2.7053796398472353e-05,0.024753695740400802,0.0006424762264968958,0.1478898443674552,0.001359245619166857,0.00077426827115795,1.3229698095742102e-05,0.6379221323004458,0.021000868990802925
v500,replay,0.1000000014901161,0.9989220358547755,3.166364312326655e-06,0.9993012591730803,6.196558084250697e-05,0.0021500842728413997,4.146240436105309e-06,0.04363461749380795,0.0009236192966208461,0.26001042548887193,0.007664127782143453,0.0017828786284326001,3.9381356446860954e-05,0.7165043466957286,0.004415925351380668
v500,replay,0.2000000029802322,0.9922174054663628,0.0012846193143632627,0.9953777975024424,0.003840495313580614,0.015136649066278051,0.002316647498779092,0.10917077162594066,0.008417073101881849,0.4158766576219932,0.014098890799190739,0.00460110834183065,8.004337938207098e-05,0.9889089826319832,0.0745366709691962
v500,replay,0.4000000059604645,0.9728575961198658,0.0006237809312229165,0.9691719808615744,0.002155499480507857,0.0528409556982296,0.001073127089652544,0.21839469813130558,0.0006437188498208046,0.5915983168815728,0.0009387805089338918,0.012104798480777348,4.457480114355632e-05,1.1321632544859312,0.0013995178795767466
v500,replay,0.6000000238418579,0.9706025763880461,0.0006450096073461597,0.9703742415294982,0.0003386975899437988,0.057657456553897604,0.0012241612306486045,0.2356690001251991,0.0020298956672211996,0.6898400356876664,0.003928554259406309,0.0210576898616636,6.185665732367089e-05,0.8661119865719229,0.011160506641427058
v500,replay,0.800000011920929,0.9768541501252912,0.0003284407592319679,0.9768194701755419,0.0005062432488938491,0.04571076047977835,0.0006336311647224149,0.2130975273903459,0.0012064044770585362,0.7655723891512025,0.002723069233958051,0.03054408031312045,0.00011705005584554642,0.5902173668437172,0.004151050724258826
v500,replay,0.8999999761581421,0.9736685178941116,0.00017670922346056626,0.9691612576134504,0.0007502942459238877,0.05192211480425605,0.00034035320427857084,0.22718581085791806,0.0005823247312648969,0.8973066034959629,0.0015001298155979653,0.03489332778917735,0.00015264012654218713,0.4920895727118477,0.002522650967644035
v500,replay,0.949999988079071,0.9693131138919853,8.734432213707226e-05,0.9583812735509127,0.0008337280484544165,0.06030556388395775,0.00016024189358588211,0.24290035372541752,4.3622585014706244e-05,1.0615512548247352,0.003891620037630289,0.036434412719245246,0.0001731696753521113,0.3836088864773046,0.0008512382530132765
v500,replay,0.9700000286102296,0.9681409487384371,0.00012492317666834416,0.9560872584115714,0.0005775122526367548,0.062331744707080305,0.0002353305648037609,0.24294043911504554,0.00014570663554503173,1.1848617052892223,0.0016908912264059547,0.0368120074726903,0.00018667611194563962,0.30261550900468137,0.0001631908070163595
v500,replay,0.9900000095367432,0.9686698687146418,0.000727693574636483,0.9620244129328057,4.651003514841578e-05,0.0596547469267534,0.0013149874949704272,0.2226626417759689,0.0015081126818339346,1.4371861724066548,0.007328506119829588,0.03704158263280985,0.00019712803904036304,0.20474609763914486,0.0001741553981483378
x800,closed,0.0199999995529651,0.9999177662539296,2.7825975005352394e-06,1.0003558352473192,0.00021338776533132302,0.0001644560768454,5.562501536047818e-06,0.013002157880237,0.0002226603221734105,0.042445784327355754,0.0014594231318976675,0.0003977029991233,3.9981248366138915e-07,0.6754139231634326,0.009358065219358419
x800,closed,0.050000000745058,0.9996810523443855,4.861120371935515e-05,1.0004062498919666,0.00041929989804415324,0.000636864051529,9.618144110253921e-05,0.0234818083563368,0.0004333117096677484,0.14839358909739525,0.001779896927714536,0.00104623141208995,6.548912178552957e-06,0.6175836523761973,0.021024314451217094
x800,closed,0.1000000014901161,0.9968661040184088,9.193355417711609e-05,0.9991891310201026,0.002620217135315834,0.00618928507685715,0.00014605843899254445,0.06881143053942645,0.0013754248203846054,0.3144872988705174,0.003512140792809918,0.00275107474908505,1.757513453922217e-05,1.038593353528995,0.015003174513919101
x800,closed,0.2000000029802322,0.9683893462060951,0.0036344697671559173,0.9811625175643712,0.0003203685676071885,0.0590597409542965,0.006083795895542088,0.21931679718545635,0.011501418772494552,0.6390771556034451,0.010531460626283148,0.0088814568914585,0.00010627915622290317,1.5460617719072616,0.08219910276256737
x800,closed,0.4000000059604645,0.8442568215978099,0.009828751530576108,0.8656250923086191,0.011225352634208935,0.2731670159519126,0.014185120303228398,0.5358224108058494,0.016216011612572464,1.225695322820684,0.05726833083378537,0.0325880345662881,0.0009364374024296203,1.7733691682806239,0.014705603110816808
x800,closed,0.6000000238418579,0.7407103716686834,0.00978243640402242,0.7614949892449658,0.009808194672748625,0.4350476688123308,0.0125289500076803,0.7123480947338976,0.013993903524327757,1.6552945367293432,0.04524129482398292,0.07374059253197625,0.002357639135861633,1.4547674786299467,0.003132733102966164
x800,closed,0.800000011920929,0.6968021884094924,0.008418350523880921,0.7147025164449587,0.00975798859770807,0.5001294843750657,0.010139602802664288,0.7752998681680765,0.009694161846608908,1.8387432876625098,0.020576858565052203,0.1313662214015494,0.003691246572922341,1.0442273223598022,0.0057730391796571206
x800,closed,0.8999999761581421,0.6839391587564023,0.007353534083275956,0.7036407317937119,0.009309293845267052,0.5187833169911755,0.008441174873926484,0.79538034676807,0.0072865387246971195,1.945082658843603,0.019783038149145452,0.16204742871195776,0.00417183184736056,0.7648632465279661,0.005433291993244693
x800,closed,0.949999988079071,0.6918914107664023,0.006695750585210758,0.7178054681135109,0.008879216866349762,0.5077836365089752,0.007742065855828942,0.7899968022829853,0.006624711372342107,2.25729938573204,0.03275544110077838,0.17558473696408325,0.004487511485463199,0.5146002697147196,0.004754553156186136
x800,closed,0.9700000286102296,0.9454487284529022,0.0017914696589753298,0.9732028863509186,0.000800716611676283,0.10506836689182815,0.003206780214016407,0.32471555334632285,0.004563612683010523,0.6947992804052774,0.010730251732015517,0.1810618994713877,0.004620087288876157,0.5812700826500077,0.003411195561239354
x800,closed,0.9900000095367432,0.9669376873061992,0.0010986963123736037,1.0016695113736205,0.0005350582754309111,0.0645453596134757,0.002084286828624098,0.25446754108997993,0.004361106007425508,0.31105524858867284,0.005541976182629141,0.18768955663108494,0.004796906180576848,0.8732067686505616,0.002895482071889467
x800,frozen,0.0199999995529651,0.9999180271988735,2.742343967406291e-06,1.0003447792842053,0.00020405750674222387,0.00016393787347005,5.485261262155467e-06,0.012985026058686299,0.0002209449796524911,0.0423764691167889,0.0014269216117914884,0.00039751560689180003,3.4446331301086066e-07,0.674946934916079,0.009359975574658013
x800,frozen,0.050000000745058,0.999686736962758,4.500987075950591e-05,1.0002887704176828,0.0004086212695749987,0.00062567755836795,8.92205971452933e-05,0.02343026867492875,0.0004283952774737068,0.14797156675922452,0.0017440107229293508,0.0010451771067323,5.98913970007979e-06,0.6173432624782436,0.021647799942910273
x800,frozen,0.1000000014901161,0.9968527501332574,7.796615443478185e-05,0.9979441688046791,0.00272097444503719,0.00621517640708185,0.0001233978884885427,0.06868810392006705,0.0014069992615974867,0.3123031337818247,0.0032966928121444614,0.0027461559959646997,1.768003926453936e-05,1.040015165010118,0.016315455928601515
x800,frozen,0.2000000029802322,0.9698906403209548,0.002807757481458302,0.9770236163167284,0.00043937365173648245,0.056832604060844,0.0048848102140163895,0.213956710862476,0.009018987291664426,0.6158032442617696,0.0071946532031102114,0.00876789726930835,8.316477198588199e-05,1.5358433697983855,0.07287195707219847
x800,frozen,0.4000000059604645,0.8584493505186401,0.009545145942593229,0.8726641759858467,0.010943945267793702,0.2516084352082543,0.014356663602592938,0.5079530082293786,0.016568343255260208,1.1050003663694952,0.057316705043799876,0.030822782458017152,0.0007462624165024624,1.767765887081623,0.025085393631183322
x800,frozen,0.6000000238418579,0.7825191392912529,0.009440326977300826,0.7995644717302639,0.009238449294039056,0.3762876583932666,0.013147571098626657,0.6503636063134763,0.014158144071869298,1.4255602711928077,0.0463738855990016,0.06627623729036711,0.001943576145808631,1.4658434162265621,0.0011436689753680162
x800,frozen,0.800000011920929,0.7572435681358911,0.008264002096870884,0.7729759329813533,0.009097300280397676,0.41758408795431023,0.011494818005965137,0.6922297201817855,0.011206866857700025,1.5565988165908493,0.026128018336060706,0.1135943797162326,0.00312041403498278,1.0704521913430654,0.0019990577051429126
x800,frozen,0.8999999761581421,0.7496305637178011,0.007992601911060411,0.7661746469966602,0.009532041853542103,0.4297373502631672,0.01086938559946249,0.7055301359796431,0.010037426360397504,1.639716299250722,0.028107600739833233,0.1383234327076934,0.0036170758780206817,0.7901650800195057,0.0027458651636921906
x800,frozen,0.949999988079071,0.7585755655309185,0.007833651163438274,0.7794121600163635,0.008938937901134389,0.4162437079503434,0.01071288478146666,0.695320279803127,0.010587462530958942,1.8990979604423048,0.04227807404082171,0.1493487906627706,0.003841838878143791,0.5306179572653491,0.001969835492304719
x800,frozen,0.9700000286102296,0.9620033134706318,0.0017460145298105604,0.988513681513723,2.1530865734186754e-05,0.07400147192674915,0.003257951119785943,0.2713327093733824,0.005871033185174211,0.5825319998548366,0.012773388578732841,0.1532444097392726,0.003946805120741481,0.5733811469108332,0.0007426870278808936
x800,frozen,0.9900000095367432,0.9770596973830834,0.0011232225678023107,1.0115336525486782,0.0008415215934340988,0.045104803984941044,0.0021588792569722484,0.2132906367114628,0.005160507598327239,0.2608666908781742,0.0064015373269294224,0.1572336163735599,0.0040753834766730284,0.8746712454594672,0.004271495839431802
x800,replay,0.0199999995529651,0.9999192446121015,2.4503617961794526e-06,1.0003139775944874,0.00019535805147370865,0.00016150499915565,4.9036184608944265e-06,0.0128924042537619,0.0002016876069945034,0.041080580950620005,0.001373552324963158,0.00039707190197185,1.5784235453476007e-07,0.6705911878671031,0.00874304585238277
x800,replay,0.050000000745058,0.9997574764420278,3.8388452685890915e-05,1.0002234908752143,0.00038839852018793464,0.00048448304511335,7.612068253033747e-05,0.021272789557769997,0.0003924118344759557,0.1253069850536121,0.0009586307124901901,0.0010111440834634,4.556674281207129e-06,0.5863030668988358,0.02112996775124208
x800,replay,0.1000000014901161,0.9982426564092748,4.724554704588674e-05,0.9985372519586235,0.0019005701513863432,0.0034963924057791,8.456849081556757e-05,0.05435952859261305,0.0009207991775181082,0.2270363283605547,0.0014452919912375701,0.00245572739993345,2.28251029664386e-05,0.9393261001969222,0.006062607455989948
x800,replay,0.2000000029802322,0.9869474263396114,0.0016938535242391449,0.9901459170505404,0.0013501853226671168,0.0254404398343126,0.002982070844835248,0.1468601634351216,0.007189090912393593,0.3700358580244938,0.00653191123533119,0.0067873465020511,7.220901461108915e-05,1.3803362597536761,0.07232646385034584
x800,replay,0.4000000059604645,0.952715813938994,0.00048799489825950584,0.9539748488168698,0.0003000805811548809,0.09123082360838444,0.0011992485922367802,0.295282209153811,0.0036056440084011893,0.5103971610660665,0.01126921476478845,0.0193957260817114,0.0001959292179297475,1.6128544170642272,0.018679430082559213
x800,replay,0.6000000238418579,0.9390071944799274,0.0009272514113916309,0.9417784380493686,0.0013338214794603512,0.11765721692427175,0.0017755028512235886,0.34390123278717505,0.0027952692549991177,0.573491045855917,0.004822720970943372,0.0363198052764346,0.00033831694092845626,1.3807903428096324,0.008935896125210813
x800,replay,0.800000011920929,0.9329514135606587,0.0009823523242830045,0.930722477089148,0.0009190537670382378,0.12932248902143326,0.0017937823592448676,0.3631519918708363,0.0023942333274417776,0.673966907983413,0.0025487138132051813,0.0566810374730266,0.00045507419656693154,1.09763697872404,0.006738369651292908
x800,replay,0.8999999761581421,0.9119827453396283,0.0014171419300174435,0.8947094373870641,0.0020524855033936143,0.16779509545449395,0.0025059021537237602,0.41277725840336643,0.0027923914978173164,0.8309468725929037,0.0015189686337017,0.0663886640431883,0.0005079448095702012,0.9428271219367161,0.006046926235324856
x800,replay,0.949999988079071,0.8931101820780896,0.0011717972223014336,0.864134167029988,0.0015352843208411623,0.20096437729807798,0.00200412494788796,0.4489765593316406,0.0018930154111088681,0.9869795996346512,0.0012046521724408184,0.06985186112069636,0.0005518031329392837,0.726676793245133,0.001791806833763417
x800,replay,0.9700000286102296,0.9856750029139221,0.00026502761524285144,0.9977428307756782,0.00048354535997333564,0.0281364462391593,0.0005285844938395441,0.15490350368781944,0.0011194918720055568,0.29773778683738783,0.0012043396519127488,0.070944340837741,0.0005836710689178283,0.7170745549665298,0.0007616759941324482
x800,replay,0.9900000095367432,0.9935690722195432,0.0002911542161441769,1.018982388311997,0.00048738352200194664,0.0125610548227541,0.000502832806056626,0.10192391614327785,0.0008381356817013678,0.12415581655659474,0.0009979296286826247,0.0729683562458376,0.0006717419560076097,0.9201255496009253,0.005211150195768756
