batch_start,batch_size,inverse_maximum_iterations,inverse_maximum_relative_residual,signal_rms,second_increment_rms,inverse_noise_shift_rms,inverse_noise_shift_to_noise,null_noise_cycle_rms,null_switch_cycle_rms,guided_switch_cycle_rms,guided_cycle_to_signal,guided_cycle_to_second_increment
384,8,3,0.0009421235881745815,0.24014052748680115,0.12826502323150635,0.11216939985752106,0.11222739517688751,0.0020496256183832884,0.06944457441568375,0.0038156541995704174,0.01914919912815094,0.029482591897249222
416,8,3,0.0009799156105145812,0.2589823603630066,0.17758315801620483,0.12026602029800415,0.12035693228244781,0.002041873522102833,0.07718406617641449,0.018566055223345757,0.0574602372944355,0.07257896661758423
448,8,3,0.00098900287412107,0.23307132720947266,0.1462591290473938,0.12025392800569534,0.12036260962486267,0.0020281446631997824,0.01581113412976265,0.015387753956019878,0.05736963823437691,0.08783196657896042
480,8,3,0.0009433728409931064,0.19059871137142181,0.1400410532951355,0.11896374821662903,0.11898454278707504,0.0020367123652249575,0.0169467031955719,0.002948565175756812,0.015409618616104126,0.02188197150826454
512,8,3,0.0009457746637053788,0.2264707386493683,0.15379896759986877,0.12082831561565399,0.12091362476348877,0.0020159180276095867,0.046105168759822845,0.010723819024860859,0.039392970502376556,0.06463567167520523
544,8,3,0.0009651337168179452,0.29409754276275635,0.15267033874988556,0.12027859687805176,0.12030170857906342,0.0020303328055888414,0.05000321567058563,0.004496151115745306,0.015088335610926151,0.030773300677537918
576,8,3,0.0009243156528100371,0.22041571140289307,0.14791804552078247,0.11806380748748779,0.11800660938024521,0.00203870702534914,0.031833842396736145,0.0034331590868532658,0.016400618478655815,0.024333685636520386
608,8,3,0.0009605169761925936,0.2427978813648224,0.13198888301849365,0.12170619517564774,0.12168129533529282,0.002046929206699133,0.0250360369682312,0.004883199464529753,0.019989073276519775,0.03466150164604187
640,8,3,0.0009176229359582067,0.22505298256874084,0.17215962707996368,0.11686097830533981,0.11687629669904709,0.0020231071393936872,0.037273064255714417,0.0024736118502914906,0.011290455237030983,0.01593783311545849
672,8,3,0.0009634988964535296,0.21458446979522705,0.1900612860918045,0.11746014654636383,0.11753194034099579,0.002010704018175602,0.026506837457418442,0.006856969092041254,0.03237073868513107,0.043022237718105316
704,8,3,0.0009318039519712329,0.27890533208847046,0.14218178391456604,0.12030714750289917,0.12018822133541107,0.0020619675051420927,0.034573912620544434,0.0028941675554960966,0.011281346902251244,0.021177534013986588
736,8,3,0.000909521768335253,0.2516491413116455,0.1565462201833725,0.1240856721997261,0.1240924596786499,0.0020533804781734943,0.01725996658205986,0.0048196204006671906,0.017072733491659164,0.02938046306371689
768,8,3,0.0009374572546221316,0.26394861936569214,0.1291932612657547,0.11841264367103577,0.11839064210653305,0.0020273039117455482,0.026336533948779106,0.0020868084393441677,0.008283944800496101,0.016275962814688683
800,8,3,0.0009574044379405677,0.2590237855911255,0.14844587445259094,0.11979219317436218,0.11982565373182297,0.0020306087099015713,0.029599929228425026,0.00669638067483902,0.022935768589377403,0.031238596886396408
832,8,3,0.0009390523773618042,0.2518831491470337,0.1754465252161026,0.12306509166955948,0.12306352704763412,0.0020028995350003242,0.08342952281236649,0.0076656825840473175,0.042830873280763626,0.03617202490568161
864,8,3,0.0009456371772103012,0.2508206069469452,0.15836231410503387,0.11696275323629379,0.11692370474338531,0.002033672295510769,0.02988537773489952,0.021363515406847,0.08756576478481293,0.12922705709934235
896,8,3,0.0009573400602675974,0.24879521131515503,0.17204147577285767,0.1196495071053505,0.1196378767490387,0.0020173261873424053,0.03352687507867813,0.018644405528903008,0.06275353580713272,0.11360043287277222
928,8,3,0.0009128304081968963,0.22122353315353394,0.13646505773067474,0.12029160559177399,0.12034086138010025,0.002054524142295122,0.0431414395570755,0.002433415036648512,0.011246174573898315,0.017829932272434235
960,8,3,0.0009860945865511894,0.2378014624118805,0.1520167887210846,0.1195342168211937,0.11954586207866669,0.0020467820577323437,0.024003397673368454,0.0025794124230742455,0.010695772245526314,0.01678471453487873
992,8,3,0.0009977651061490178,0.17818310856819153,0.11725640296936035,0.1083945706486702,0.10841473191976547,0.002051964867860079,0.022368839010596275,0.0031015384010970592,0.01898343861103058,0.025962885469198227
