mean,x,p,q,powered
2.0,-5.256,0.0009949145409126187,0.011263238468334017,
2.0,-5.25,0.001014524029419153,0.011334461663770527,
2.0,-5.244,0.0010344827734329453,0.011406053115881795,
2.0,-5.2379999999999995,0.0010547961927232171,0.011478014116505255,
2.0,-5.232,0.0010754697749026136,0.011550345957625796,
2.0,-5.226,0.0010965090759614518,0.011623049931339502,
2.0,-5.22,0.001117919720800016,0.011696127329816884,
2.0,-5.214,0.0011397074037587597,0.011769579445266062,
2.0,-5.208,0.0011618778891462687,0.011843407569895742,
2.0,-5.202,0.0011844370117647586,0.011917612995877779,
2.0,-5.196,0.0012073906774330366,0.011992197015309682,
2.0,-5.1899999999999995,0.0012307448635067073,0.012067160920176798,
2.0,-5.184,0.0012545056193954546,0.012142506002314278,
2.0,-5.178,0.0012786790670772763,0.012218233553368846,
2.0,-5.172,0.0013032714016094208,0.012294344864760273,
2.0,-5.166,0.0013282888916359395,0.012370841227642676,
2.0,-5.16,0.0013537378798916349,0.012447723932865562,
2.0,-5.154,0.0013796247837021872,0.01252499427093462,
2.0,-5.148,0.0014059560954803694,0.012602653531972319,
2.0,-5.142,0.0014327383832180803,0.012680703005678246,
2.0,-5.136,0.0014599782909740738,0.012759143981289273,
2.0,-5.13,0.0014876825393571312,0.012837977747539371,
2.0,-5.124,0.0015158579260045402,0.012917205592619324,
2.0,-5.118,0.0015445113260556711,0.012996828804136131,
2.0,-5.112,0.0015736496926204433,0.013076848669072244,
2.0,-5.106,0.001603280057242472,0.013157266473744473,
2.0,-5.1,0.0016334095303567346,0.013238083503762802,
2.0,-5.094,0.0016640453017415177,0.013319301043988846,
2.0,-5.088,0.0016951946409644637,0.01340092037849418,
2.0,-5.082,0.001726864897822463,0.013482942790518364,
2.0,-5.076,0.0017590635027752491,0.013565369562426788,
2.0,-5.07,0.001791797967372419,0.013648201975668258,
2.0,-5.064,0.0018250758846737323,0.013731441310732445,
2.0,-5.058,0.0018589049296623774,0.013815088847106943,
2.0,-5.052,0.001893292859651072,0.013899145863234243,
2.0,-5.046,0.0019282475146807439,0.013983613636468432,
2.0,-5.04,0.001963776817911567,0.014068493443031693,
2.0,-5.034,0.0019998887760060845,0.014153786557970515,
2.0,-5.0280000000000005,0.0020365914795042865,0.014239494255111732,
2.0,-5.022,0.0020738931031903433,0.014325617807018395,
2.0,-5.016,0.002111801906450727,0.014412158484945268,
2.0,-5.01,0.002150326233623592,0.014499117558794239,
2.0,-5.004,0.0021894745143390807,0.014586496297069478,
2.0,-4.998,0.002229255263850365,0.014674295966832313,
2.0,-4.992,0.0022696770833551907,0.014762517833656,
2.0,-4.986,0.0023107486603075856,0.01485116316158015,
2.0,-4.98,0.0023524787687196507,0.014940233213065,
2.0,-4.974,0.0023948762694530595,0.015029729248945517,
2.0,-4.968,0.00243795011050002,0.015119652528385158,
2.0,-4.962,0.00248170932725353,0.01521000430882954,
2.0,-4.9559999999999995,0.0025261630427666107,0.015300785845959784,
2.0,-4.95,0.002571320468000267,0.015391998393645764,
2.0,-4.944,0.0026171909020599542,0.015483643203899042,
2.0,-4.938,0.002663783732420226,0.015575721526825627,
2.0,-4.932,0.0027111084351373895,0.01566823461057849,
2.0,-4.926,0.002759174575049851,0.015761183701309994,
2.0,-4.92,0.0028079918059658905,0.0158545700431239,
2.0,-4.914,0.0028575698708386194,0.01594839487802732,
2.0,-4.9079999999999995,0.0029079186019278663,0.016042659445882467,
2.0,-4.902,0.0029590479209486683,0.016137364984358058,
2.0,-4.896,0.0030109678392062143,0.01623251272888072,
2.0,-4.89,0.003063688457716778,0.016328103912585927,
2.0,-4.884,0.003117219967314596,0.016424139766268955,
2.0,-4.878,0.0031715726487442776,0.0165206215183356,
2.0,-4.872,0.003226756872738463,0.0166175503947525,
2.0,-4.866,0.0032827831000805563,0.01671492761899752,
2.0,-4.859999999999999,0.0033396618816521674,0.016812754412009776,
2.0,-4.854,0.0033974038584650415,0.01691103199213942,
2.0,-4.848,0.003456019761677194,0.017009761575097454,
2.0,-4.8420000000000005,0.0035155204125928595,0.017108944373905012,
2.0,-4.836,0.0035759167226462585,0.017208581598842764,
2.0,-4.83,0.003637219693368513,0.017308674457399875,
2.0,-4.824,0.003699440416337788,0.017409224154222924,
2.0,-4.818,0.003762590073112184,0.017510231891064564,
2.0,-4.812,0.003826679935145115,0.017611698866732004,
2.0,-4.806,0.0038917213636829977,0.017713626277035308,
2.0,-4.8,0.003957725809644793,0.017816015314735457,
2.0,-4.7940000000000005,0.004024704813483291,0.01791886716949225,
2.0,-4.788,0.004092670005027826,0.018022183027812066,
2.0,-4.782,0.004161633103307975,0.018125964072995344,
2.0,-4.776,0.004231605916358206,0.018230211485083934,
2.0,-4.77,0.004302600341003035,0.01833492644080825,
2.0,-4.764,0.004374628362622408,0.018440110113534226,
2.0,-4.758,0.004447702054897187,0.018545763673210154,
2.0,-4.752,0.004521833579534174,0.018651888286313215,
2.0,-4.746,0.004597035185970708,0.01875848511579592,
2.0,-4.74,0.004673319211058373,0.01886555532103242,
2.0,-4.734,0.004750698078725496,0.018973100057764453,
2.0,-4.728,0.004829184299618361,0.01908112047804732,
2.0,-4.7219999999999995,0.004908790470720621,0.019189617730195577,
2.0,-4.716,0.0049895292749508454,0.019298592958728523,
2.0,-4.71,0.005071413480737789,0.01940804730431568,
2.0,-4.704,0.0051544559415731064,0.01951798190372186,
2.0,-4.698,0.005238669595541329,0.01962839788975221,
2.0,-4.692,0.005324067464826848,0.019739296391197193,
2.0,-4.686,0.005410662655197414,0.019850678532777093,
2.0,-4.68,0.005498468355464189,0.019962545435086652,
2.0,-4.6739999999999995,0.0055874978369178565,0.02007489821453939,
2.0,-4.668,0.005677764452740634,0.020187737983311804,
2.0,-4.662,0.0057692816373939235,0.02030106584928742,
2.0,-4.656,0.005862062905981222,0.02041488291600064,
2.0,-4.65,0.005956121853586176,0.020529190282580434,
2.0,-4.644,0.0060514721545855505,0.020643989043693977,
2.0,-4.638,0.006148127561936591,0.020759280289489996,
2.0,-4.632,0.006246101906438845,0.02087506510554199,
2.0,-4.6259999999999994,0.006345409095970043,0.020991344572791386,
2.0,-4.62,0.00644606311469573,0.02110811976749046,
2.0,-4.614,0.006548078022252607,0.021225391761145178,
2.0,-4.608,0.0066514679529050425,0.021343161620457737,
2.0,-4.602,0.006756247114674815,0.02146143040726918,
2.0,-4.596,0.006862429788443709,0.021580199178501763,
2.0,-4.59,0.006970030327028641,0.02169946898610105,
2.0,-4.584,0.007079063154229279,0.02181924087697813,
2.0,-4.578,0.0071895427638477925,0.021939515892951456,
2.0,-4.572,0.007301483718680644,0.022060295070688758,
2.0,-4.566,0.007414900649481902,0.022181579441648613,
2.0,-4.5600000000000005,0.0075298082538982755,0.022303370032021996,
2.0,-4.554,0.007646221295375432,0.02242566786267376,
2.0,-4.548,0.007764154602035229,0.02254847394908383,
2.0,-4.542,0.007883623065524056,0.022671789301288353,
2.0,-4.536,0.008004641639831746,0.02279561492382077,
2.0,-4.53,0.00812722534008102,0.022919951815652668,
2.0,-4.524,0.008251389241287292,0.02304480097013461,
2.0,-4.518,0.008377148477088446,0.023170163374936707,
2.0,-4.5120000000000005,0.008504518238444682,0.023296040011989195,
2.0,-4.506,0.008633513772308168,0.02342243185742291,
2.0,-4.5,0.008764150380262098,0.023549339881509507,
2.0,-4.494,0.008896443417129364,0.023676765048601646,
2.0,-4.4879999999999995,0.009030408289550373,0.02380470831707318,
2.0,-4.482,0.00916606045453005,0.023933170639258976,
2.0,-4.476,0.009303415417953804,0.02406215296139498,
2.0,-4.47,0.009442488733072192,0.024191656223557765,
2.0,-4.464,0.009583295998954383,0.024321681359604313,
2.0,-4.458,0.009725852858910235,0.0244522292971116,
2.0,-4.452,0.009870174998880488,0.024583300957315937,
2.0,-4.446,0.010016278145795605,0.02471489725505243,
2.0,-4.4399999999999995,0.010164178065902581,0.02484701909869423,
2.0,-4.434,0.010313890563059898,0.024979667390091678,
2.0,-4.428,0.010465431477000473,0.02511284302451146,
2.0,-4.422,0.01061881668156238,0.025246546890575546,
2.0,-4.416,0.0107740620828875,0.025380779870200078,
2.0,-4.41,0.010931183617587817,0.025515542838534327,
2.0,-4.404,0.011090197250879282,0.02565083666389931,
2.0,-4.398,0.011251118974683375,0.025786662207726522,
2.0,-4.3919999999999995,0.011413964805696083,0.025923020324496532,
2.0,-4.386,0.011578750783424316,0.02605991186167746,
2.0,-4.38,0.011745492968189915,0.026197337659663523,
2.0,-4.374,0.011914207439100695,0.02633529855171328,
2.0,-4.368,0.012084910291989126,0.026473795363888022,
2.0,-4.362,0.012257617637318337,0.026612828914990054,
2.0,-4.356,0.012432345598055098,0.026752400016500748,
2.0,-4.35,0.012609110307510501,0.026892509472518818,
2.0,-4.343999999999999,0.012787927907147759,0.027033158079698222,
2.0,-4.338,0.012968814544357209,0.027174346627186305,
2.0,-4.332,0.013151786370199,0.027316075896561726,
2.0,-4.3260000000000005,0.013336859537112665,0.02745834666177225,
2.0,-4.32,0.013524050196594554,0.027601159689072806,
2.0,-4.314,0.01371337449684235,0.02774451573696306,
2.0,-4.308,0.013904848580367267,0.027888415556125354,
2.0,-4.302,0.014098488581573875,0.02803285988936234,
2.0,-4.296,0.014294310624307255,0.028177849471534695,
2.0,-4.29,0.014492330819368363,0.028323385029498806,
2.0,-4.284,0.014692565261996563,0.02846946728204427,
2.0,-4.2780000000000005,0.014895030029320636,0.028616096939831595,
2.0,-4.272,0.0150997411777776,0.028763274705329703,
2.0,-4.266,0.015306714740499447,0.028911001272753433,
2.0,-4.26,0.015515966724668515,0.029059277328001093,
2.0,-4.254,0.015727513108841008,0.0292081035485919,
2.0,-4.248,0.015941369840239146,0.02935748060360347,
2.0,-4.242,0.016157552832012156,0.02950740915360929,
2.0,-4.236,0.016376077960465772,0.029657889850616074,
2.0,-4.23,0.016596961062261235,0.02980892333800125,
2.0,-4.224,0.016820217931583333,0.0299605102504504,
2.0,-4.218,0.01704586431727781,0.03011265121389459,
2.0,-4.212,0.01727391591995855,0.03026534684544781,
2.0,-4.2059999999999995,0.017504388389084694,0.030418597753344448,
2.0,-4.2,0.017737297320007676,0.03057240453687657,
2.0,-4.194,0.0179726582509889,0.030726767786331516,
2.0,-4.188,0.01821048666018768,0.030881688082929147,
2.0,-4.182,0.018450797962620294,0.03103716599875936,
2.0,-4.176,0.018693607507090176,0.031193202096719618,
2.0,-4.17,0.018938930573089374,0.03134979693045223,
2.0,-4.164,0.019186782367671934,0.03150695104428201,
2.0,-4.1579999999999995,0.019437178022299127,0.031664664973153706,
2.0,-4.152,0.01969013258965723,0.03182293924256951,
2.0,-4.146,0.019945661040447878,0.03198177436852674,
2.0,-4.14,0.020203778260151427,0.03214117085745528,
2.0,-4.134,0.020464499045763623,0.032301129206155264,
2.0,-4.128,0.020727838102506422,0.03246164990173485,
2.0,-4.122,0.02099381004051228,0.0326227334215477,
2.0,-4.116,0.021262429371483493,0.032784380233130905,
2.0,-4.109999999999999,0.021533710505326153,0.03294659079414272,
2.0,-4.104,0.021807667746759542,0.03310936555230036,
2.0,-4.098,0.022084315291901295,0.03327270494531796,
2.0,-4.092,0.022363667224828472,0.03343660940084447,
2.0,-4.086,0.02264573751411551,0.03360107933640163,
2.0,-4.08,0.022930540009349316,0.03376611515932213,
2.0,-4.074,0.023218088437621444,0.03393171726668759,
2.0,-4.068,0.023508396399998792,0.034097886045266874,
2.0,-4.062,0.023801477367972453,0.03426462187145422,
2.0,-4.056,0.024097344679885932,0.034431925111207774,
2.0,-4.05,0.024396011537342308,0.03459979611998773,
2.0,-4.0440000000000005,0.02469749100159207,0.03476823524269498,
2.0,-4.038,0.02500179598990125,0.03493724281360966,
2.0,-4.032,0.025308939271900498,0.035106819156329745,
2.0,-4.026,0.02561893346591624,0.03527696458370982,
2.0,-4.02,0.025931791035283813,0.035447679397799865,
2.0,-4.014,0.02624752428464354,0.03561896388978417,
2.0,-4.008,0.026566145356220396,0.035790818339920503,
2.0,-4.002,0.026887666226087386,0.03596324301747891,
2.0,-3.996,0.02721209870041378,0.03613623818068125,
2.0,-3.9899999999999998,0.027539454411698843,0.0363098040766403,
2.0,-3.984,0.027869744814991118,0.036483940941299246,
2.0,-3.9779999999999998,0.02820298118409456,0.036658648999371296,
2.0,-3.972,0.028539174607761807,0.03683392846427922,
2.0,-3.9659999999999997,0.02887833598587546,0.03700977953809519,
2.0,-3.96,0.029220476025617847,0.03718620241148065,
2.0,-3.9539999999999997,0.029565605237630306,0.03736319726362638,
2.0,-3.948,0.029913733932162165,0.03754076426219256,
2.0,-3.942,0.030264872215210847,0.03771890356324914,
2.0,-3.936,0.030619029984653122,0.03789761531121618,
2.0,-3.93,0.030976216926368604,0.03807689963880444,
2.0,-3.924,0.03133644251035649,0.03825675666695606,
2.0,-3.918,0.03169971598684552,0.0384371865047854,
2.0,-3.912,0.03206604638239899,0.03861818924952003,
2.0,-3.906,0.032435442496014474,0.03879976498644177,
2.0,-3.9,0.032807912895220115,0.03898191378882816,
2.0,-3.894,0.03318346591216733,0.03916463571789371,
2.0,-3.888,0.033562109639721636,0.039347930822731664,
2.0,-3.882,0.033943851927551505,0.039531799140255584,
2.0,-3.876,0.03432870037821702,0.039716240695141514,
2.0,-3.87,0.03471666234325827,0.03990125549976986,
2.0,-3.864,0.035107744919285276,0.04008684355416779,
2.0,-3.858,0.03550195494406913,0.0402730048459517,
2.0,-3.852,0.03589929899263659,0.040459739350269745,
2.0,-3.846,0.036299783373367846,0.04064704702974474,
2.0,-3.84,0.03670341412409906,0.040834927834417174,
2.0,-3.834,0.03711019700823007,0.041023381701688295,
2.0,-3.828,0.03752013751083882,0.041212408556263645,
2.0,-3.822,0.03793324083480259,0.04140200831009651,
2.0,-3.816,0.03834951189692776,0.04159218086233178,
2.0,-3.81,0.038768955324088424,0.04178292609924991,
2.0,-3.804,0.039191575449375196,0.04197424389421112,
2.0,-3.798,0.039617376308254904,0.04216613410759978,
2.0,-3.792,0.04004636163474234,0.04235859658676904,
2.0,-3.786,0.04047853485758467,0.04255163116598567,
2.0,-3.78,0.040913899096460093,0.04274523766637509,
2.0,-3.774,0.0413524571581909,0.04293941589586667,
2.0,-3.768,0.04179421153297282,0.04313416564913924,
2.0,-3.762,0.0422391643906207,0.04332948670756675,
2.0,-3.756,0.042687317576832556,0.043525378839164366,
2.0,-3.75,0.043138672609471775,0.043721841798534535,
2.0,-3.7439999999999998,0.043593230674869914,0.043918875326813565,
2.0,-3.738,0.04405099262414945,0.04411647915161816,
2.0,-3.7319999999999998,0.04451195896956934,0.04431465298699257,
2.0,-3.726,0.04497612988089258,0.0445133965333555,
2.0,-3.7199999999999998,0.04544350518177835,0.04471270947744782,
2.0,-3.714,0.0459140843461986,0.044912591492280086,
2.0,-3.7079999999999997,0.046387866494881067,0.0451130422370806,
2.0,-3.702,0.046864850391778845,0.04531406135724354,
2.0,-3.6959999999999997,0.047345034440568534,0.04551564848427759,
2.0,-3.69,0.04782841668117692,0.045717803235754514,
2.0,-3.684,0.04831499478633852,0.04592052521525839,
2.0,-3.678,0.04880476605818379,0.04612381401233481,
2.0,-3.672,0.049297727424859716,0.04632766920244049,
2.0,-3.666,0.04979387543718421,0.04653209034689318,
2.0,-3.66,0.050293206265334164,0.0467370769928218,
2.0,-3.654,0.050795715695569864,0.046942628673117,
2.0,-3.648,0.05130139912699505,0.04714874490638174,
2.0,-3.642,0.051810251568355496,0.04735542519688255,
2.0,-3.636,0.05232226763487545,0.047562669034500724,
2.0,-3.63,0.052837441545134596,0.04777047589468409,
2.0,-3.624,0.05335576711798515,0.04797884523839893,
2.0,-3.618,0.05387723776951163,0.048187776512082316,
2.0,-3.612,0.05440184651003278,0.04839726914759464,
2.0,-3.606,0.054929585941148336,0.04860732256217258,
2.0,-3.6,0.055460448252830294,0.04881793615838237,
2.0,-3.594,0.05599442522056092,0.049029109324073346,
2.0,-3.588,0.05653150820251754,0.04924084143233178,
2.0,-3.582,0.05707168813680607,0.04945313184143527,
2.0,-3.576,0.05761495553874372,0.04966597989480712,
2.0,-3.57,0.05816130049819227,0.04987938492097145,
2.0,-3.564,0.05871071267694273,0.050093346233508224,
2.0,-3.558,0.05926318130615306,0.0503078631310091,
2.0,-3.552,0.059818695183838734,0.05052293489703312,
2.0,-3.546,0.06037724267241886,0.05073856080006326,
2.0,-3.54,0.06093881169631741,0.050954740093462875,
2.0,-3.534,0.061503389739621675,0.05117147201543293,
2.0,-3.528,0.062070963843798226,0.05138875578896914,
2.0,-3.522,0.06264152060546797,0.05160659062182,
2.0,-3.516,0.06321504617424097,0.05182497570644462,
2.0,-3.51,0.06379152625061231,0.05204391021997149,
2.0,-3.504,0.06437094608391968,0.05226339332415713,
2.0,-3.4979999999999998,0.06495329047036426,0.05248342416534548,
2.0,-3.492,0.06553854375109507,0.0527040018744275,
2.0,-3.4859999999999998,0.06612668981035878,0.05292512556680123,
2.0,-3.48,0.06671771207371512,0.05314679434233205,
2.0,-3.4739999999999998,0.06731159350631931,0.053369007285313776,
2.0,-3.468,0.06790831661127239,0.05359176346442955,
2.0,-3.4619999999999997,0.06850786342804048,0.053815061932713716,
2.0,-3.456,0.06911021553094361,0.054038901727513626,
2.0,-3.4499999999999997,0.06971535402771585,0.05426328187045223,
2.0,-3.444,0.07032325955813619,0.05448820136739075,
2.0,-3.438,0.07093391229273334,0.054713659208392086,
2.0,-3.432,0.07154729193156303,0.05493965436768436,
2.0,-3.426,0.07216337770305996,0.05516618580362499,
2.0,-3.42,0.07278214836296569,0.05539325245866532,
2.0,-3.414,0.07340358219333207,0.05562085325931538,
2.0,-3.408,0.0740276570016022,0.0558489871161095,
2.0,-3.402,0.0746543501197691,0.056077652923571794,
2.0,-3.396,0.07528363840361361,0.05630684956018269,
2.0,-3.39,0.07591549823202128,0.05653657588834537,
2.0,-3.384,0.07654990550638065,0.05676683075435309,
2.0,-3.378,0.07718683565006182,0.05699761298835655,
2.0,-3.372,0.07782626360797812,0.05722892140433215,
2.0,-3.366,0.07846816384622965,0.0574607548000502,
2.0,-3.36,0.07911251035183156,0.05769311195704408,
2.0,-3.354,0.07975927663252555,0.0579259916405794,
2.0,-3.348,0.0804084357166776,0.05815939259962408,
2.0,-3.342,0.08105996015326061,0.058393313566818504,
2.0,-3.336,0.08171382201192458,0.05862775325844638,
2.0,-3.33,0.082369992883153,0.05886271037440592,
2.0,-3.324,0.08302844387850807,0.05909818359818173,
2.0,-3.318,0.08368914563096394,0.059334171596816816,
2.0,-3.312,0.08435206829532957,0.05957067302088542,
2.0,-3.306,0.08501718154876098,0.059807686504466176,
2.0,-3.3,0.08568445459136458,0.06004521066511575,
2.0,-3.294,0.08635385614689077,0.06028324410384299,
2.0,-3.288,0.08702535446352024,0.060521785405083635,
2.0,-3.282,0.08769891731474097,0.06076083313667539,
2.0,-3.276,0.08837451200031964,0.061000385849833604,
2.0,-3.27,0.08905210534736448,0.06124044207912745,
2.0,-3.264,0.08973166371148351,0.061481000342456585,
2.0,-3.258,0.0904131529780356,0.06172205914102823,
2.0,-3.252,0.0910965385634771,0.06196361695933499,
2.0,-3.246,0.09178178541680276,0.06220567226513291,
2.0,-3.2399999999999998,0.09246885802108305,0.06244822350942033,
2.0,-3.234,0.09315772039509632,0.06269126912641694,
2.0,-3.2279999999999998,0.09384833609505806,0.06293480753354379,
2.0,-3.222,0.09454066821644606,0.06317883713140329,
2.0,-3.2159999999999997,0.09523467939592334,0.06342335630376027,
2.0,-3.21,0.095930331813357,0.06366836341752317,
2.0,-3.2039999999999997,0.09662758719393616,0.06391385682272605,
2.0,-3.198,0.0973264068103861,0.06415983485251081,
2.0,-3.1919999999999997,0.09802675148528175,0.06440629582311048,
2.0,-3.186,0.09872858159345822,0.06465323803383241,
2.0,-3.18,0.0994318570645207,0.06490065976704253,
2.0,-3.174,0.10013653738545227,0.06514855928814985,
2.0,-3.168,0.1008425816033207,0.06539693484559164,
2.0,-3.162,0.10154994832808406,0.06564578467081922,
2.0,-3.156,0.10225859573549509,0.0658951069782841,
2.0,-3.15,0.10296848157010512,0.066144899965425,
2.0,-3.144,0.10367956314836586,0.06639516181265497,
2.0,-3.138,0.10439179736183182,0.06664589068334968,
2.0,-3.132,0.10510514068046045,0.06689708472383567,
2.0,-3.126,0.10581954915601209,0.06714874206337966,
2.0,-3.12,0.10653497842554838,0.06740086081417808,
2.0,-3.114,0.10725138371503039,0.06765343907134747,
2.0,-3.108,0.10796871984301423,0.06790647491291509,
2.0,-3.102,0.10868694122444698,0.06815996639981065,
