family,condition,mode,gamma,nominal_scale,orthogonal_scale,response_scale,global_seed,num_samples,fid,sfid,inception_score,total_nfe,noise_fingerprint,label_fingerprint,result
v500,g1p75_r1p30_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.3,0,1000,72.40428274745142,217.36108899035787,30.527734756469727,8212,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.35,0,1000,72.56766299468933,217.26119146975475,30.213043212890625,8398,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p30_l1p0_n1000_seed0,factorized,1.75,1.0,1.0,1.3,0,1000,72.58065789431038,216.75185636745277,30.002092361450195,7846,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l1p0_n1000_seed0,factorized,1.75,1.0,1.0,1.35,0,1000,72.60745289558412,217.107607010621,30.068422317504883,7852,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.35,0,1000,72.67644923442379,217.37653128296904,30.11116600036621,8056,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l0p875_n1000_seed0,factorized,1.75,1.0,0.875,1.35,0,1000,72.69410929864955,216.69950354766706,29.74471092224121,7786,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p30_l0p875_n1000_seed0,factorized,1.75,1.0,0.875,1.3,0,1000,72.70681184522374,216.47459310218585,29.919057846069336,7750,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p30_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.3,0,1000,72.70890384570384,217.23680489579715,30.31916046142578,7960,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.25,0,1000,72.71537572751936,217.14897724934326,30.48330307006836,7918,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p35_l1p25_n1000_seed0,factorized,1.5,1.0,1.25,1.35,0,1000,72.80126804218395,216.99338689941874,29.962839126586914,7816,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p35_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.25,0,1000,72.80720792837997,217.40506850859833,30.85628890991211,8146,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p30_l1p125_n1000_seed0,factorized,1.5,1.0,1.125,1.3,0,1000,72.95575666386947,216.77017307145888,30.501724243164062,7666,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p30_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p30_l1p25_n1000_seed0,factorized,1.5,1.0,1.25,1.3,0,1000,72.96473157024661,217.0370325114152,30.798856735229492,7786,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p30_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p35_l1p125_n1000_seed0,factorized,1.5,1.0,1.125,1.35,0,1000,73.01432336712293,216.74176010203462,30.03247833251953,7852,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p35_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l1p0_n1000_seed0,factorized,1.75,1.0,1.0,1.25,0,1000,73.01860145313572,216.83815948521863,30.55413818359375,7672,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l0p75_n1000_seed0,factorized,1.75,1.0,0.75,1.35,0,1000,73.02987621097088,216.27194548699413,29.688703536987305,7804,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p30_l0p75_n1000_seed0,factorized,1.75,1.0,0.75,1.3,0,1000,73.03757250620924,216.29677361532617,29.82529640197754,7714,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p35_l1p0_n1000_seed0,factorized,1.5,1.0,1.0,1.35,0,1000,73.07364058162023,216.56950112430923,29.593181610107422,7684,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p35_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l0p875_n1000_seed0,factorized,1.75,1.0,0.875,1.25,0,1000,73.10491265268814,216.50877534558776,30.46111488342285,7798,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l0p625_n1000_seed0,factorized,1.75,1.0,0.625,1.35,0,1000,73.13376693193914,216.00804398967205,29.419376373291016,7822,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p30_l1p0_n1000_seed0,factorized,1.5,1.0,1.0,1.3,0,1000,73.13974888329017,216.5138156537871,30.367298126220703,7726,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p30_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l0p625_n1000_seed0,factorized,1.75,1.0,0.625,1.4,0,1000,73.1987661736344,215.93240901803222,29.027023315429688,7840,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p35_l0p875_n1000_seed0,factorized,1.5,1.0,0.875,1.35,0,1000,73.25299161918758,216.29142742458112,29.466562271118164,7906,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p35_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l0p875_n1000_seed0,factorized,1.75,1.0,0.875,1.4,0,1000,73.31803109422697,216.85833112659247,28.95472526550293,8062,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p40_l1p125_n1000_seed0,factorized,1.5,1.0,1.125,1.4,0,1000,73.32525777666626,216.86977902089154,30.284591674804688,7882,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p40_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l0p75_n1000_seed0,factorized,1.75,1.0,0.75,1.4,0,1000,73.32869927909616,216.37966982703074,29.092586517333984,7960,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p30_l0p875_n1000_seed0,factorized,1.5,1.0,0.875,1.3,0,1000,73.36415893005699,216.39107386097749,30.64825439453125,7816,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p30_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p40_l1p125_n1000_seed0,factorized,1.25,1.0,1.125,1.4,0,1000,73.3743936397625,216.5495833213497,29.9200496673584,7774,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p40_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l1p25_n1000_seed0,factorized,1.5,1.0,1.25,1.25,0,1000,73.37453933089103,217.07740887375212,31.314800262451172,7708,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l1p0_n1000_seed0,factorized,1.75,1.0,1.0,1.4,0,1000,73.38965562565522,217.02388616440078,29.17119026184082,8140,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p40_l1p25_n1000_seed0,factorized,1.25,1.0,1.25,1.4,0,1000,73.38987457284702,216.69353645617377,29.896930694580078,7714,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p40_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.2,0,1000,73.40463714837017,217.6282637473721,31.224225997924805,8020,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p35_l1p25_n1000_seed0,factorized,1.25,1.0,1.25,1.35,0,1000,73.42963799174663,216.58970070419002,30.720212936401367,7786,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p35_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p40_l1p25_n1000_seed0,factorized,1.5,1.0,1.25,1.4,0,1000,73.46223036219072,217.3116784103588,30.39894676208496,8128,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p40_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.2,0,1000,73.46364489016253,217.40180339696417,31.330036163330078,7996,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p35_l0p75_n1000_seed0,factorized,1.5,1.0,0.75,1.35,0,1000,73.49871396809885,216.20926633370595,29.621259689331055,7870,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p35_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p35_l1p125_n1000_seed0,factorized,1.25,1.0,1.125,1.35,0,1000,73.5252134888517,216.49680115939327,30.674301147460938,7690,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p35_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p25_l0p75_n1000_seed0,factorized,1.75,1.0,0.75,1.25,0,1000,73.54019617475723,216.29207372305825,30.68792724609375,7816,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p25_l0p75_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p40_l1p0_n1000_seed0,factorized,1.5,1.0,1.0,1.4,0,1000,73.54170763590895,216.54732111019405,29.77218246459961,7798,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p40_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l1p125_n1000_seed0,factorized,1.5,1.0,1.125,1.25,0,1000,73.58956138912095,216.79991778935937,31.355342864990234,7624,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p40_l0p875_n1000_seed0,factorized,1.5,1.0,0.875,1.4,0,1000,73.60440852336092,216.25820543263342,29.42435073852539,7942,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p40_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l1p125_n1000_seed0,factorized,1.75,1.0,1.125,1.4,0,1000,73.61935904646629,217.42126786816402,28.854040145874023,8488,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l1p125_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p20_l1p0_n1000_seed0,factorized,1.75,1.0,1.0,1.2,0,1000,73.63472474742343,217.07086115007496,30.864118576049805,7858,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p20_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p30_l0p625_n1000_seed0,factorized,1.75,1.0,0.625,1.3,0,1000,73.66289402126415,216.1530953658587,29.67770004272461,7906,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p30_l0p625_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l0p5_n1000_seed0,factorized,1.75,1.0,0.5,1.4,0,1000,73.69931669093876,215.86446136393715,29.299694061279297,7936,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p45_l0p875_n1000_seed0,factorized,1.25,1.0,0.875,1.45,0,1000,73.70334196049424,216.39733073897776,29.3120059967041,7864,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p45_l0p875_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p40_l1p0_n1000_seed0,factorized,1.25,1.0,1.0,1.4,0,1000,73.70942232046673,216.3621754081463,29.7874813079834,7792,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p40_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p45_l1p0_n1000_seed0,factorized,1.25,1.0,1.0,1.45,0,1000,73.74136936784066,216.48846346005814,29.24065589904785,7948,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p45_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p40_l1p25_n1000_seed0,factorized,1.75,1.0,1.25,1.4,0,1000,73.76079757965749,217.49066782182183,29.00233268737793,8716,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p40_l1p25_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p75_r1p35_l0p5_n1000_seed0,factorized,1.75,1.0,0.5,1.35,0,1000,73.79315078570801,215.9051836002477,29.66728973388672,7828,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p75_r1p35_l0p5_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p5_r1p25_l1p0_n1000_seed0,factorized,1.5,1.0,1.0,1.25,0,1000,73.79687688351657,216.5698647745479,31.74349021911621,7822,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p5_r1p25_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p35_l1p0_n1000_seed0,factorized,1.25,1.0,1.0,1.35,0,1000,73.80476699509046,216.21348064551955,30.833721160888672,7774,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p35_l1p0_n1000_seed0/nominal_intervention_fid5k.json
v500,g1p25_r1p30_l1p25_n1000_seed0,factorized,1.25,1.0,1.25,1.3,0,1000,73.81231901087403,216.567156710287,31.662511825561523,7612,b693d3cc2f28249d84942f74586d1afda2df10879225cd69bbf5d6a2d602c7b8,76fcd0fce6808c069a79ee8fd795edf2a1785d73758dc62306e51700c44c0758,/data/users/zhoushunyu/eqvae/imagenet_sit_flow/factorized_guidance_800k_v1/response_direction_dense_n1000_seed0/v500/g1p25_r1p30_l1p25_n1000_seed0/nominal_intervention_fid5k.json
