start,method,k,suffix,index,resnet_p,resnet_top1,resnet_prediction,convnext_p,convnext_top1,convnext_prediction
4,conditional,64,guided,5,0.04094275087118149,0.0,435.0,0.06735087931156158,0.0,435.0
4,conditional,64,guided,6,0.9948278069496155,1.0,137.0,0.65420001745224,1.0,137.0
4,conditional,64,guided,7,0.9987828135490417,1.0,15.0,0.8270171880722046,1.0,15.0
4,conditional,16,null,4,0.006651511415839195,0.0,621.0,0.001843416248448193,0.0,751.0
4,conditional,16,null,5,0.0008148655178956687,0.0,405.0,0.0030018575489521027,0.0,693.0
4,conditional,16,null,6,1.997349681914784e-05,0.0,904.0,0.00031287744059227407,0.0,408.0
4,conditional,16,null,7,0.006366753950715065,0.0,8.0,0.003692698897793889,0.0,994.0
4,conditional,32,null,4,0.09202534705400467,0.0,414.0,0.0007571411551907659,0.0,518.0
4,conditional,32,null,5,0.027061011642217636,0.0,435.0,0.05283837765455246,0.0,435.0
4,conditional,32,null,6,0.9566859602928162,1.0,137.0,0.32921287417411804,1.0,137.0
4,conditional,32,null,7,0.9140263199806213,1.0,15.0,0.7414029240608215,1.0,15.0
4,conditional,32,conditional,4,0.9309390783309937,1.0,882.0,0.23402702808380127,1.0,882.0
4,conditional,32,conditional,5,0.04094275087118149,0.0,435.0,0.06735087931156158,0.0,435.0
4,conditional,32,conditional,6,0.9948278069496155,1.0,137.0,0.65420001745224,1.0,137.0
4,conditional,32,conditional,7,0.9987828135490417,1.0,15.0,0.8270171880722046,1.0,15.0
4,conditional,48,null,4,0.8787047266960144,1.0,882.0,0.1042584702372551,1.0,882.0
4,conditional,48,null,5,0.04001912847161293,0.0,435.0,0.0634608194231987,0.0,435.0
4,conditional,48,null,6,0.9928465485572815,1.0,137.0,0.6078813672065735,1.0,137.0
4,conditional,48,null,7,0.9960857629776001,1.0,15.0,0.8423458933830261,1.0,15.0
8,conditional,64,guided,8,0.7209722995758057,1.0,570.0,0.3364596664905548,1.0,570.0
8,conditional,64,guided,9,0.6734883189201355,1.0,169.0,0.8529651165008545,1.0,169.0
8,conditional,64,guided,10,0.11367815732955933,0.0,614.0,0.3821428120136261,1.0,608.0
8,conditional,64,guided,11,0.5240298509597778,1.0,342.0,0.3545955717563629,1.0,342.0
8,conditional,16,null,8,0.001009402796626091,0.0,439.0,0.006774829234927893,0.0,615.0
8,conditional,16,null,9,0.272783488035202,1.0,169.0,0.7983516454696655,1.0,169.0
8,conditional,16,null,10,0.0014971017371863127,0.0,446.0,0.0007808282389305532,0.0,473.0
8,conditional,16,null,11,0.009418177418410778,0.0,295.0,0.03436417877674103,0.0,350.0
8,conditional,32,null,8,0.22454282641410828,0.0,514.0,0.1374807506799698,0.0,643.0
8,conditional,32,null,9,0.43989649415016174,1.0,169.0,0.7858366370201111,1.0,169.0
8,conditional,32,null,10,0.024713857099413872,0.0,614.0,0.11658767610788345,0.0,399.0
8,conditional,32,null,11,0.25680720806121826,0.0,343.0,0.0857384130358696,0.0,350.0
8,conditional,32,conditional,8,0.7209722995758057,1.0,570.0,0.3364596664905548,1.0,570.0
8,conditional,32,conditional,9,0.6734883189201355,1.0,169.0,0.8529651165008545,1.0,169.0
8,conditional,32,conditional,10,0.11367815732955933,0.0,614.0,0.3821428120136261,1.0,608.0
8,conditional,32,conditional,11,0.5240298509597778,1.0,342.0,0.3545955717563629,1.0,342.0
8,conditional,48,null,8,0.6893631815910339,1.0,570.0,0.31581681966781616,1.0,570.0
8,conditional,48,null,9,0.6086559891700745,1.0,169.0,0.8383351564407349,1.0,169.0
8,conditional,48,null,10,0.08745710551738739,0.0,614.0,0.2264399230480194,1.0,608.0
8,conditional,48,null,11,0.4483761787414551,1.0,342.0,0.32571086287498474,1.0,342.0
12,conditional,64,guided,12,0.04391375556588173,0.0,586.0,0.8549924492835999,1.0,830.0
12,conditional,64,guided,13,0.9990265369415283,1.0,904.0,0.9122154116630554,1.0,904.0
12,conditional,64,guided,14,0.8906943202018738,1.0,211.0,0.8923733234405518,1.0,211.0
12,conditional,64,guided,15,0.030833743512630463,0.0,120.0,0.24031060934066772,0.0,120.0
12,conditional,16,null,12,3.245471089030616e-05,0.0,405.0,0.0005417265347205102,0.0,895.0
12,conditional,16,null,13,0.9860233068466187,1.0,904.0,0.9269229173660278,1.0,904.0
12,conditional,16,null,14,0.006159579381346703,0.0,262.0,0.11998938024044037,0.0,262.0
12,conditional,16,null,15,2.794340332457068e-07,0.0,677.0,0.00035365656367503107,0.0,677.0
12,conditional,32,null,12,0.015384368598461151,0.0,586.0,0.10614152252674103,0.0,895.0
12,conditional,32,null,13,0.9931750893592834,1.0,904.0,0.9202641248703003,1.0,904.0
12,conditional,32,null,14,0.7156535387039185,1.0,211.0,0.846076250076294,1.0,211.0
12,conditional,32,null,15,0.003529053647071123,0.0,35.0,0.05413609743118286,0.0,36.0
12,conditional,32,conditional,12,0.04391375556588173,0.0,586.0,0.8549924492835999,1.0,830.0
12,conditional,32,conditional,13,0.9990265369415283,1.0,904.0,0.9122154116630554,1.0,904.0
12,conditional,32,conditional,14,0.8906943202018738,1.0,211.0,0.8923733234405518,1.0,211.0
12,conditional,32,conditional,15,0.030833743512630463,0.0,120.0,0.24031060934066772,0.0,120.0
12,conditional,48,null,12,0.033943623304367065,0.0,586.0,0.8843966126441956,1.0,830.0
12,conditional,48,null,13,0.998749852180481,1.0,904.0,0.9101762175559998,1.0,904.0
12,conditional,48,null,14,0.8759472966194153,1.0,211.0,0.867723822593689,1.0,211.0
12,conditional,48,null,15,0.027272790670394897,0.0,120.0,0.12364900857210159,0.0,120.0
0,cfg_low,64,guided,0,0.8699209094047546,1.0,272.0,0.47495564818382263,1.0,272.0
0,cfg_low,64,guided,1,0.9686651229858398,1.0,508.0,0.8594703078269958,1.0,508.0
0,cfg_low,64,guided,2,0.005934602115303278,0.0,174.0,0.007469802629202604,0.0,174.0
0,cfg_low,64,guided,3,0.9177622199058533,1.0,331.0,0.7439996004104614,1.0,331.0
0,cfg_low,16,null,0,0.00027299957582727075,0.0,362.0,0.0008416737546212971,0.0,331.0
0,cfg_low,16,null,1,3.5731703974306583e-05,0.0,730.0,0.00032471571466885507,0.0,997.0
0,cfg_low,16,null,2,1.0203537385677919e-05,0.0,261.0,0.00011199086293345317,0.0,261.0
0,cfg_low,16,null,3,5.67018876296288e-09,0.0,128.0,0.0004286649636924267,0.0,128.0
0,cfg_low,32,null,0,0.6438849568367004,1.0,272.0,0.42778849601745605,1.0,272.0
0,cfg_low,32,null,1,0.9670214056968689,1.0,508.0,0.5780600905418396,1.0,508.0
0,cfg_low,32,null,2,9.100185707211494e-06,0.0,261.0,0.00024095093249343336,0.0,261.0
0,cfg_low,32,null,3,0.04927258938550949,0.0,280.0,0.08788956701755524,0.0,280.0
0,cfg_low,32,conditional,0,0.8224918842315674,1.0,272.0,0.47841817140579224,1.0,272.0
0,cfg_low,32,conditional,1,0.9666386246681213,1.0,508.0,0.8360520601272583,1.0,508.0
0,cfg_low,32,conditional,2,0.0006521385512314737,0.0,229.0,0.0008900390239432454,0.0,174.0
0,cfg_low,32,conditional,3,0.7383994460105896,1.0,331.0,0.6490046977996826,1.0,331.0
0,cfg_low,48,null,0,0.7860602140426636,1.0,272.0,0.4482264816761017,1.0,272.0
0,cfg_low,48,null,1,0.9739139080047607,1.0,508.0,0.8159679770469666,1.0,508.0
0,cfg_low,48,null,2,0.004826015792787075,0.0,249.0,0.005359090864658356,0.0,174.0
0,cfg_low,48,null,3,0.8260678052902222,1.0,331.0,0.7006468176841736,1.0,331.0
4,cfg_low,64,guided,4,0.9994144439697266,1.0,882.0,0.8243378400802612,1.0,882.0
4,cfg_low,64,guided,5,0.15523816645145416,0.0,435.0,0.3543154299259186,1.0,876.0
4,cfg_low,64,guided,6,0.999962568283081,1.0,137.0,0.772448718547821,1.0,137.0
4,cfg_low,64,guided,7,0.9990965127944946,1.0,15.0,0.7954240441322327,1.0,15.0
4,cfg_low,16,null,4,0.06477539986371994,0.0,691.0,0.0005774796009063721,0.0,518.0
4,cfg_low,16,null,5,0.04682499170303345,0.0,435.0,0.1203499436378479,0.0,435.0
4,cfg_low,16,null,6,0.8220791816711426,1.0,137.0,0.02317500114440918,0.0,98.0
4,cfg_low,16,null,7,0.005857513751834631,0.0,953.0,0.0013607079163193703,0.0,994.0
4,cfg_low,32,null,4,0.9944862723350525,1.0,882.0,0.8674497604370117,1.0,882.0
4,cfg_low,32,null,5,0.17692027986049652,0.0,435.0,0.27824535965919495,1.0,876.0
4,cfg_low,32,null,6,0.9996564388275146,1.0,137.0,0.6865861415863037,1.0,137.0
4,cfg_low,32,null,7,0.9985584616661072,1.0,15.0,0.712178111076355,1.0,15.0
4,cfg_low,32,conditional,4,0.999169111251831,1.0,882.0,0.8189006447792053,1.0,882.0
4,cfg_low,32,conditional,5,0.1589237004518509,0.0,435.0,0.3548503816127777,1.0,876.0
4,cfg_low,32,conditional,6,0.9999512434005737,1.0,137.0,0.7496845722198486,1.0,137.0
4,cfg_low,32,conditional,7,0.9992617964744568,1.0,15.0,0.7836305499076843,1.0,15.0
4,cfg_low,48,null,4,0.999427318572998,1.0,882.0,0.8174155950546265,1.0,882.0
4,cfg_low,48,null,5,0.16429753601551056,0.0,435.0,0.3512426018714905,1.0,876.0
4,cfg_low,48,null,6,0.999951958656311,1.0,137.0,0.75432288646698,1.0,137.0
4,cfg_low,48,null,7,0.9990383386611938,1.0,15.0,0.796492874622345,1.0,15.0
8,cfg_low,64,guided,8,0.9932871460914612,1.0,570.0,0.7105225920677185,1.0,570.0
8,cfg_low,64,guided,9,0.9312739968299866,1.0,169.0,0.8777734637260437,1.0,169.0
8,cfg_low,64,guided,10,0.9991193413734436,1.0,608.0,0.7893171310424805,1.0,608.0
8,cfg_low,64,guided,11,0.9099612832069397,1.0,342.0,0.4051608741283417,1.0,342.0
8,cfg_low,16,null,8,0.5875544548034668,1.0,570.0,0.16894562542438507,1.0,570.0
8,cfg_low,16,null,9,0.3465442657470703,1.0,169.0,0.6792354583740234,1.0,169.0
8,cfg_low,16,null,10,0.0007752390229143202,0.0,446.0,0.0007182794506661594,0.0,446.0
8,cfg_low,16,null,11,0.10236425697803497,0.0,294.0,0.04601651057600975,0.0,106.0
8,cfg_low,32,null,8,0.9949588179588318,1.0,570.0,0.5444654226303101,1.0,570.0
8,cfg_low,32,null,9,0.4881676137447357,1.0,169.0,0.8858202695846558,1.0,169.0
8,cfg_low,32,null,10,0.7603793144226074,1.0,608.0,0.5685572028160095,1.0,608.0
8,cfg_low,32,null,11,0.7768744826316833,1.0,342.0,0.3159972131252289,1.0,342.0
8,cfg_low,32,conditional,8,0.9926095604896545,1.0,570.0,0.6789020299911499,1.0,570.0
8,cfg_low,32,conditional,9,0.921535849571228,1.0,169.0,0.8816505670547485,1.0,169.0
8,cfg_low,32,conditional,10,0.9947275519371033,1.0,608.0,0.7505824565887451,1.0,608.0
8,cfg_low,32,conditional,11,0.918022096157074,1.0,342.0,0.38560718297958374,1.0,342.0
8,cfg_low,48,null,8,0.9934667944908142,1.0,570.0,0.6976877450942993,1.0,570.0
8,cfg_low,48,null,9,0.919227659702301,1.0,169.0,0.8837253451347351,1.0,169.0
8,cfg_low,48,null,10,0.9983783960342407,1.0,608.0,0.7784608006477356,1.0,608.0
8,cfg_low,48,null,11,0.9124388694763184,1.0,342.0,0.3956650197505951,1.0,342.0
12,cfg_low,64,guided,12,0.9450449347496033,1.0,830.0,0.7455008625984192,1.0,830.0
12,cfg_low,64,guided,13,0.99952232837677,1.0,904.0,0.9295342564582825,1.0,904.0
12,cfg_low,64,guided,14,0.9622917771339417,1.0,211.0,0.8889235258102417,1.0,211.0
12,cfg_low,64,guided,15,0.1937001645565033,0.0,120.0,0.6357048153877258,1.0,119.0
12,cfg_low,16,null,12,0.0046676043421030045,0.0,895.0,0.001884504104964435,0.0,871.0
12,cfg_low,16,null,13,0.9996620416641235,1.0,904.0,0.9198688864707947,1.0,904.0
12,cfg_low,16,null,14,0.02901189960539341,0.0,262.0,0.2837134003639221,1.0,211.0
12,cfg_low,16,null,15,1.1960875781369396e-05,0.0,53.0,0.0024524882901459932,0.0,32.0
12,cfg_low,32,null,12,0.5973610877990723,1.0,830.0,0.7956252694129944,1.0,830.0
12,cfg_low,32,null,13,0.9993891716003418,1.0,904.0,0.9160282015800476,1.0,904.0
12,cfg_low,32,null,14,0.8239256739616394,1.0,211.0,0.8685503602027893,1.0,211.0
12,cfg_low,32,null,15,0.016591090708971024,0.0,36.0,0.09118890762329102,0.0,32.0
12,cfg_low,32,conditional,12,0.9469360113143921,1.0,830.0,0.7594093680381775,1.0,830.0
12,cfg_low,32,conditional,13,0.9995263814926147,1.0,904.0,0.9190462827682495,1.0,904.0
12,cfg_low,32,conditional,14,0.9604511260986328,1.0,211.0,0.8859009146690369,1.0,211.0
12,cfg_low,32,conditional,15,0.16816577315330505,0.0,120.0,0.5996508002281189,1.0,119.0
12,cfg_low,48,null,12,0.9407300353050232,1.0,830.0,0.7497593760490417,1.0,830.0
12,cfg_low,48,null,13,0.9994446635246277,1.0,904.0,0.9255868792533875,1.0,904.0
12,cfg_low,48,null,14,0.9438475966453552,1.0,211.0,0.884765625,1.0,211.0
12,cfg_low,48,null,15,0.2128976285457611,0.0,120.0,0.5936076641082764,1.0,119.0
0,cfg_tuned,64,guided,0,0.989321231842041,1.0,272.0,0.6712392568588257,1.0,272.0
0,cfg_tuned,64,guided,1,0.9769548177719116,1.0,508.0,0.8015425801277161,1.0,508.0
0,cfg_tuned,64,guided,2,0.4180781841278076,0.0,195.0,0.7499896287918091,1.0,151.0
0,cfg_tuned,64,guided,3,0.9922381043434143,1.0,331.0,0.8011797070503235,1.0,331.0
0,cfg_tuned,16,null,0,0.511351466178894,1.0,272.0,0.46831801533699036,1.0,272.0
0,cfg_tuned,16,null,1,0.00015624506340827793,0.0,822.0,0.00017659175500739366,0.0,515.0
0,cfg_tuned,16,null,2,1.3315417390913353e-06,0.0,283.0,8.037622319534421e-05,0.0,283.0
0,cfg_tuned,16,null,3,1.4644232351201936e-06,0.0,128.0,0.000512746802996844,0.0,128.0
0,cfg_tuned,32,null,0,0.9819037318229675,1.0,272.0,0.4888294041156769,1.0,272.0
0,cfg_tuned,32,null,1,0.9802769422531128,1.0,508.0,0.8198562264442444,1.0,508.0
0,cfg_tuned,32,null,2,0.28227856755256653,1.0,151.0,0.1850215345621109,1.0,151.0
0,cfg_tuned,32,null,3,0.9680716395378113,1.0,331.0,0.7230358123779297,1.0,331.0
0,cfg_tuned,32,conditional,0,0.9888516068458557,1.0,272.0,0.5775763988494873,1.0,272.0
0,cfg_tuned,32,conditional,1,0.9777629971504211,1.0,508.0,0.8155773878097534,1.0,508.0
0,cfg_tuned,32,conditional,2,0.583742618560791,1.0,151.0,0.7699128985404968,1.0,151.0
0,cfg_tuned,32,conditional,3,0.99212646484375,1.0,331.0,0.7704132795333862,1.0,331.0
0,cfg_tuned,48,null,0,0.9881170988082886,1.0,272.0,0.6434663534164429,1.0,272.0
0,cfg_tuned,48,null,1,0.9740374088287354,1.0,508.0,0.7979921102523804,1.0,508.0
0,cfg_tuned,48,null,2,0.49107688665390015,1.0,151.0,0.7413944005966187,1.0,151.0
0,cfg_tuned,48,null,3,0.992013156414032,1.0,331.0,0.7912191152572632,1.0,331.0
4,cfg_tuned,64,guided,4,0.9978705644607544,1.0,882.0,0.7464531064033508,1.0,882.0
4,cfg_tuned,64,guided,5,0.1727423071861267,0.0,435.0,0.280499130487442,0.0,435.0
4,cfg_tuned,64,guided,6,0.9999666213989258,1.0,137.0,0.8359366059303284,1.0,137.0
4,cfg_tuned,64,guided,7,0.9994828701019287,1.0,15.0,0.8340792059898376,1.0,15.0
4,cfg_tuned,16,null,4,0.3288433253765106,1.0,882.0,0.2836158871650696,0.0,618.0
4,cfg_tuned,16,null,5,0.030688434839248657,0.0,412.0,0.11043992638587952,0.0,742.0
4,cfg_tuned,16,null,6,0.9840552806854248,1.0,137.0,0.19126452505588531,0.0,98.0
4,cfg_tuned,16,null,7,0.7722403407096863,1.0,15.0,0.44473662972450256,1.0,15.0
4,cfg_tuned,32,null,4,0.9605115056037903,1.0,882.0,0.8372308015823364,1.0,882.0
4,cfg_tuned,32,null,5,0.25835317373275757,0.0,435.0,0.4051332473754883,1.0,876.0
4,cfg_tuned,32,null,6,0.9999217987060547,1.0,137.0,0.8357200622558594,1.0,137.0
4,cfg_tuned,32,null,7,0.9991841912269592,1.0,15.0,0.8182594180107117,1.0,15.0
4,cfg_tuned,32,conditional,4,0.994841992855072,1.0,882.0,0.7870994210243225,1.0,882.0
4,cfg_tuned,32,conditional,5,0.2471988946199417,0.0,435.0,0.36037948727607727,1.0,876.0
4,cfg_tuned,32,conditional,6,0.9999672174453735,1.0,137.0,0.8338830471038818,1.0,137.0
4,cfg_tuned,32,conditional,7,0.999157190322876,1.0,15.0,0.8285151124000549,1.0,15.0
4,cfg_tuned,48,null,4,0.9979871511459351,1.0,882.0,0.7446969747543335,1.0,882.0
4,cfg_tuned,48,null,5,0.18207579851150513,0.0,435.0,0.2859209477901459,0.0,435.0
4,cfg_tuned,48,null,6,0.9999741315841675,1.0,137.0,0.8409539461135864,1.0,137.0
4,cfg_tuned,48,null,7,0.9995148181915283,1.0,15.0,0.8320459127426147,1.0,15.0
8,cfg_tuned,64,guided,8,0.9642345309257507,1.0,570.0,0.6211098432540894,1.0,570.0
8,cfg_tuned,64,guided,9,0.9108539819717407,1.0,169.0,0.8552190661430359,1.0,169.0
8,cfg_tuned,64,guided,10,0.9999788999557495,1.0,608.0,0.7681509852409363,1.0,608.0
8,cfg_tuned,64,guided,11,0.9274336695671082,1.0,342.0,0.521261990070343,1.0,342.0
8,cfg_tuned,16,null,8,0.10961426049470901,0.0,899.0,0.03907649964094162,0.0,725.0
8,cfg_tuned,16,null,9,0.17523176968097687,0.0,222.0,0.6182217597961426,1.0,169.0
8,cfg_tuned,16,null,10,0.0003457605780567974,0.0,747.0,0.0002155945694539696,0.0,477.0
8,cfg_tuned,16,null,11,0.10281398147344589,0.0,343.0,0.09094701707363129,1.0,342.0
8,cfg_tuned,32,null,8,0.9433177709579468,1.0,570.0,0.6235491037368774,1.0,570.0
8,cfg_tuned,32,null,9,0.7790856957435608,1.0,169.0,0.8629208207130432,1.0,169.0
8,cfg_tuned,32,null,10,0.9293200969696045,1.0,608.0,0.7684831023216248,1.0,608.0
8,cfg_tuned,32,null,11,0.8723574876785278,1.0,342.0,0.4050333797931671,1.0,342.0
8,cfg_tuned,32,conditional,8,0.9449588656425476,1.0,570.0,0.596299946308136,1.0,570.0
8,cfg_tuned,32,conditional,9,0.8798899054527283,1.0,169.0,0.8575214147567749,1.0,169.0
8,cfg_tuned,32,conditional,10,0.9999179840087891,1.0,608.0,0.76996910572052,1.0,608.0
8,cfg_tuned,32,conditional,11,0.8705472350120544,1.0,342.0,0.4715305268764496,1.0,342.0
8,cfg_tuned,48,null,8,0.9676065444946289,1.0,570.0,0.614741861820221,1.0,570.0
8,cfg_tuned,48,null,9,0.8903849720954895,1.0,169.0,0.8631417751312256,1.0,169.0
8,cfg_tuned,48,null,10,0.9999406337738037,1.0,608.0,0.775489091873169,1.0,608.0
8,cfg_tuned,48,null,11,0.930611252784729,1.0,342.0,0.5141234993934631,1.0,342.0
12,cfg_tuned,64,guided,12,0.9883755445480347,1.0,830.0,0.7540889978408813,1.0,830.0
12,cfg_tuned,64,guided,13,0.9984961748123169,1.0,904.0,0.9085025191307068,1.0,904.0
12,cfg_tuned,64,guided,14,0.9464125633239746,1.0,211.0,0.9049809575080872,1.0,211.0
12,cfg_tuned,64,guided,15,0.24528196454048157,0.0,120.0,0.7715385556221008,1.0,119.0
12,cfg_tuned,16,null,12,0.05082491412758827,0.0,559.0,0.4090994596481323,1.0,830.0
12,cfg_tuned,16,null,13,0.9997661709785461,1.0,904.0,0.9286040663719177,1.0,904.0
12,cfg_tuned,16,null,14,0.39245250821113586,1.0,211.0,0.675337553024292,1.0,211.0
12,cfg_tuned,16,null,15,0.00034750576014630497,0.0,35.0,0.0007500472129322588,0.0,32.0
12,cfg_tuned,32,null,12,0.7178083062171936,1.0,830.0,0.7476708292961121,1.0,830.0
12,cfg_tuned,32,null,13,0.9985356330871582,1.0,904.0,0.9120007157325745,1.0,904.0
12,cfg_tuned,32,null,14,0.8785474896430969,1.0,211.0,0.9025892019271851,1.0,211.0
12,cfg_tuned,32,null,15,0.08583231270313263,0.0,36.0,0.5834305882453918,1.0,119.0
12,cfg_tuned,32,conditional,12,0.9229652881622314,1.0,830.0,0.7432551383972168,1.0,830.0
12,cfg_tuned,32,conditional,13,0.9984717965126038,1.0,904.0,0.9071843028068542,1.0,904.0
12,cfg_tuned,32,conditional,14,0.9434781670570374,1.0,211.0,0.9132061004638672,1.0,211.0
12,cfg_tuned,32,conditional,15,0.3162449896335602,0.0,120.0,0.7722172141075134,1.0,119.0
12,cfg_tuned,48,null,12,0.9828238487243652,1.0,830.0,0.7513889074325562,1.0,830.0
12,cfg_tuned,48,null,13,0.9983950257301331,1.0,904.0,0.9088037014007568,1.0,904.0
12,cfg_tuned,48,null,14,0.9378644824028015,1.0,211.0,0.9071565270423889,1.0,211.0
12,cfg_tuned,48,null,15,0.19836875796318054,0.0,120.0,0.7862135767936707,1.0,119.0
0,cfg_high,64,guided,0,0.9947869777679443,1.0,272.0,0.8211476802825928,1.0,272.0
0,cfg_high,64,guided,1,0.969461977481842,1.0,508.0,0.8196516036987305,1.0,508.0
0,cfg_high,64,guided,2,0.9959226846694946,1.0,151.0,0.8343428373336792,1.0,151.0
0,cfg_high,64,guided,3,0.9945384860038757,1.0,331.0,0.7238836884498596,1.0,331.0
0,cfg_high,16,null,0,0.0117896543815732,0.0,170.0,0.005667833611369133,0.0,170.0
0,cfg_high,16,null,1,0.9073911309242249,1.0,508.0,0.6647199988365173,1.0,508.0
0,cfg_high,16,null,2,0.020888229832053185,0.0,196.0,0.006923910696059465,0.0,182.0
0,cfg_high,16,null,3,0.013468565419316292,0.0,172.0,0.006505684461444616,0.0,232.0
0,cfg_high,32,null,0,0.9945474863052368,1.0,272.0,0.7713039517402649,1.0,272.0
0,cfg_high,32,null,1,0.9862844944000244,1.0,508.0,0.8326291441917419,1.0,508.0
0,cfg_high,32,null,2,0.9570546746253967,1.0,151.0,0.8580686450004578,1.0,151.0
0,cfg_high,32,null,3,0.9670517444610596,1.0,331.0,0.6759448647499084,1.0,331.0
0,cfg_high,32,conditional,0,0.996678352355957,1.0,272.0,0.8003507256507874,1.0,272.0
0,cfg_high,32,conditional,1,0.9822525978088379,1.0,508.0,0.832699716091156,1.0,508.0
0,cfg_high,32,conditional,2,0.9835079908370972,1.0,151.0,0.8401806354522705,1.0,151.0
0,cfg_high,32,conditional,3,0.9754112362861633,1.0,331.0,0.7031564712524414,1.0,331.0
0,cfg_high,48,null,0,0.9960307478904724,1.0,272.0,0.8186632394790649,1.0,272.0
0,cfg_high,48,null,1,0.9700512290000916,1.0,508.0,0.8190441131591797,1.0,508.0
0,cfg_high,48,null,2,0.9951167106628418,1.0,151.0,0.8294369578361511,1.0,151.0
0,cfg_high,48,null,3,0.9920439124107361,1.0,331.0,0.7132930159568787,1.0,331.0
4,cfg_high,64,guided,4,0.9992527365684509,1.0,882.0,0.8591729402542114,1.0,882.0
4,cfg_high,64,guided,5,0.2804587781429291,0.0,435.0,0.3368552327156067,0.0,435.0
4,cfg_high,64,guided,6,0.99933260679245,1.0,137.0,0.8692511320114136,1.0,137.0
4,cfg_high,64,guided,7,0.9956381916999817,1.0,15.0,0.8173131346702576,1.0,15.0
4,cfg_high,16,null,4,0.9255569577217102,1.0,882.0,0.6896024942398071,1.0,882.0
4,cfg_high,16,null,5,0.18107998371124268,0.0,435.0,0.12238279730081558,0.0,896.0
4,cfg_high,16,null,6,0.9976776242256165,1.0,137.0,0.7744789123535156,1.0,137.0
4,cfg_high,16,null,7,0.9983127117156982,1.0,15.0,0.8003095388412476,1.0,15.0
4,cfg_high,32,null,4,0.9984912872314453,1.0,882.0,0.838871955871582,1.0,882.0
4,cfg_high,32,null,5,0.29126107692718506,0.0,435.0,0.34500113129615784,0.0,435.0
4,cfg_high,32,null,6,0.99981290102005,1.0,137.0,0.8645909428596497,1.0,137.0
4,cfg_high,32,null,7,0.9968026876449585,1.0,15.0,0.7690827250480652,1.0,15.0
4,cfg_high,32,conditional,4,0.999256432056427,1.0,882.0,0.8542794585227966,1.0,882.0
4,cfg_high,32,conditional,5,0.2971726953983307,0.0,435.0,0.338842511177063,0.0,435.0
4,cfg_high,32,conditional,6,0.999864935874939,1.0,137.0,0.8603343367576599,1.0,137.0
4,cfg_high,32,conditional,7,0.9972829818725586,1.0,15.0,0.8012667894363403,1.0,15.0
4,cfg_high,48,null,4,0.9992918968200684,1.0,882.0,0.8543760776519775,1.0,882.0
4,cfg_high,48,null,5,0.28506845235824585,0.0,435.0,0.3398706316947937,0.0,435.0
4,cfg_high,48,null,6,0.9992604851722717,1.0,137.0,0.8716060519218445,1.0,137.0
4,cfg_high,48,null,7,0.9951984286308289,1.0,15.0,0.817609965801239,1.0,15.0
8,cfg_high,64,guided,8,0.9954169988632202,1.0,570.0,0.7370438575744629,1.0,570.0
8,cfg_high,64,guided,9,0.9051230549812317,1.0,169.0,0.8251309394836426,1.0,169.0
8,cfg_high,64,guided,10,0.999954104423523,1.0,608.0,0.892866849899292,1.0,608.0
8,cfg_high,64,guided,11,0.886461079120636,1.0,342.0,0.5203293561935425,1.0,342.0
8,cfg_high,16,null,8,0.5469229221343994,1.0,570.0,0.07314465939998627,0.0,615.0
