batch_start,batch_size,inverse_maximum_iterations,inverse_maximum_relative_residual,signal_rms,second_increment_rms,inverse_noise_shift_rms,inverse_noise_shift_to_noise,null_noise_cycle_rms,null_switch_cycle_rms,guided_switch_cycle_rms,guided_cycle_to_signal,guided_cycle_to_second_increment
536,8,3,0.0009728156146593392,0.22513628005981445,0.1347600519657135,0.11802436411380768,0.11805577576160431,0.0020306785590946674,0.024699576199054718,0.004472116939723492,0.020107492804527283,0.03403186798095703
568,8,3,0.0009966486832126975,0.24885039031505585,0.13106440007686615,0.11805564165115356,0.11801695823669434,0.0020475350320339203,0.03605000674724579,0.0038618030957877636,0.0138705400750041,0.029044538736343384
600,8,3,0.0009753592312335968,0.232516348361969,0.14481651782989502,0.117928646504879,0.11803656816482544,0.0020369449630379677,0.06128058582544327,0.022528942674398422,0.06583203375339508,0.09765265136957169
632,8,3,0.0009744302369654179,0.29466643929481506,0.19398778676986694,0.1261637806892395,0.12621517479419708,0.0020371577702462673,0.04949416220188141,0.04346512258052826,0.1675715148448944,0.12348663806915283
664,8,3,0.000966644030995667,0.2609989047050476,0.15791551768779755,0.12096810340881348,0.12096299976110458,0.0020313935820013285,0.05776010453701019,0.02835787646472454,0.07893013209104538,0.09009940177202225
696,8,3,0.0009684510296210647,0.2736199200153351,0.15750864148139954,0.1139979362487793,0.11394946277141571,0.0020082551054656506,0.03144645318388939,0.007277200929820538,0.029263634234666824,0.04329083487391472
728,8,3,0.0009764171554706991,0.233064204454422,0.16707080602645874,0.11643162369728088,0.11641113460063934,0.002023470588028431,0.06229843944311142,0.028285842388868332,0.13049174845218658,0.12376904487609863
760,8,3,0.000936080003157258,0.2710185647010803,0.14860835671424866,0.11785131692886353,0.11779318749904633,0.00203252537176013,0.026466920971870422,0.002902029547840357,0.010988391004502773,0.020156439393758774
792,8,3,0.0009637377806939185,0.2372729778289795,0.1628730297088623,0.11876174062490463,0.11871476471424103,0.002031691838055849,0.021926943212747574,0.013924825936555862,0.05883379280567169,0.09245635569095612
824,8,3,0.0009453968377783895,0.22302579879760742,0.15460583567619324,0.1170458048582077,0.11697524785995483,0.0019947534892708063,0.02021562121808529,0.008091054856777191,0.03862081468105316,0.033850718289613724
856,8,3,0.0009698718786239624,0.21022982895374298,0.1578967273235321,0.12008876353502274,0.12007308006286621,0.002049272647127509,0.02569892816245556,0.010969324968755245,0.045789919793605804,0.051546886563301086
888,8,3,0.0009380854316987097,0.27202409505844116,0.16174060106277466,0.12079387158155441,0.12086927890777588,0.0020220859441906214,0.0869143158197403,0.020987603813409805,0.0751747116446495,0.14114362001419067
920,8,3,0.000999649753794074,0.19131234288215637,0.12456781417131424,0.11853283643722534,0.11854226887226105,0.0020297691226005554,0.015183108858764172,0.002311103977262974,0.012303566560149193,0.018209222704172134
952,8,3,0.0009990099351853132,0.21027939021587372,0.1592503786087036,0.11667744815349579,0.11676004528999329,0.002057543722912669,0.015500372275710106,0.022453365847468376,0.09392881393432617,0.08518421649932861
984,8,3,0.000923065235838294,0.22419768571853638,0.12912969291210175,0.11417806148529053,0.11431194096803665,0.0020996301900595427,0.03570151701569557,0.010591691359877586,0.035859011113643646,0.06132795661687851
