arm,method,early,late,iterations,samples,seed,fid,noise_sha256,label_sha256,sample_sha256,sum_batch_gpu_seconds,run,source
ig_e0.000_l0.000_m1_n1000_s202609831,ig,0.0,0.0,,,,63.674574320406634,,,,,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.000_m1_n1000_s202609831/result.json
ig_e0.000_l0.100_m1_n1000_s202609831,ig,0.0,0.1,1,1000,202609831,64.61380644184527,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,ad60dd3d772fbbeace3db8160ab0474bba1b4a17bb547ec2a0c9a98dc68dd436,416.8568347655237,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.100_m1_n1000_s202609831/result.json
ig_e0.000_l0.200_m1_n1000_s202609831,ig,0.0,0.2,1,1000,202609831,69.58781407989125,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,275e45d7dc5ab1842a2e5e4faa90aae0c814a5d4b181d422218de8fd220da65f,422.55812381766737,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.200_m1_n1000_s202609831/result.json
ig_e0.000_l0.300_m1_n1000_s202609831,ig,0.0,0.3,1,1000,202609831,77.76442470024335,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,dd78a660ae0d6f04fabfd3c212ac4b67fc3b1843fa0d9251a890e87762d8a992,417.47718090750277,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.300_m1_n1000_s202609831/result.json
ig_e0.000_l0.400_m1_n1000_s202609831,ig,0.0,0.4,1,1000,202609831,89.28007934728055,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,88bc8af71713927316ae11cdd439ecf6964bc48f10851c3104f954de3bf0b213,414.28154479246587,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.400_m1_n1000_s202609831/result.json
ig_e0.000_l0.500_m1_n1000_s202609831,ig,0.0,0.5,1,1000,202609831,103.51337522128063,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,614ac988878d714b2a572de48c3b795d9da6dce19ee2b921833e49a2fd7a4fe4,416.8347087041475,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.500_m1_n1000_s202609831/result.json
ig_e0.000_l0.600_m1_n1000_s202609831,ig,0.0,0.6,1,1000,202609831,117.83049285361182,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,1d814897e0c0f82066718c6ac1c21889b28d6f84a59c8df2aed27f78ecbb9209,411.42187315505,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.000_l0.600_m1_n1000_s202609831/result.json
ig_e0.150_l0.000_m1_n1000_s202609831,ig,0.15,0.0,1,1000,202609831,57.55908947019668,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,52ec546b6458422ef7e38022f40a7c8fabbf21deb09b6b13134236c353c9b828,413.242521897424,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.000_m1_n1000_s202609831/result.json
ig_e0.150_l0.100_m1_n1000_s202609831,ig,0.15,0.1,1,1000,202609831,60.676202417906154,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,836e9e0f9b88f64a5c69ffe0e7a816972202cbb3902b117576cdf10a077a1ad6,421.14321932476014,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.100_m1_n1000_s202609831/result.json
ig_e0.150_l0.200_m1_n1000_s202609831,ig,0.15,0.2,1,1000,202609831,66.29476092017666,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,0179be6bd175cadf741b1467086e3523133376ac8eb80ee4b5fb1bb239f67acb,414.58393159741536,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.200_m1_n1000_s202609831/result.json
ig_e0.150_l0.300_m1_n1000_s202609831,ig,0.15,0.3,1,1000,202609831,73.75850000567169,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d59114b76e09885730750e94f4ca904dd5f03f15d6beb1ae4c4d6307b85b5ffc,416.838312250562,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.300_m1_n1000_s202609831/result.json
ig_e0.150_l0.400_m1_n1000_s202609831,ig,0.15,0.4,1,1000,202609831,84.56194214564425,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,346ae484590016f169b258b5d6a5866e189b78dd55a0fd80c4767e1d5c554b4d,414.11929653491825,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.400_m1_n1000_s202609831/result.json
ig_e0.150_l0.500_m1_n1000_s202609831,ig,0.15,0.5,1,1000,202609831,98.75924971484403,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,bffdba3ce85d58fc15acb04aa54242d711d6267d0c7ef0e4b1fa0ccf711022f9,404.80399324931204,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.500_m1_n1000_s202609831/result.json
ig_e0.150_l0.600_m1_n1000_s202609831,ig,0.15,0.6,1,1000,202609831,113.04038193636381,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,fcd5324d3d2b4328bfbafcbbaaeb29d2bd9fe910c813be90088d2491caec0bd0,426.36816394422203,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.150_l0.600_m1_n1000_s202609831/result.json
ig_e0.200_l0.000_m1_n1000_s202609831,ig,0.2,0.0,1,1000,202609831,56.1398487956385,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,4aba66e91fdc1455586a90aff0b3160ee3742e39dfb421ee8258cebf4b675fc7,410.7643681871705,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.200_l0.000_m1_n1000_s202609831/result.json
ig_e0.200_l0.050_m1_n1000_s202609831,ig,0.2,0.05,1,1000,202609831,57.56932753143764,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,5d1d1e51a428a627ce56605a7d74c93a8fe805daa05333d65312409fbbf909ab,420.8024733522907,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.200_l0.050_m1_n1000_s202609831/result.json
ig_e0.250_l0.000_m1_n1000_s202609831,ig,0.25,0.0,1,1000,202609831,55.62257906856962,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d309877c64c07c133d8ebd1e9a2833724432aa353a27ce3f795ebf8438ebb1cf,421.3640992050059,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.250_l0.000_m1_n1000_s202609831/result.json
ig_e0.250_l0.050_m1_n1000_s202609831,ig,0.25,0.05,1,1000,202609831,57.38300750004544,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,1edb6a4c08a7b20def3ce1a18349b50f44734a68891d2e94d3ca6c967deb4ca7,419.0824739970267,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.250_l0.050_m1_n1000_s202609831/result.json
ig_e0.300_l0.000_m1_n1000_s202609831,ig,0.3,0.0,1,1000,202609831,55.48032592279077,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,078b882faa0c83762e025690c305c65f218fcf9ea8699d39ab08a67137b6fa51,411.8460606154986,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.000_m1_n1000_s202609831/result.json
ig_e0.300_l0.050_m1_n1000_s202609831,ig,0.3,0.05,1,1000,202609831,57.40425962438354,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,e40957c09a5dfe89c81056960dbc0829246e2deb4f316e8903f7d650da04933f,429.3922614380717,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.050_m1_n1000_s202609831/result.json
ig_e0.300_l0.100_m1_n1000_s202609831,ig,0.3,0.1,1,1000,202609831,59.58133868312552,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,e7fd3c93a5f449941564b394ff3fe48912d246425290d4f3bced3727a380e1fe,429.15703407721594,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.100_m1_n1000_s202609831/result.json
ig_e0.300_l0.200_m1_n1000_s202609831,ig,0.3,0.2,1,1000,202609831,64.68985633714703,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d02ee6ebe13d3d4c8f0980f284a69b74fe3f265e1bfbdeba28dbe22b486c5bc5,410.79903416289017,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.200_m1_n1000_s202609831/result.json
ig_e0.300_l0.300_m1_n1000_s202609831,ig,0.3,0.3,1,1000,202609831,72.29568253665985,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,02264378c830d4e7485ddc6c0e512df41f509cd8392891ded37dd836dc308389,410.85211132094264,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.300_m1_n1000_s202609831/result.json
ig_e0.300_l0.400_m1_n1000_s202609831,ig,0.3,0.4,1,1000,202609831,83.55169831170258,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,6de9f93201714e3546f3182c819ddeaa5b5e6a98ec6489658402f49b1cfefac6,416.2027888074517,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.400_m1_n1000_s202609831/result.json
ig_e0.300_l0.500_m1_n1000_s202609831,ig,0.3,0.5,1,1000,202609831,97.01058309074858,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d02c63dac954ffb2ef5ff39e851b93111d6336453f7cf4851848fdd703a78846,417.4880363163538,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.500_m1_n1000_s202609831/result.json
ig_e0.300_l0.600_m1_n1000_s202609831,ig,0.3,0.6,1,1000,202609831,110.84525606088607,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,48af953354de0b50c42c8c83118b54dd868d17b049caec9fb23f9c405296d85d,424.83822971209884,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.300_l0.600_m1_n1000_s202609831/result.json
ig_e0.350_l0.000_m1_n1000_s202609831,ig,0.35,0.0,1,1000,202609831,55.793213479051246,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,9008e44da093445a8721c7194234696ed3f6c6d2590959edc6d49da1e249a94e,419.06252437643707,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.350_l0.000_m1_n1000_s202609831/result.json
ig_e0.350_l0.050_m1_n1000_s202609831,ig,0.35,0.05,1,1000,202609831,57.75411472762005,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,96c4167e54aae6b00c3cceea2a5ab192caa30eea0bdf54e89f0e151b51c26b2f,416.3025680738501,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.350_l0.050_m1_n1000_s202609831/result.json
ig_e0.400_l0.000_m1_n1000_s202609831,ig,0.4,0.0,1,1000,202609831,55.862666757338445,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,3d404843539e12e1e622f6c166e9510ea54635741445ad8631d70eddeca8fc95,419.47996050771326,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.400_l0.000_m1_n1000_s202609831/result.json
ig_e0.400_l0.050_m1_n1000_s202609831,ig,0.4,0.05,1,1000,202609831,58.05609963024449,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,a9e28b7c9bb5961499dd41953edc0254baae7fa1711a64afaf07805e22ad5afc,415.6097392034717,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.400_l0.050_m1_n1000_s202609831/result.json
ig_e0.450_l0.000_m1_n1000_s202609831,ig,0.45,0.0,1,1000,202609831,56.7798097009275,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,f46bef6766fe3ce657586113cc6b667d4fb1dd23b974b139c70fdae9f09766e6,405.5110635533929,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.000_m1_n1000_s202609831/result.json
ig_e0.450_l0.100_m1_n1000_s202609831,ig,0.45,0.1,1,1000,202609831,61.12518746449592,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,eac309c85c54b50113d9c165bb37c14ccd027244536d50b91a4cf5b8e1e02b1e,410.3358812541701,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.100_m1_n1000_s202609831/result.json
ig_e0.450_l0.200_m1_n1000_s202609831,ig,0.45,0.2,1,1000,202609831,65.86330238968264,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,f3146cb59d3f39377e0ce4f67eea4c0782e2758b1cce25e9a27686acb976d510,401.155484162271,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.200_m1_n1000_s202609831/result.json
ig_e0.450_l0.300_m1_n1000_s202609831,ig,0.45,0.3,1,1000,202609831,72.98994491232475,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,541215bd9183cf168296e138dcf51ce894e0dfbfc97747f83b3ae17329914421,419.27416440518573,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.300_m1_n1000_s202609831/result.json
ig_e0.450_l0.400_m1_n1000_s202609831,ig,0.45,0.4,1,1000,202609831,83.76685607810845,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,7eb52e4a1c1a979dc969efdc9d596157107d4cf6664b9ac6bcc7f407b698ab56,420.7307771719061,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.400_m1_n1000_s202609831/result.json
ig_e0.450_l0.500_m1_n1000_s202609831,ig,0.45,0.5,1,1000,202609831,97.12840747219491,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,dd5971fe5dd2a84359388d23f3427fbeede166901be77abff7877f717ffa00da,404.0501193283126,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.500_m1_n1000_s202609831/result.json
ig_e0.450_l0.600_m1_n1000_s202609831,ig,0.45,0.6,1,1000,202609831,109.64554548698521,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d50e3c1f9aca939d4c272498305376b7bfa7bd0dd8dcbfe3e27d0a4b416d8a94,419.82287095300853,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.450_l0.600_m1_n1000_s202609831/result.json
ig_e0.600_l0.000_m1_n1000_s202609831,ig,0.6,0.0,1,1000,202609831,58.52993569001683,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,d8353f0c5df46268eb5811da3b596beafefc94351f0f2c6d93dcaf1bd9bdcad0,418.1589977312833,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.000_m1_n1000_s202609831/result.json
ig_e0.600_l0.100_m1_n1000_s202609831,ig,0.6,0.1,1,1000,202609831,62.48884024731274,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,dbab54765d9d633710525eb022fa576e877facacddd00e387afe49fd86fa7402,423.13992352224886,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.100_m1_n1000_s202609831/result.json
ig_e0.600_l0.200_m1_n1000_s202609831,ig,0.6,0.2,1,1000,202609831,67.25998550068368,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,a127b9c241f8a4f9ee0023fc147e7ad6bcd48c71d8d9cc778ab78ec5d84e2932,420.60364706488326,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.200_m1_n1000_s202609831/result.json
ig_e0.600_l0.300_m1_n1000_s202609831,ig,0.6,0.3,1,1000,202609831,74.26389892823698,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,5e4c87119257dcdc63a86723488a35e286be56be4ac6fd0f6b2f71cf7ac634ec,406.71607252489775,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.300_m1_n1000_s202609831/result.json
ig_e0.600_l0.400_m1_n1000_s202609831,ig,0.6,0.4,1,1000,202609831,84.79721076789389,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,e5c33c4f4cd6046a8b95d4a20aaedbdc48daf67f370e2f8118d3b72cf4342f12,426.271169597283,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.400_m1_n1000_s202609831/result.json
ig_e0.600_l0.500_m1_n1000_s202609831,ig,0.6,0.5,1,1000,202609831,97.60121166583463,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,662e47a3362ee996ae0e270975fb1784f2727d19429674ce8c1eef7eb1939d15,414.8990680826828,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.500_m1_n1000_s202609831/result.json
ig_e0.600_l0.600_m1_n1000_s202609831,ig,0.6,0.6,1,1000,202609831,110.08282620296285,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,15daaf6ba4bf0afb3601ecf53f10601c9b1d1369cccdfd106ef326490ff432e1,418.80750826140866,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.600_l0.600_m1_n1000_s202609831/result.json
ig_e0.750_l0.000_m1_n1000_s202609831,ig,0.75,0.0,1,1000,202609831,61.25827101046332,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,6dfd212d4cff08c77671b5325e80da262517ee35d1e8bf4493c7863cd7fd5c73,403.06294648349285,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.000_m1_n1000_s202609831/result.json
ig_e0.750_l0.100_m1_n1000_s202609831,ig,0.75,0.1,1,1000,202609831,64.70920495577292,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,b165369bd05c1b64d51dd97bc99e7ed0c0391ad93949d15de036851b0b77888b,412.97810366749763,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.100_m1_n1000_s202609831/result.json
ig_e0.750_l0.200_m1_n1000_s202609831,ig,0.75,0.2,1,1000,202609831,69.20996845407825,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,dc693bf4fbf402a6be39b79e96f73717888c0f14be53852a65f08d7cc38d11f0,430.34209834737703,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.200_m1_n1000_s202609831/result.json
ig_e0.750_l0.300_m1_n1000_s202609831,ig,0.75,0.3,1,1000,202609831,76.98370668170531,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,e1cc5e08e118851d861283f4a5a4e70b6fe90e33b71408191610245b88ac32f0,422.49682206567377,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.300_m1_n1000_s202609831/result.json
ig_e0.750_l0.400_m1_n1000_s202609831,ig,0.75,0.4,1,1000,202609831,87.63734321028528,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,bc92e50a520963bd91ae60dd72ac0beca12ca3963911f45db66cbe4f1e277b92,425.8251325311139,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.400_m1_n1000_s202609831/result.json
ig_e0.750_l0.500_m1_n1000_s202609831,ig,0.75,0.5,1,1000,202609831,99.37536014610072,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,535d9e37163c7aea32a1d11e433a091db4b6ae66bac5a5049e1324151f6086fe,427.0263053975068,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.500_m1_n1000_s202609831/result.json
ig_e0.750_l0.600_m1_n1000_s202609831,ig,0.75,0.6,1,1000,202609831,110.30711275986476,1a2536397ae0bc67f1baaa0eddad6e8a7a2e96ad10d203166926c7b754a406b0,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,ed16198ac28738ab1384b77702466a7bbe7eda18aba456abc80cc52680081604,419.3890921231359,jit_fine_sweep_20260909,/home/zhoushunyu/data/eqvae/experiments/jit_fine_sweep_20260909/ig_e0.750_l0.600_m1_n1000_s202609831/result.json
